time,value
1533060864.723,705,809
1533060864.735,764,858
1533060864.739,788,891
1533060864.751,804,907
1533060864.758,824,915
1533060864.764,831,937
1533060864.773,845,951
1533060864.783,851,959
1533060864.797,855,975
1533060864.806,853,979
1533060864.813,868,979
1533060864.83,854,980
1533060864.84,869,986
1533060864.846,881,977
1533060864.856,874,988
1533060864.863,879,984
1533060864.872,873,993
1533060864.881,874,991
1533060864.889,871,994
1533060864.897,879,981
1533060864.923,884,998
1533060864.93,887,1000
1533060864.939,884,1004
1533060864.946,880,979
1533060864.958,884,998
1533060864.963,881,983
1533060864.972,880,979
1533060864.979,900,1004
1533060864.991,888,1019
1533060864.996,893,1006
1533060865.013,891,999
1533060865.022,880,1008
1533060865.029,889,1023
1533060865.04,897,999
1533060865.046,885,1004
1533060865.056,886,997
1533060865.063,884,1001
1533060865.073,889,1008
1533060865.088,890,1015
1533060865.096,886,988
1533060865.104,901,1005
1533060865.113,876,1007
1533060865.121,890,998
1533060865.13,891,1005
1533060865.138,886,1014
1533060865.146,903,1013
1533060865.179,883,1003
1533060865.189,884,1006
1533060865.195,893,1009
1533060865.206,893,1012
1533060865.212,893,1006
1533060865.22,891,1010
1533060865.228,908,1003
1533060865.237,892,1011
1533060865.246,885,1010
1533060865.254,893,1012
1533060865.263,893,1000
1533060865.27,889,1008
1533060865.278,897,1001
1533060865.287,891,1013
1533060865.295,887,1006
1533060865.312,907,1003
1533060865.375,898,997
1533060865.385,899,1027
1533060865.411,894,996
1533060865.424,897,1016
1533060865.433,905,1024
1533060865.45,902,1027
1533060865.474,910,1026
1533060865.484,896,1021
1533060865.5,904,1017
1533060865.533,900,1019
1533060865.55,894,1013
1533060865.564,908,1018
1533060865.572,901,1002
1533060865.594,907,1029
1533060865.605,900,1022
1533060865.618,922,1035
1533060865.631,893,1018
1533060865.638,896,1015
1533060865.65,897,1013
1533060865.663,895,1026
1533060865.681,907,1011
1533060865.688,891,1002
1533060865.714,908,1000
1533060865.722,882,1004
1533060865.73,894,1016
1533060865.737,918,1013
1533060865.755,911,1012
1533060865.773,901,1023
1533060865.781,899,1024
1533060865.805,924,1025
1533060865.813,915,1019
1533060865.823,900,1028
1533060865.838,913,1017
1533060865.849,892,1026
1533060865.863,901,1020
1533060865.879,910,1017
1533060865.887,918,1031
1533060865.904,898,1008
1533060865.913,902,1036
1533060865.92,895,1002
1533060865.933,888,1016
1533060865.946,903,1016
1533060865.964,908,1036
1533060865.987,911,1012
1533060865.995,902,1003
1533060866.014,906,1013
1533060866.02,907,1017
1533060866.032,911,1015
1533060866.047,917,1015
1533060866.064,901,1005
1533060866.081,905,1021
1533060866.095,896,1018
1533060866.108,895,1020
1533060866.121,894,1031
1533060866.128,896,1009
1533060866.141,885,1019
1533060866.153,882,1016
1533060866.162,898,1020
1533060866.17,907,1014
1533060866.183,899,1030
1533060866.196,903,1022
1533060866.203,900,1022
1533060866.213,911,1012
1533060866.22,909,1007
1533060866.229,903,1010
1533060866.236,914,1006
1533060866.249,900,1016
