time,value
1533061114.39,796,919
1533061114.42,836,957
1533061114.43,846,966
1533061114.464,858,975
1533061114.482,870,999
1533061114.497,868,988
1533061114.517,875,1001
1533061114.53,873,993
1533061114.554,877,985
1533061114.563,876,1002
1533061114.582,877,988
1533061114.615,860,1007
1533061114.63,856,988
1533061114.653,855,996
1533061114.669,850,991
1533061114.686,866,989
1533061114.731,885,1019
1533061114.747,874,1011
1533061114.77,876,1016
1533061114.803,885,1010
1533061114.812,877,1017
1533061114.836,872,1018
1533061114.847,907,1023
1533061114.869,885,1010
1533061114.889,879,1016
1533061114.911,874,1017
1533061114.93,873,1016
1533061114.968,891,1028
1533061114.99,875,1012
1533061115.013,886,1017
1533061115.058,886,1009
1533061115.069,883,1023
1533061115.096,891,1016
1533061115.111,870,1025
1533061115.169,898,1035
1533061115.184,885,1013
1533061115.203,891,1002
1533061115.226,886,1038
1533061115.233,892,1014
1533061115.243,870,999
1533061115.253,879,1022
1533061115.279,895,1020
1533061115.303,883,1009
1533061115.325,886,1017
1533061115.333,874,1017
1533061115.341,887,1012
1533061115.375,890,1004
1533061115.385,884,1021
1533061115.391,875,1006
1533061115.403,880,1014
1533061115.442,876,1016
1533061115.483,874,1023
1533061115.49,889,1006
1533061115.515,873,1010
1533061115.528,876,1019
1533061115.583,892,1035
1533061115.593,884,1012
1533061115.674,878,1009
1533061115.69,897,1022
1533061115.699,870,987
1533061115.707,874,997
1533061115.733,885,1016
1533061115.741,883,997
1533061115.76,896,1009
1533061115.775,891,1019
1533061115.808,890,1012
1533061115.856,891,1016
1533061115.906,899,1030
1533061115.915,875,1009
1533061115.922,890,1015
1533061115.99,875,1015
1533061116.014,883,1000
1533061116.048,894,1019
1533061116.055,875,1021
1533061116.113,869,1012
1533061116.125,885,1011
1533061116.18,890,1015
1533061116.19,879,1025
1533061116.232,868,1020
1533061116.256,889,1026
1533061116.271,881,1027
1533061116.282,890,1030
1533061116.298,891,1040
1533061116.313,888,1052
1533061116.322,896,1048
1533061116.332,906,1046
1533061116.347,914,1051
1533061116.36,903,1046
1533061116.372,909,1057
1533061116.379,908,1051
1533061116.393,895,1056
1533061116.405,912,1060
1533061116.422,906,1063
1533061116.439,917,1057
1533061116.463,885,1046
1533061116.471,861,1013
1533061116.481,847,1014
1533061116.489,830,989
1533061116.504,816,975
1533061116.514,795,939
1533061116.529,790,937
1533061116.537,778,922
