time,value
1533061144.389,809,926
1533061144.427,858,961
1533061144.465,864,990
1533061144.491,875,1013
1533061144.503,879,1005
1533061144.535,884,1012
1533061144.546,896,1030
1533061144.571,885,1016
1533061144.579,890,1024
1533061144.606,877,1020
1533061144.629,887,1021
1533061144.638,878,1018
1533061144.669,880,1023
1533061144.687,887,1021
1533061144.71,886,1029
1533061144.722,885,1014
1533061144.746,879,1008
1533061144.845,886,1026
1533061144.853,891,1016
1533061144.895,891,1028
1533061144.912,903,1022
1533061144.949,895,1020
1533061144.968,893,1030
1533061145.007,896,1030
1533061145.019,892,1026
1533061145.045,911,1033
1533061145.094,886,1017
1533061145.112,910,1035
1533061145.169,893,1045
1533061145.219,906,1040
1533061145.276,898,1032
1533061145.296,893,1024
1533061145.363,893,1018
1533061145.408,895,1029
1533061145.416,877,1020
1533061145.429,895,1023
1533061145.464,892,1026
1533061145.499,890,1030
1533061145.52,893,1027
1533061145.558,892,1032
1533061145.577,882,1016
1533061145.593,889,1032
1533061145.618,893,1030
1533061145.641,892,1032
1533061145.664,883,1035
1533061145.696,889,1035
1533061145.725,891,1022
1533061145.749,901,1044
1533061145.766,901,1029
1533061145.782,892,1023
1533061145.801,896,1030
1533061145.824,899,1030
1533061145.849,880,1026
1533061145.868,875,1024
1533061145.931,870,1037
1533061146.358,816,1028
1533061146.379,817,1032
1533061146.394,821,1021
1533061146.414,819,1034
1533061146.436,842,1027
1533061146.448,851,1039
1533061146.468,873,1046
1533061146.49,902,1054
1533061146.509,917,1057
1533061146.551,945,1063
1533061146.605,945,1063
1533061146.67,929,1071
1533061146.738,901,1059
1533061146.829,928,1062
1533061146.897,972,1063
1533061147.03,954,1066
1533061147.093,942,1060
1533061147.159,958,1056
1533061147.234,951,1063
1533061147.374,946,1061
1533061147.394,937,1058
1533061147.424,953,1065
1533061147.434,925,1055
1533061147.442,940,1067
1533061147.452,939,1066
1533061147.458,941,1056
1533061147.468,943,1070
1533061147.485,944,1048
1533061147.494,924,1055
1533061147.506,930,1055
1533061147.524,942,1055
1533061147.533,939,1072
1533061147.542,938,1065
1533061147.571,942,1057
1533061147.585,941,1057
1533061147.593,949,1061
1533061147.611,949,1056
1533061147.625,941,1054
1533061147.635,948,1060
1533061147.658,945,1054
1533061147.666,943,1055
1533061147.675,939,1063
1533061147.683,954,1058
1533061147.691,935,1059
1533061147.699,934,1058
1533061147.725,930,1055
1533061147.751,947,1059
1533061147.799,930,1054
1533061147.825,923,1054
1533061147.85,932,1056
1533061147.86,933,1049
1533061147.899,929,1048
1533061147.908,925,1041
1533061147.935,909,1040
1533061147.958,920,1045
1533061147.966,916,1026
1533061147.994,911,1036
1533061148.01,910,1032
1533061148.034,905,1033
1533061148.052,905,1027
1533061148.072,915,1031
1533061148.098,887,1024
1533061148.118,887,1018
1533061148.147,896,1001
1533061148.17,875,1009
1533061148.183,893,1015
1533061148.199,884,992
1533061148.208,883,1003
1533061148.248,870,996
1533061148.322,861,949
1533061148.366,846,937
1533061148.381,842,936
1533061148.393,821,918
1533061148.406,815,939
1533061148.414,834,910
1533061148.426,813,908
1533061148.44,804,921
1533061148.461,818,912
1533061148.474,819,913
1533061148.507,811,903
1533061148.552,788,897
1533061148.592,667,764
1533061148.605,640,728
1533061148.616,620,709
1533061148.672,599,681
1533061148.682,610,698
1533061148.697,607,704
1533061148.705,629,694
1533061148.713,636,730
1533061148.723,707,791
