time,value
1533061022.855,798,898
1533061022.895,851,959
1533061022.927,875,968
1533061022.936,881,989
1533061022.959,874,982
1533061022.97,890,986
1533061022.986,886,994
1533061023.068,881,1006
1533061023.085,900,990
1533061023.102,895,1003
1533061023.129,883,1000
1533061023.161,886,1006
1533061023.193,877,1000
1533061023.202,884,1004
1533061023.225,885,1004
1533061023.235,869,986
1533061023.254,885,1005
1533061023.275,903,1002
1533061023.292,887,1009
1533061023.303,896,995
1533061023.325,898,997
1533061023.352,889,1003
1533061023.369,890,1012
1533061023.385,892,1005
1533061023.408,887,995
1533061023.428,902,998
1533061023.475,907,1006
1533061023.507,898,1008
1533061023.522,893,1012
1533061023.534,894,1013
1533061023.551,883,1003
1533061023.567,915,1019
1533061023.6,902,1012
1533061023.624,900,1004
1533061023.635,883,1014
1533061023.657,899,1015
1533061023.677,903,1013
1533061023.714,897,1007
1533061023.722,888,1002
1533061023.742,903,1007
1533061023.764,903,1016
1533061023.772,887,1021
1533061023.781,896,1007
1533061023.798,898,1014
1533061023.825,890,1012
1533061023.844,911,1015
1533061023.867,886,1008
1533061023.906,878,1006
1533061023.913,914,1009
1533061023.933,892,1008
1533061024.03,911,1018
1533061024.076,890,1004
1533061024.09,884,1009
1533061024.108,907,1014
1533061024.122,890,1001
1533061024.13,892,1014
1533061024.148,897,1005
1533061024.155,905,1009
1533061024.162,900,999
1533061024.172,906,1005
1533061024.181,896,995
1533061024.265,896,1009
1533061024.32,897,1002
1533061024.328,892,1009
1533061024.339,910,1003
1533061024.411,899,1012
1533061024.486,896,1018
1533061024.561,904,1009
1533061024.628,888,1008
1533061024.695,884,1004
1533061024.752,894,1004
1533061024.802,904,997
1533061024.82,898,1008
1533061024.943,889,1017
1533061025.001,886,1003
1533061025.01,892,997
1533061025.075,900,999
1533061025.142,875,995
1533061025.208,893,998
1533061025.275,896,998
1533061025.292,898,1014
1533061025.309,929,1024
1533061025.317,928,1038
1533061025.333,944,1045
1533061025.342,942,1034
1533061025.35,936,1043
1533061025.36,928,1044
1533061025.366,937,1052
1533061025.376,951,1051
1533061025.382,958,1053
1533061025.398,934,1041
1533061025.408,950,1051
1533061025.421,951,1052
1533061025.458,953,1045
1533061025.477,938,1051
1533061025.492,936,1049
1533061025.512,940,1055
1533061025.525,946,1053
1533061025.532,951,1052
1533061025.549,942,1063
1533061025.558,942,1054
1533061025.565,943,1064
1533061025.582,944,1053
1533061025.591,941,1050
1533061025.609,937,1050
1533061025.624,944,1051
1533061025.632,959,1068
1533061025.648,961,1061
1533061025.657,936,1055
1533061025.669,935,1045
1533061025.683,943,1047
1533061025.69,941,1050
1533061025.71,923,1042
1533061025.723,933,1034
1533061025.74,926,1036
1533061025.748,924,1034
1533061025.766,929,1033
1533061025.783,924,1043
1533061025.797,942,1046
1533061025.806,948,1057
1533061025.814,948,1051
1533061025.827,944,1051
1533061025.839,940,1044
1533061025.851,956,1048
1533061025.874,941,1053
1533061025.883,955,1053
1533061025.922,952,1058
1533061025.93,951,1057
1533061025.947,947,1059
1533061025.956,942,1052
1533061025.966,970,1064
1533061026.021,933,1031
1533061026.04,942,1049
1533061026.081,944,1051
1533061026.116,943,1061
1533061026.132,947,1047
1533061026.157,948,1049
1533061026.183,935,1045
1533061026.205,943,1049
1533061026.215,950,1045
1533061026.23,942,1046
1533061026.238,946,1044
1533061026.25,933,1054
1533061026.263,935,1042
1533061026.274,930,1046
1533061026.289,946,1044
1533061026.297,946,1064
1533061026.304,931,1035
1533061026.314,933,1049
1533061026.322,937,1041
1533061026.354,941,1039
1533061026.396,925,1038
1533061026.429,944,1048
1533061026.487,946,1047
1533061026.494,942,1057
1533061026.512,950,1048
1533061026.554,939,1046
1533061026.62,936,1040
1533061026.686,924,1046
1533061026.706,935,1048
1533061026.72,941,1039
1533061026.734,935,1053
1533061026.745,933,1040
1533061026.758,927,1031
1533061026.77,923,1042
1533061026.784,910,1029
1533061026.795,915,1022
1533061026.808,912,1019
1533061026.84,928,1029
1533061026.861,909,1031
1533061026.877,926,1024
1533061026.886,919,1041
1533061026.907,919,1038
1533061026.952,920,1036
1533061026.959,913,1038
1533061026.977,921,1025
1533061027.01,918,1037
1533061027.02,933,1037
1533061027.043,933,1031
1533061027.066,931,1032
1533061027.101,923,1030
1533061027.136,904,1020
1533061027.161,893,1012
1533061027.169,887,1001
1533061027.195,884,998
1533061027.211,883,985
1533061027.227,885,987
1533061027.235,884,992
1533061027.25,868,961
1533061027.268,867,960
1533061027.288,876,961
1533061027.301,875,965
1533061027.334,877,967
1533061027.343,867,963
1533061027.352,853,961
1533061027.368,856,970
1533061027.425,858,963
1533061027.458,841,953
1533061027.5,855,940
1533061027.509,839,942
1533061027.525,843,934
1533061027.588,820,891
1533061027.626,804,886
1533061027.649,812,889
1533061027.666,802,875
1533061027.677,799,881
1533061027.758,816,919
1533061027.799,825,907
1533061027.814,825,902
1533061027.857,825,913
1533061027.891,821,904
1533061027.933,809,918
1533061027.957,809,897
1533061027.974,813,893
1533061028.014,750,821
1533061028.051,565,642
1533061028.083,566,637
