time,value
1533063767.638,231,574,674,722
1533063767.648,237,583,671,724
1533063767.655,229,611,687,755
1533063767.667,240,616,692,742
1533063767.674,232,642,690,752
1533063767.682,243,625,707,757
1533063767.688,237,607,707,757
1533063767.697,247,620,720,764
1533063767.704,239,627,730,771
1533063767.713,244,623,711,758
1533063767.721,253,630,729,767
1533063767.731,249,656,731,768
1533063767.737,241,629,732,787
1533063767.746,272,637,730,782
1533063767.753,246,641,737,760
1533063767.765,261,647,737,771
1533063767.77,251,634,733,768
1533063767.784,249,653,734,777
1533063767.79,243,632,725,771
1533063767.8,241,639,732,778
1533063767.808,262,642,744,784
1533063767.818,239,646,736,773
1533063767.825,246,644,719,774
1533063767.833,262,639,747,769
1533063767.841,262,651,732,772
1533063767.855,257,655,742,770
1533063767.864,249,665,737,771
1533063767.872,243,641,728,774
1533063767.88,257,670,736,779
1533063767.892,259,633,732,764
1533063767.901,253,645,729,778
1533063767.908,260,646,736,762
1533063767.917,251,661,730,785
1533063767.929,254,637,730,776
1533063767.935,253,642,732,784
1533063767.943,247,636,729,772
1533063767.949,243,650,743,771
1533063767.958,267,644,740,774
1533063767.967,240,644,731,774
1533063767.975,240,650,743,774
1533063767.982,260,655,736,770
1533063767.989,249,638,722,766
1533063767.999,258,653,743,783
1533063768.005,255,653,758,774
1533063768.013,245,640,733,782
1533063768.021,256,660,735,775
1533063768.034,251,643,730,782
1533063768.04,251,652,727,785
1533063768.051,252,644,731,783
1533063768.057,265,657,741,793
1533063768.067,247,645,735,775
1533063768.074,250,648,735,772
1533063768.083,256,654,735,781
1533063768.092,255,653,728,774
1533063768.103,253,651,744,784
1533063768.111,254,673,739,782
1533063768.118,264,653,728,783
1533063768.13,255,650,746,777
1533063768.137,250,660,738,799
1533063768.148,268,663,738,790
1533063768.155,248,667,751,782
1533063768.168,246,638,737,777
1533063768.175,259,651,741,790
1533063768.184,248,640,733,782
1533063768.196,252,665,740,783
1533063768.202,255,650,749,768
1533063768.211,249,647,737,786
1533063768.219,261,644,758,768
1533063768.231,240,653,740,766
1533063768.238,270,662,743,789
1533063768.246,264,665,734,783
1533063768.255,263,664,751,779
1533063768.264,250,648,744,781
