time,2,4,10,12
1533333302.146,788,880,1058,1157
1533333302.164,734,824,1026,1116
1533333302.176,776,874,1040,1132
1533333302.225,765,876,1042,1157
1533333302.237,756,867,1054,1148
1533333302.255,778,894,1051,1168
1533333302.278,822,917,1088,1193
1533333302.289,765,879,1048,1160
1533333302.313,776,878,1053,1148
1533333302.328,791,898,1070,1175
1533333302.351,770,866,1050,1151
1533333302.361,750,861,1039,1142
1533333302.373,782,875,1062,1148
1533333302.387,769,847,1052,1141
1533333302.407,749,839,1018,1116
1533333302.437,810,896,1080,1173
1533333302.466,783,890,1053,1162
1533333302.512,767,884,1047,1142
1533333302.527,760,883,1064,1147
1533333302.538,787,882,1051,1154
1533333302.552,771,870,1033,1146
1533333302.593,804,884,1065,1156
1533333302.603,762,861,1042,1137
1533333302.618,756,834,1030,1131
1533333302.652,773,863,1041,1150
1533333302.671,761,875,1050,1156
1533333302.685,770,887,1047,1142
1533333302.712,758,860,1026,1147
1533333302.737,779,845,1044,1139
1533333302.761,771,885,1045,1151
1533333302.777,792,914,1068,1182
1533333302.798,758,869,1038,1145
1533333302.818,771,855,1045,1146
1533333302.826,757,838,1025,1124
1533333302.837,785,883,1049,1147
1533333302.852,775,882,1048,1151
1533333302.877,759,876,1030,1163
1533333302.892,754,868,1043,1147
1533333302.907,753,846,1030,1131
1533333302.917,771,861,1030,1120
1533333302.926,756,855,1042,1160
1533333302.938,778,867,1045,1140
1533333302.95,779,865,1049,1149
1533333302.967,743,851,1029,1133
1533333302.975,741,843,1042,1149
1533333302.984,766,853,1040,1129
1533333302.992,751,859,1040,1141
1533333303.01,763,865,1043,1138
1533333303.03,780,890,1050,1159
1533333303.043,759,852,1033,1137
1533333303.065,767,869,1050,1147
1533333303.075,755,866,1059,1145
1533333303.084,769,868,1037,1135
1533333303.1,751,847,1031,1115
1533333303.116,764,875,1047,1139
1533333303.135,767,869,1053,1148
1533333303.146,763,883,1043,1152
1533333303.159,724,794,1011,1109
1533333303.167,780,869,1050,1148
1533333303.184,769,862,1031,1138
1533333303.209,748,847,1037,1130
