time,13,15,17,19,21,23
1536551221.229,758,702,695,278,-157,678
1536551221.247,889,818,793,396,-21,786
1536551221.298,929,840,829,427,29,826
1536551221.338,930,853,830,425,36,836
1536551221.359,944,843,838,424,35,846
1536551221.369,934,845,831,429,51,840
1536551221.394,938,855,841,430,35,832
1536551221.416,939,862,830,431,30,830
1536551221.434,931,854,840,426,37,820
1536551221.456,947,860,840,417,34,837
1536551221.509,933,844,839,425,39,830
1536551221.528,941,855,832,430,26,827
1536551221.557,935,840,838,424,20,841
1536551221.574,924,841,830,431,45,830
1536551221.59,925,842,843,435,19,817
1536551221.605,941,852,841,430,26,829
1536551221.654,944,837,827,415,26,841
1536551221.668,914,849,835,418,35,835
1536551221.691,929,840,838,424,20,829
1536551221.709,925,854,825,411,11,820
1536551221.723,926,846,832,409,29,835
1536551221.754,937,860,826,429,16,820
1536551221.772,929,834,818,424,23,835
1536551221.78,919,848,834,426,31,826
1536551221.788,935,843,829,421,17,829
1536551221.799,926,828,820,412,20,826
1536551221.821,921,832,839,419,24,833
1536551221.835,937,857,843,402,31,823
1536551221.897,926,840,829,418,23,818
1536551221.918,933,850,830,422,18,845
1536551221.954,932,846,818,424,26,827
1536551221.987,933,841,816,413,15,813
1536551222.004,933,856,833,407,39,816
1536551222.05,932,846,838,421,9,829
1536551222.096,946,842,840,435,25,840
1536551222.11,933,856,833,428,33,822
1536551222.137,930,841,830,416,21,819
1536551222.157,940,845,840,408,25,843
1536551222.21,938,843,841,400,9,821
1536551222.228,940,848,843,414,37,823
1536551222.249,911,849,838,412,17,829
1536551222.268,932,831,829,418,26,827
1536551222.275,927,841,836,425,18,842
1536551222.284,940,851,843,417,31,837
1536551222.292,931,854,831,429,28,826
1536551222.326,919,833,828,408,28,808
1536551222.34,937,848,834,408,43,826
1536551222.36,915,844,825,419,24,825
1536551222.417,936,847,816,404,24,816
1536551222.435,931,851,820,420,19,832
1536551222.473,930,844,845,422,39,813
1536551222.51,932,846,841,433,15,824
1536551222.596,927,859,827,419,10,827
1536551222.61,921,850,827,407,15,816
1536551222.624,921,841,825,404,15,822
1536551222.655,950,830,825,420,28,820
1536551222.663,916,845,834,420,16,814
1536551222.747,937,848,825,420,11,820
1536551222.772,919,836,834,405,5,817
1536551222.802,927,844,822,416,21,827
1536551222.826,916,824,823,414,14,823
1536551222.84,912,841,813,419,21,833
1536551222.896,919,836,837,417,5,814
1536551222.934,925,836,828,417,34,834
1536551222.962,934,833,834,420,5,817
1536551223.056,930,847,830,398,21,819
1536551223.085,919,842,828,396,22,820
1536551223.098,916,827,826,426,37,826
1536551223.111,918,835,830,419,13,813
1536551223.134,912,826,824,398,12,813
1536551223.181,917,843,821,403,17,818
1536551223.2,923,834,829,406,23,815
1536551223.216,934,845,823,411,16,814
