time,value
1532996589.686,438,1074
1532996589.698,450,1094
1532996589.704,458,1097
1532996589.723,464,1097
1532996589.731,441,1088
1532996589.741,468,1104
1532996589.748,471,1122
1532996589.759,471,1116
1532996589.766,463,1123
1532996589.773,468,1139
1532996589.782,465,1119
1532996589.789,472,1123
1532996589.796,459,1133
1532996589.804,470,1138
1532996589.813,471,1122
1532996589.819,469,1120
1532996589.826,477,1122
1532996589.836,474,1119
1532996589.844,469,1131
1532996589.85,467,1121
1532996589.859,474,1122
1532996589.87,475,1117
1532996589.877,480,1128
1532996589.884,480,1128
1532996589.893,470,1144
1532996589.903,469,1111
1532996589.91,475,1120
1532996589.922,457,1123
1532996589.934,468,1122
1532996589.941,457,1143
1532996589.947,471,1133
1532996589.957,452,1111
1532996589.964,475,1105
1532996589.98,475,1117
1532996589.987,466,1105
1532996589.997,457,1093
1532996590.003,490,1114
1532996590.01,459,1125
1532996590.016,465,1119
1532996590.026,463,1126
1532996590.033,458,1124
1532996590.04,459,1113
1532996590.047,468,1116
1532996590.057,471,1125
1532996590.063,472,1111
1532996590.07,449,1108
1532996590.081,464,1115
1532996590.088,443,1105
1532996590.094,470,1118
1532996590.101,455,1129
1532996590.108,462,1110
1532996590.118,465,1110
1532996590.126,459,1110
1532996590.132,482,1118
1532996590.14,480,1125
1532996590.151,464,1103
1532996590.159,473,1115
1532996590.165,472,1114
1532996590.176,465,1116
1532996590.182,464,1132
1532996590.189,451,1145
1532996590.196,456,1122
1532996590.204,481,1134
1532996590.211,467,1121
1532996590.219,461,1135
1532996590.226,476,1124
1532996590.233,477,1125
1532996590.243,473,1127
1532996590.25,462,1125
1532996590.257,456,1131
1532996590.266,472,1131
1532996590.275,483,1113
1532996590.288,484,1129
1532996590.296,462,1139
1532996590.304,460,1114
1532996590.31,474,1131
1532996590.321,468,1107
1532996590.327,463,1117
1532996590.334,477,1119
1532996590.344,483,1122
1532996590.35,477,1116
1532996590.357,465,1116
1532996590.367,479,1127
1532996590.375,461,1124
1532996590.382,473,1121
1532996590.39,463,1129
1532996590.398,468,1145
1532996590.407,458,1141
1532996590.414,471,1133
1532996590.423,473,1115
1532996590.431,471,1122
1532996590.44,466,1111
1532996590.447,463,1143
1532996590.456,460,1108
1532996590.467,461,1135
1532996590.474,464,1129
1532996590.48,465,1128
1532996590.491,467,1121
1532996590.5,487,1129
1532996590.507,468,1131
1532996590.514,473,1121
1532996590.524,459,1119
1532996590.53,470,1130
1532996590.54,473,1121
1532996590.547,457,1134
1532996590.557,475,1129
1532996590.564,468,1136
1532996590.574,469,1140
1532996590.58,468,1128
1532996590.59,470,1121
1532996590.597,468,1133
1532996590.606,462,1127
1532996590.614,480,1136
1532996590.626,463,1149
1532996590.632,471,1139
1532996590.643,465,1122
1532996590.649,462,1116
1532996590.656,461,1106
1532996590.666,472,1134
1532996590.675,461,1127
1532996590.681,456,1139
1532996590.689,464,1121
1532996590.697,476,1132
1532996590.706,459,1125
1532996590.713,481,1114
1532996590.723,485,1130
1532996590.73,474,1139
1532996590.739,467,1135
1532996590.746,477,1119
1532996590.756,474,1145
1532996590.762,473,1121
1532996590.772,471,1139
1532996590.78,468,1151
1532996590.789,478,1140
1532996590.796,476,1130
1532996590.805,468,1116
1532996590.812,483,1116
1532996590.823,477,1119
1532996590.829,477,1131
1532996590.839,474,1133
1532996590.847,489,1142
1532996590.855,467,1141
1532996590.862,465,1139
1532996590.872,473,1150
1532996590.879,460,1120
1532996590.889,466,1143
1532996590.897,470,1124
1532996590.906,477,1133
1532996590.912,462,1131
1532996590.923,474,1128
1532996590.929,477,1133
1532996590.94,483,1145
1532996590.948,486,1166
1532996590.957,475,1131
1532996590.963,463,1123
1532996590.978,475,1120
1532996590.984,464,1135
1532996590.992,461,1129
1532996591.002,473,1127
1532996591.008,476,1112
1532996591.022,467,1135
1532996591.029,466,1126
1532996591.035,465,1104
1532996591.041,457,1114
1532996591.049,477,1136
1532996591.06,480,1151
1532996591.067,474,1142
1532996591.073,471,1119
1532996591.081,471,1128
1532996591.09,473,1129
1532996591.096,474,1127
1532996591.105,465,1136
1532996591.116,487,1134
1532996591.122,458,1133
1532996591.128,476,1144
1532996591.139,474,1110
1532996591.146,470,1124
1532996591.155,480,1125
1532996591.162,471,1133
1532996591.173,458,1109
1532996591.18,480,1157
1532996591.189,477,1139
1532996591.195,472,1146
1532996591.206,468,1145
1532996591.214,480,1148
1532996591.223,468,1107
1532996591.232,478,1137
1532996591.241,471,1142
1532996591.254,468,1133
1532996591.261,473,1115
1532996591.269,485,1144
1532996591.275,485,1159
1532996591.286,486,1204
1532996591.294,486,1207
1532996591.307,476,1182
1532996591.316,500,1203
1532996591.324,479,1206
1532996591.338,515,1209
1532996591.345,503,1209
1532996591.354,506,1215
1532996591.364,507,1210
1532996591.374,510,1222
1532996591.385,506,1209
1532996591.394,503,1218
1532996591.403,488,1200
1532996591.41,506,1215
1532996591.422,502,1211
1532996591.437,493,1211
1532996591.445,485,1218
1532996591.454,488,1215
1532996591.462,505,1223
1532996591.471,497,1203
1532996591.482,492,1198
1532996591.491,499,1220
1532996591.498,501,1186
1532996591.507,489,1166
1532996591.522,492,1148
1532996591.53,479,1153
1532996591.543,494,1138
1532996591.552,477,1119
1532996591.558,476,1115
1532996591.568,472,1114
1532996591.574,458,1124
1532996591.583,473,1103
1532996591.597,466,1096
1532996591.605,463,1087
1532996591.613,458,1080
1532996591.623,449,1096
1532996591.63,474,1081
1532996591.639,458,1074
1532996591.654,459,1075
1532996591.661,449,1052
1532996591.669,459,1060
1532996591.678,442,1066
1532996591.688,455,1073
1532996591.703,455,1083
1532996591.71,468,1086
1532996591.719,465,1110
1532996591.728,479,1091
1532996591.738,473,1097
1532996591.745,486,1092
1532996591.754,473,1109
1532996591.761,475,1090
1532996591.773,478,1093
1532996591.781,474,1107
1532996591.79,487,1099
1532996591.799,469,1120
1532996591.811,476,1109
1532996591.818,478,1129
1532996591.826,476,1118
1532996591.835,490,1120
1532996591.846,482,1124
1532996591.853,469,1102
1532996591.86,477,1110
1532996591.87,476,1112
1532996591.878,471,1110
1532996591.888,489,1095
1532996591.896,473,1103
1532996591.902,488,1121
1532996591.91,474,1107
1532996591.918,466,1117
1532996591.929,481,1102
1532996591.936,481,1105
1532996591.943,477,1113
