time,value
1532996798.233,369,891
1532996798.241,388,933
1532996798.246,409,963
1532996798.258,414,982
1532996798.264,418,987
1532996798.272,441,1000
1532996798.281,429,1003
1532996798.289,432,1015
1532996798.296,424,1013
1532996798.306,444,1036
1532996798.314,441,1024
1532996798.322,441,1018
1532996798.33,454,1026
1532996798.339,462,1028
1532996798.347,457,1029
1532996798.357,453,1036
1532996798.365,448,1042
1532996798.373,448,1036
1532996798.38,444,1035
1532996798.391,437,1040
1532996798.397,442,1057
1532996798.409,449,1029
1532996798.414,446,1026
1532996798.424,458,1035
1532996798.431,448,1033
1532996798.439,435,1033
1532996798.446,453,1034
1532996798.458,456,1028
1532996798.464,447,1044
1532996798.473,456,1016
1532996798.481,456,1045
1532996798.49,447,1044
1532996798.497,446,1034
1532996798.507,453,1033
1532996798.514,437,1034
1532996798.521,440,1020
1532996798.533,452,1030
1532996798.544,446,1043
1532996798.555,427,1039
1532996798.564,451,1040
1532996798.57,448,1034
1532996798.578,447,1050
1532996798.585,454,1037
1532996798.597,449,1037
1532996798.604,451,1031
1532996798.613,444,1041
1532996798.621,461,1044
1532996798.63,442,1042
1532996798.637,472,1040
1532996798.644,459,1025
1532996798.654,444,1047
1532996798.662,444,1021
1532996798.669,452,1035
1532996798.677,444,1035
1532996798.683,461,1041
1532996798.694,441,1033
1532996798.7,450,1033
1532996798.707,433,1028
1532996798.713,445,1042
1532996798.722,454,1037
1532996798.731,465,1042
1532996798.739,440,1046
1532996798.746,442,1036
1532996798.758,449,1047
1532996798.764,462,1042
1532996798.772,438,1047
1532996798.778,450,1042
1532996798.79,452,1035
1532996798.797,448,1042
1532996798.805,452,1041
1532996798.817,445,1048
1532996798.823,456,1039
1532996798.83,446,1032
1532996798.839,445,1028
1532996798.846,456,1034
1532996798.856,446,1034
1532996798.864,438,1027
1532996798.873,450,1044
1532996798.88,455,1047
1532996798.886,445,1051
1532996798.895,460,1035
1532996798.907,451,1049
1532996798.915,457,1040
1532996798.923,451,1057
1532996798.934,447,1035
1532996798.94,445,1039
1532996798.947,452,1059
1532996798.955,453,1031
1532996798.967,452,1038
1532996798.974,449,1040
1532996798.983,463,1040
1532996798.991,449,1040
1532996799.001,445,1042
1532996799.008,447,1041
1532996799.016,463,1034
1532996799.025,445,1036
1532996799.033,448,1037
1532996799.042,451,1040
1532996799.051,452,1049
1532996799.059,454,1034
1532996799.066,454,1043
1532996799.078,446,1049
1532996799.086,449,1049
1532996799.093,461,1035
1532996799.102,458,1041
1532996799.113,445,1039
1532996799.121,435,1044
1532996799.128,449,1029
1532996799.137,443,1037
1532996799.147,443,1026
1532996799.153,456,1039
1532996799.16,456,1039
1532996799.166,448,1042
1532996799.173,453,1044
1532996799.185,431,1046
1532996799.191,448,1037
1532996799.198,451,1051
1532996799.208,448,1036
1532996799.213,444,1044
