time,value
1532996686.261,420,1047
1532996686.268,453,1083
1532996686.279,451,1070
1532996686.287,457,1096
1532996686.294,450,1083
1532996686.306,454,1084
1532996686.312,448,1080
1532996686.319,456,1089
1532996686.331,452,1097
1532996686.337,449,1090
1532996686.344,452,1102
1532996686.351,446,1102
1532996686.363,439,1083
1532996686.377,444,1088
1532996686.383,454,1099
1532996686.394,426,1062
1532996686.4,470,1129
1532996686.407,444,1088
1532996686.415,462,1107
1532996686.428,452,1097
1532996686.434,464,1103
1532996686.443,434,1090
1532996686.45,464,1121
1532996686.461,436,1084
1532996686.467,448,1095
1532996686.475,445,1075
1532996686.483,451,1102
1532996686.495,454,1078
1532996686.501,441,1068
1532996686.508,458,1097
1532996686.515,433,1086
1532996686.526,414,1050
1532996686.533,426,1050
1532996686.54,439,1057
1532996686.546,413,1040
1532996686.558,419,1035
1532996686.564,426,1056
1532996686.572,416,1046
1532996686.579,417,1027
1532996686.588,418,1037
1532996686.594,412,1022
1532996686.601,409,1016
1532996686.61,408,1012
1532996686.618,412,1013
1532996686.626,402,1012
1532996686.633,401,1020
1532996686.647,423,1024
1532996686.653,412,1019
1532996686.66,455,1093
1532996686.666,416,1046
1532996686.676,421,1042
1532996686.685,438,1056
1532996686.692,429,1068
1532996686.7,453,1071
1532996686.709,447,1071
1532996686.718,443,1070
1532996686.726,420,1053
1532996686.734,436,1075
1532996686.742,451,1069
1532996686.755,439,1060
1532996686.762,438,1071
1532996686.77,439,1078
1532996686.778,428,1070
1532996686.787,433,1081
1532996686.799,435,1077
1532996686.807,455,1079
1532996686.813,432,1065
1532996686.824,454,1086
1532996686.831,452,1082
1532996686.838,418,1042
1532996686.845,443,1111
1532996686.854,434,1096
1532996686.861,442,1087
1532996686.867,426,1036
1532996686.879,454,1092
1532996686.885,441,1071
1532996686.892,441,1088
1532996686.899,453,1077
1532996686.91,472,1134
1532996686.919,451,1072
1532996686.925,448,1089
1532996686.935,446,1090
1532996686.941,458,1065
1532996686.949,452,1093
1532996686.961,451,1089
1532996686.97,452,1084
1532996686.977,453,1086
1532996686.991,452,1099
1532996686.998,425,1058
1532996687.007,469,1114
1532996687.014,449,1111
1532996687.024,433,1060
1532996687.031,432,1100
1532996687.038,450,1100
1532996687.048,444,1088
1532996687.056,437,1085
1532996687.063,467,1097
1532996687.072,472,1090
1532996687.082,442,1089
1532996687.09,430,1066
1532996687.097,458,1086
1532996687.11,440,1088
1532996687.122,457,1096
1532996687.127,454,1110
1532996687.135,433,1039
1532996687.141,444,1109
1532996687.154,458,1088
1532996687.16,452,1068
1532996687.168,454,1101
1532996687.18,448,1107
1532996687.188,448,1086
1532996687.195,458,1102
1532996687.204,466,1108
1532996687.213,464,1091
1532996687.219,458,1096
1532996687.226,459,1086
1532996687.234,444,1100
1532996687.244,446,1087
1532996687.251,450,1083
1532996687.259,454,1095
1532996687.266,441,1077
1532996687.276,453,1080
1532996687.282,454,1101
1532996687.293,446,1085
1532996687.3,464,1141
1532996687.311,435,1030
1532996687.318,461,1089
1532996687.326,466,1076
1532996687.333,455,1091
1532996687.346,444,1094
1532996687.354,449,1090
1532996687.361,454,1089
1532996687.369,462,1084
1532996687.386,452,1093
1532996687.393,435,1100
1532996687.408,457,1095
1532996687.415,454,1096
1532996687.426,455,1090
1532996687.432,456,1083
1532996687.442,450,1097
1532996687.449,461,1086
1532996687.461,476,1121
1532996687.467,451,1084
1532996687.473,440,1079
1532996687.484,450,1109
1532996687.491,451,1089
1532996687.501,448,1095
1532996687.507,467,1133
1532996687.516,444,1097
1532996687.523,451,1095
1532996687.536,432,1077
1532996687.542,440,1079
1532996687.551,441,1097
1532996687.559,434,1099
1532996687.572,445,1098
1532996687.579,453,1088
1532996687.587,467,1097
1532996687.597,457,1098
1532996687.605,450,1097
1532996687.611,448,1081
1532996687.619,434,1064
1532996687.629,447,1100
1532996687.635,458,1085
1532996687.642,446,1061
1532996687.649,465,1101
1532996687.66,443,1093
1532996687.667,439,1083
1532996687.675,453,1106
1532996687.686,454,1079
1532996687.692,457,1084
1532996687.699,456,1086
1532996687.706,456,1094
1532996687.717,445,1069
1532996687.725,452,1082
1532996687.731,440,1087
1532996687.739,438,1077
1532996687.75,446,1085
1532996687.758,447,1082
1532996687.764,449,1087
1532996687.775,446,1093
1532996687.788,437,1096
1532996687.794,447,1086
1532996687.801,442,1075
1532996687.812,442,1075
1532996687.819,457,1090
1532996687.829,458,1080
1532996687.837,442,1084
1532996687.843,458,1096
1532996687.852,463,1096
1532996687.863,450,1074
1532996687.869,453,1089
1532996687.877,447,1097
1532996687.886,447,1112
1532996687.897,441,1091
1532996687.909,448,1081
1532996687.915,447,1086
1532996687.925,446,1090
1532996687.935,461,1091
1532996687.941,448,1081
1532996687.952,439,1089
1532996687.958,459,1089
1532996687.965,446,1079
1532996687.972,446,1082
1532996687.981,451,1092
1532996687.992,450,1080
1532996688.0,447,1097
1532996688.006,442,1089
1532996688.014,441,1083
1532996688.024,453,1115
1532996688.03,446,1096
1532996688.037,452,1088
1532996688.046,460,1076
1532996688.055,449,1079
1532996688.062,449,1076
1532996688.07,453,1083
1532996688.078,457,1090
1532996688.088,454,1081
1532996688.094,455,1077
1532996688.102,461,1088
1532996688.11,446,1087
1532996688.12,440,1090
1532996688.127,443,1091
1532996688.135,441,1080
1532996688.142,445,1081
1532996688.152,449,1102
1532996688.159,456,1084
1532996688.165,474,1119
1532996688.174,450,1091
1532996688.185,458,1121
1532996688.191,436,1086
1532996688.198,436,1095
1532996688.205,435,1050
1532996688.214,456,1094
1532996688.222,454,1079
1532996688.228,449,1070
1532996688.236,461,1091
1532996688.248,449,1082
1532996688.256,457,1090
1532996688.262,463,1105
1532996688.271,458,1093
1532996688.28,457,1111
1532996688.288,442,1081
1532996688.295,445,1098
1532996688.303,439,1089
1532996688.314,455,1090
1532996688.321,452,1087
1532996688.328,445,1092
1532996688.337,450,1091
1532996688.345,440,1073
1532996688.354,453,1077
1532996688.361,441,1094
1532996688.369,449,1090
1532996688.379,446,1096
1532996688.387,456,1094
1532996688.393,439,1092
1532996688.402,456,1116
1532996688.412,440,1085
1532996688.42,444,1088
1532996688.428,460,1099
1532996688.436,457,1084
1532996688.443,463,1134
1532996688.451,433,1095
1532996688.46,460,1082
1532996688.468,446,1067
1532996688.474,437,1099
1532996688.481,439,1072
1532996688.49,446,1070
1532996688.502,455,1077
1532996688.508,470,1097
1532996688.515,451,1101
1532996688.523,455,1121
1532996688.534,451,1073
1532996688.539,456,1092
1532996688.546,457,1084
1532996688.552,440,1087
1532996688.558,428,1046
1532996688.565,469,1105
1532996688.575,448,1063
1532996688.582,451,1102
1532996688.588,460,1076
1532996688.595,472,1067
1532996688.604,470,1109
1532996688.61,457,1125
1532996688.617,466,1099
1532996688.624,471,1122
1532996688.633,455,1106
1532996688.639,442,1072
1532996688.645,463,1117
1532996688.653,454,1095
1532996688.662,468,1107
1532996688.669,454,1113
1532996688.675,473,1118
1532996688.683,488,1179
