time,8,9
1532996769.64,400,972
1532996769.65,409,984
1532996769.658,411,1000
1532996769.665,428,1008
1532996769.676,419,1014
1532996769.687,414,1024
1532996769.697,424,1019
1532996769.705,437,1014
1532996769.717,428,1029
1532996769.725,434,1032
1532996769.732,432,1041
1532996769.738,436,1031
1532996769.746,446,1034
1532996769.752,434,1049
1532996769.765,438,1033
1532996769.771,450,1036
1532996769.778,442,1048
1532996769.787,448,1042
1532996769.798,450,1047
1532996769.804,448,1060
1532996769.812,452,1065
1532996769.818,442,1042
1532996769.83,440,1052
1532996769.836,436,1054
1532996769.845,437,1061
1532996769.851,451,1052
1532996769.863,449,1044
1532996769.869,445,1054
1532996769.875,459,1045
1532996769.886,449,1055
1532996769.892,443,1058
1532996769.904,451,1052
1532996769.911,454,1064
1532996769.921,457,1061
1532996769.929,454,1037
1532996769.936,433,1051
1532996769.947,449,1061
1532996769.954,449,1053
1532996769.962,456,1063
1532996769.968,463,1064
1532996769.977,454,1052
1532996769.989,444,1071
1532996769.997,459,1051
1532996770.003,459,1066
1532996770.013,455,1059
1532996770.022,469,1061
1532996770.033,457,1070
1532996770.04,459,1063
1532996770.05,464,1074
1532996770.061,461,1082
1532996770.068,459,1066
1532996770.075,465,1063
1532996770.083,457,1073
1532996770.094,456,1072
1532996770.1,463,1085
1532996770.106,458,1074
1532996770.114,452,1079
1532996770.122,481,1070
1532996770.131,468,1080
1532996770.138,448,1073
1532996770.146,464,1071
1532996770.153,466,1064
1532996770.163,466,1079
1532996770.17,456,1078
1532996770.178,461,1080
1532996770.185,457,1064
1532996770.195,453,1072
1532996770.201,470,1079
1532996770.21,456,1077
1532996770.218,467,1062
1532996770.229,461,1071
1532996770.235,470,1068
1532996770.243,456,1080
1532996770.253,465,1066
1532996770.261,459,1069
1532996770.267,454,1072
1532996770.275,472,1076
1532996770.287,461,1065
1532996770.296,447,1065
1532996770.303,455,1059
1532996770.313,467,1085
1532996770.32,449,1082
1532996770.329,455,1082
1532996770.336,448,1078
1532996770.343,465,1072
1532996770.351,458,1059
1532996770.359,481,1064
1532996770.37,457,1061
1532996770.378,464,1071
1532996770.386,447,1077
1532996770.398,464,1062
1532996770.404,463,1076
1532996770.411,468,1072
1532996770.418,471,1060
1532996770.432,449,1071
1532996770.438,460,1061
1532996770.446,453,1066
1532996770.453,463,1073
1532996770.466,449,1074
1532996770.472,451,1067
1532996770.479,467,1074
1532996770.487,459,1063
1532996770.494,456,1072
1532996770.506,459,1069
1532996770.512,466,1076
1532996770.519,458,1059
1532996770.526,468,1066
1532996770.536,474,1060
1532996770.543,453,1066
1532996770.549,466,1070
1532996770.559,455,1071
1532996770.568,462,1078
1532996770.575,462,1072
1532996770.586,453,1060
1532996770.596,464,1080
1532996770.603,463,1070
1532996770.61,456,1060
1532996770.616,461,1071
1532996770.622,477,1063
1532996770.633,460,1076
1532996770.639,435,1071
1532996770.645,465,1057
1532996770.653,453,1068
1532996770.667,454,1064
1532996770.675,442,1057
1532996770.681,464,1077
1532996770.688,442,1066
1532996770.699,451,1067
1532996770.708,455,1071
1532996770.716,457,1067
1532996770.724,441,1065
1532996770.735,454,1076
1532996770.743,455,1059
1532996770.751,456,1066
1532996770.759,444,1065
1532996770.771,446,1070
1532996770.781,472,1043
1532996770.791,463,1070
1532996770.798,451,1060
1532996770.809,451,1064
1532996770.817,460,1061
1532996770.824,452,1062
1532996770.831,452,1068
1532996770.839,454,1073
1532996770.851,460,1061
1532996770.858,454,1067
1532996770.865,468,1054
1532996770.874,459,1063
1532996770.884,456,1066
1532996770.892,453,1072
1532996770.898,447,1059
1532996770.91,469,1070
1532996770.922,450,1060
1532996770.928,460,1067
1532996770.935,458,1053
1532996770.944,464,1059
1532996770.951,472,1058
1532996770.964,462,1066
1532996770.973,447,1068
1532996770.98,463,1046
1532996770.986,458,1068
1532996770.998,455,1068
1532996771.004,470,1065
1532996771.012,455,1050
1532996771.019,453,1069
1532996771.027,462,1060
1532996771.042,471,1063
1532996771.048,477,1051
1532996771.058,456,1060
1532996771.065,465,1057
1532996771.077,451,1049
1532996771.084,454,1067
1532996771.092,446,1061
1532996771.099,460,1073
1532996771.112,461,1068
1532996771.119,471,1063
1532996771.127,462,1054
1532996771.137,470,1050
1532996771.149,448,1069
1532996771.16,458,1080
1532996771.168,456,1069
1532996771.181,456,1069
1532996771.189,440,1040
1532996771.196,463,1052
1532996771.206,455,1059
1532996771.214,456,1051
1532996771.224,459,1057
1532996771.231,458,1053
1532996771.24,479,1062
1532996771.246,465,1066
1532996771.259,458,1053
1532996771.268,471,1051
1532996771.279,470,1059
1532996771.292,450,1066
1532996771.298,454,1058
1532996771.305,452,1053
1532996771.312,460,1064
1532996771.327,441,1050
1532996771.335,468,1051
1532996771.345,446,1041
1532996771.357,454,1064
1532996771.368,456,1057
1532996771.375,461,1059
1532996771.383,473,1059
1532996771.391,452,1059
1532996771.405,445,1069
1532996771.412,453,1054
1532996771.42,467,1068
1532996771.427,467,1062
1532996771.439,452,1062
1532996771.446,459,1051
1532996771.457,463,1055
1532996771.468,456,1066
1532996771.476,460,1058
1532996771.482,460,1067
1532996771.492,453,1066
1532996771.505,463,1061
1532996771.511,450,1068
1532996771.519,459,1069
1532996771.529,452,1059
1532996771.536,459,1069
1532996771.545,462,1060
1532996771.554,456,1054
1532996771.566,451,1060
1532996771.574,454,1070
1532996771.589,448,1063
1532996771.595,463,1058
1532996771.606,472,1058
1532996771.618,464,1074
1532996771.626,450,1063
1532996771.637,458,1062
1532996771.644,452,1047
1532996771.658,445,1054
1532996771.665,450,1065
1532996771.675,457,1070
1532996771.685,473,1056
1532996771.694,455,1062
1532996771.705,444,1074
1532996771.714,459,1066
1532996771.723,466,1058
1532996771.73,460,1052
1532996771.741,469,1055
1532996771.748,463,1049
1532996771.756,456,1066
1532996771.764,455,1071
1532996771.777,462,1060
1532996771.786,458,1071
1532996771.792,464,1062
1532996771.799,451,1076
1532996771.81,474,1063
1532996771.818,461,1068
1532996771.827,462,1060
1532996771.835,452,1068
1532996771.846,462,1066
1532996771.853,470,1065
1532996771.859,458,1074
1532996771.867,460,1073
1532996771.878,475,1081
1532996771.886,477,1083
1532996771.892,474,1092
1532996771.9,476,1082
1532996771.912,469,1084
1532996771.919,474,1092
1532996771.926,469,1093
1532996771.935,472,1084
1532996771.947,476,1109
1532996771.954,467,1106
1532996771.963,458,1094
1532996771.973,467,1112
1532996771.983,467,1100
1532996771.99,480,1104
1532996771.998,492,1104
1532996772.008,492,1101
1532996772.014,468,1101
1532996772.023,482,1115
1532996772.03,488,1109
1532996772.037,462,1080
1532996772.045,458,1094
1532996772.052,463,1093
1532996772.063,466,1120
1532996772.071,486,1116
1532996772.081,480,1104
1532996772.093,474,1113
1532996772.102,486,1133
1532996772.11,479,1091
1532996772.119,472,1105
1532996772.13,472,1120
1532996772.138,464,1118
1532996772.145,490,1096
1532996772.16,474,1080
1532996772.173,484,1105
1532996772.18,479,1088
1532996772.19,481,1111
1532996772.196,469,1105
1532996772.206,471,1098
1532996772.213,467,1080
1532996772.221,474,1116
1532996772.228,466,1102
1532996772.236,477,1095
1532996772.247,474,1101
1532996772.255,478,1114
1532996772.263,470,1097
1532996772.275,470,1088
1532996772.281,471,1101
1532996772.289,475,1093
1532996772.296,483,1101
1532996772.305,470,1097
1532996772.312,494,1127
1532996772.32,478,1096
1532996772.331,460,1111
1532996772.339,459,1098
1532996772.347,477,1119
1532996772.354,474,1107
1532996772.364,472,1087
1532996772.371,477,1107
1532996772.379,476,1121
1532996772.39,487,1108
1532996772.401,472,1111
1532996772.41,471,1107
1532996772.42,474,1113
1532996772.431,486,1113
1532996772.44,471,1122
1532996772.448,478,1096
1532996772.46,464,1118
1532996772.467,463,1099
1532996772.477,471,1107
1532996772.486,473,1097
1532996772.495,481,1108
1532996772.502,473,1109
1532996772.51,482,1112
1532996772.518,475,1105
1532996772.524,480,1110
1532996772.536,481,1093
1532996772.545,473,1109
1532996772.553,478,1108
1532996772.562,461,1109
1532996772.574,471,1095
1532996772.581,474,1122
1532996772.59,475,1099
1532996772.599,477,1107
1532996772.606,475,1126
1532996772.615,488,1115
1532996772.622,473,1103
1532996772.629,469,1102
1532996772.639,472,1108
1532996772.648,479,1109
1532996772.655,478,1111
1532996772.662,479,1118
1532996772.669,460,1099
1532996772.678,486,1119
1532996772.687,469,1099
1532996772.696,489,1125
1532996772.705,486,1110
1532996772.716,473,1103
