time,value
1532996837.202,381,833
1532996837.211,384,865
1532996837.217,374,876
1532996837.232,385,889
1532996837.24,398,882
1532996837.247,402,900
1532996837.256,404,899
1532996837.261,405,900
1532996837.268,399,915
1532996837.279,413,914
1532996837.285,398,911
1532996837.293,410,911
1532996837.301,397,913
1532996837.31,409,910
1532996837.317,406,907
1532996837.326,412,910
1532996837.333,391,904
1532996837.343,404,923
1532996837.35,431,914
1532996837.361,406,916
1532996837.367,410,920
1532996837.378,407,911
1532996837.385,407,926
1532996837.397,413,929
1532996837.403,408,912
1532996837.412,435,927
1532996837.421,403,919
1532996837.434,423,915
1532996837.44,406,925
1532996837.447,424,922
1532996837.457,410,917
1532996837.463,410,920
1532996837.471,419,926
1532996837.477,417,933
1532996837.488,411,924
1532996837.494,420,935
1532996837.5,413,920
1532996837.51,413,914
1532996837.516,422,917
1532996837.526,417,927
1532996837.533,414,921
1532996837.542,412,934
1532996837.55,408,938
1532996837.56,415,916
1532996837.566,411,927
1532996837.575,422,917
1532996837.585,425,920
1532996837.591,420,927
1532996837.599,411,918
1532996837.609,418,925
1532996837.616,412,919
1532996837.626,424,922
1532996837.633,423,927
1532996837.641,408,912
1532996837.649,411,927
1532996837.66,416,926
1532996837.667,414,915
1532996837.674,419,923
1532996837.684,409,913
1532996837.692,410,923
1532996837.699,411,924
1532996837.71,413,920
1532996837.717,413,929
1532996837.727,411,933
1532996837.738,397,913
1532996837.747,413,926
1532996837.757,416,944
1532996837.763,419,929
1532996837.77,409,928
1532996837.783,405,942
1532996837.79,409,925
1532996837.797,418,922
1532996837.806,421,931
1532996837.812,420,912
1532996837.822,432,942
1532996837.829,417,936
1532996837.835,405,930
1532996837.842,412,928
1532996837.849,414,936
1532996837.86,413,929
1532996837.866,419,926
1532996837.875,425,926
1532996837.881,415,934
1532996837.893,401,920
1532996837.899,420,944
1532996837.907,411,939
1532996837.918,414,927
1532996837.925,414,927
1532996837.932,406,928
1532996837.943,414,924
1532996837.949,424,940
1532996837.957,413,932
1532996837.967,413,932
1532996837.974,426,924
1532996837.981,408,927
1532996837.993,418,919
1532996837.999,410,926
1532996838.007,422,926
1532996838.014,423,924
1532996838.025,426,927
1532996838.032,426,927
1532996838.042,421,922
1532996838.049,431,926
1532996838.058,434,917
1532996838.064,421,925
1532996838.075,419,920
1532996838.082,413,929
1532996838.091,424,934
1532996838.099,421,922
1532996838.107,413,929
1532996838.114,415,928
1532996838.128,406,922
1532996838.135,428,929
1532996838.141,415,919
1532996838.15,416,923
1532996838.158,402,921
1532996838.164,409,919
1532996838.176,406,919
1532996838.182,421,916
1532996838.19,411,944
1532996838.197,419,926
1532996838.207,433,928
1532996838.214,421,937
1532996838.223,419,920
1532996838.233,416,920
1532996838.241,422,932
1532996838.248,419,926
1532996838.258,413,941
1532996838.265,411,924
1532996838.274,416,929
1532996838.282,427,919
1532996838.29,427,934
1532996838.297,399,924
1532996838.307,427,928
1532996838.314,415,940
1532996838.323,425,929
1532996838.331,418,931
1532996838.34,410,920
1532996838.346,414,921
1532996838.357,421,945
1532996838.364,420,921
1532996838.374,435,918
1532996838.381,426,941
1532996838.389,433,925
1532996838.396,406,945
1532996838.407,415,966
1532996838.414,435,936
1532996838.422,420,939
1532996838.432,418,934
1532996838.439,423,944
1532996838.448,408,927
1532996838.458,428,929
1532996838.468,415,928
1532996838.475,408,927
1532996838.483,422,932
1532996838.493,415,943
1532996838.505,430,928
1532996838.511,425,935
1532996838.518,418,939
1532996838.525,425,920
1532996838.536,420,939
1532996838.541,413,941
1532996838.548,429,942
1532996838.555,424,934
1532996838.563,423,942
1532996838.573,418,931
1532996838.579,427,922
1532996838.588,435,947
1532996838.599,425,958
1532996838.605,427,922
1532996838.612,420,953
1532996838.621,427,943
1532996838.631,414,933
1532996838.638,416,943
1532996838.645,431,943
1532996838.655,421,937
1532996838.661,432,944
1532996838.671,432,947
1532996838.678,412,945
1532996838.688,432,942
1532996838.695,424,934
1532996838.704,414,936
1532996838.712,427,934
1532996838.721,433,940
1532996838.731,424,934
1532996838.738,434,943
1532996838.745,438,936
1532996838.754,419,943
1532996838.762,431,943
1532996838.772,433,943
1532996838.781,416,943
1532996838.792,427,934
1532996838.799,423,950
1532996838.808,421,940
