time,value
1532997043.744,-14,-4
1532997043.753,-10,-9
1532997043.766,2,3
1532997043.774,-14,-1
1532997043.782,-7,6
1532997043.788,8,6
1532997043.797,-8,-4
1532997043.803,8,3
1532997043.811,-11,7
1532997043.819,7,5
1532997043.827,7,2
1532997043.835,4,7
1532997043.843,10,-4
1532997043.853,1,7
1532997043.86,-3,4
1532997043.868,9,4
1532997043.876,0,12
1532997043.887,2,6
1532997043.894,1,16
1532997043.904,8,9
1532997043.911,9,9
1532997043.92,-1,-3
1532997043.929,3,1
1532997043.936,6,4
1532997043.947,-1,8
1532997043.952,0,1
1532997043.961,10,-7
1532997043.969,6,-2
1532997043.979,13,7
1532997043.985,2,6
1532997043.997,-7,11
1532997044.003,1,7
1532997044.01,-3,10
1532997044.018,-6,9
1532997044.026,2,3
1532997044.035,-15,1
1532997044.043,2,0
1532997044.052,8,6
1532997044.061,-4,6
1532997044.069,-6,-2
1532997044.078,-3,-5
1532997044.087,7,13
1532997044.092,10,2
1532997044.1,3,15
1532997044.112,7,10
1532997044.118,6,6
1532997044.126,5,6
1532997044.137,14,5
1532997044.143,3,-5
1532997044.153,6,6
1532997044.16,4,3
1532997044.168,1,2
1532997044.176,-3,3
1532997044.186,3,2
1532997044.192,1,9
1532997044.202,3,4
1532997044.21,3,0
1532997044.217,6,-1
1532997044.225,1,4
1532997044.236,-1,3
1532997044.242,-4,-1
1532997044.251,-5,-7
1532997044.259,19,-6
1532997044.27,-2,6
1532997044.276,6,-2
1532997044.286,8,-5
1532997044.292,3,-2
1532997044.306,-9,2
1532997044.314,-2,12
1532997044.319,-5,-2
1532997044.328,-5,-1
1532997044.345,3,1
1532997044.35,7,2
1532997044.364,0,0
1532997044.369,1,0
1532997044.375,-2,2
1532997044.383,6,1
1532997044.395,10,-8
1532997044.401,0,0
1532997044.416,-1,-6
1532997044.428,-3,8
1532997044.434,8,0
1532997044.441,2,2
1532997044.45,-11,0
1532997044.459,-3,3
1532997044.466,1,7
1532997044.474,-1,-2
1532997044.485,2,0
1532997044.491,0,4
1532997044.499,2,6
1532997044.509,-1,9
1532997044.517,-4,2
1532997044.524,10,10
1532997044.533,3,6
1532997044.543,3,8
1532997044.55,0,14
1532997044.565,1,19
1532997044.578,3,19
1532997044.583,4,20
1532997044.591,8,12
1532997044.599,7,11
1532997044.608,3,24
1532997044.617,0,13
1532997044.625,1,11
1532997044.635,8,14
1532997044.64,-3,7
1532997044.657,1,15
1532997044.67,4,9
1532997044.683,7,39
1532997044.697,26,35
1532997044.702,10,51
1532997044.708,28,75
1532997044.718,17,87
1532997044.727,29,96
1532997044.738,22,104
1532997044.743,55,113
1532997044.75,56,152
1532997044.757,96,244
1532997044.766,137,287
1532997044.775,159,335
1532997044.789,163,380
1532997044.796,186,412
1532997044.802,195,433
1532997044.811,195,451
1532997044.817,211,449
1532997044.829,213,465
1532997044.835,225,453
1532997044.842,223,496
1532997044.848,240,521
1532997044.861,245,549
1532997044.867,257,576
1532997044.876,268,607
1532997044.881,265,628
1532997044.89,277,657
1532997044.898,293,667
1532997044.908,306,712
1532997044.915,313,748
1532997044.925,353,822
1532997044.934,362,861
1532997044.943,381,886
1532997044.949,381,907
1532997044.956,373,914
1532997044.966,387,936
1532997044.973,390,933
1532997044.981,382,940
1532997044.989,385,949
1532997045.003,381,945
1532997045.015,390,942
1532997045.022,395,967
1532997045.03,392,956
1532997045.036,408,980
1532997045.044,416,994
1532997045.051,428,979
1532997045.065,418,981
1532997045.072,426,989
1532997045.079,440,997
1532997045.087,408,1004
1532997045.099,404,1006
1532997045.105,420,1001
1532997045.112,428,1006
