time,value
1532996866.855,338,855
1532996866.866,358,866
1532996866.876,361,863
1532996866.883,364,872
1532996866.893,370,890
1532996866.901,363,897
1532996866.91,372,900
1532996866.919,370,907
1532996866.927,367,904
1532996866.933,381,915
1532996866.94,386,911
1532996866.948,384,918
1532996866.955,383,908
1532996866.964,402,918
1532996866.974,393,915
1532996866.981,389,911
1532996866.988,380,938
1532996866.998,394,916
1532996867.008,392,932
1532996867.015,375,915
1532996867.022,398,920
1532996867.031,388,940
1532996867.041,386,917
1532996867.048,394,925
1532996867.055,386,923
1532996867.065,390,921
1532996867.074,397,925
1532996867.083,391,913
1532996867.09,384,938
1532996867.104,382,919
1532996867.111,381,921
1532996867.117,383,914
1532996867.124,391,928
1532996867.135,398,911
1532996867.141,393,921
1532996867.147,381,927
1532996867.154,393,924
1532996867.167,397,919
1532996867.174,384,915
1532996867.184,389,920
1532996867.192,382,922
1532996867.2,381,918
1532996867.207,379,916
1532996867.214,384,924
1532996867.221,381,924
1532996867.232,379,934
1532996867.238,395,929
1532996867.247,368,923
1532996867.259,392,923
1532996867.265,373,913
1532996867.271,388,916
1532996867.28,396,918
1532996867.291,392,914
1532996867.297,378,921
1532996867.303,393,921
1532996867.313,381,921
1532996867.321,393,915
1532996867.329,383,926
1532996867.336,382,919
1532996867.346,393,906
1532996867.353,375,918
1532996867.363,385,925
1532996867.371,394,922
1532996867.38,395,926
1532996867.386,386,911
1532996867.398,392,926
1532996867.405,389,926
1532996867.413,384,918
1532996867.423,388,919
1532996867.431,386,920
1532996867.437,386,926
1532996867.448,388,928
1532996867.457,385,922
1532996867.465,384,927
1532996867.473,385,931
1532996867.48,384,909
1532996867.486,388,913
1532996867.496,378,915
1532996867.507,379,916
1532996867.515,391,928
1532996867.522,388,925
1532996867.532,375,933
1532996867.539,388,928
1532996867.546,389,914
1532996867.553,379,916
1532996867.564,385,934
1532996867.571,395,929
1532996867.58,379,922
1532996867.587,366,915
1532996867.6,380,917
1532996867.606,385,922
1532996867.616,382,931
1532996867.626,368,932
1532996867.634,374,926
1532996867.645,387,924
1532996867.652,391,928
1532996867.659,387,918
1532996867.666,385,922
1532996867.678,391,928
1532996867.685,378,921
1532996867.693,393,915
1532996867.702,393,915
1532996867.71,393,927
1532996867.716,385,916
1532996867.725,379,919
1532996867.735,383,926
1532996867.743,382,934
1532996867.751,380,917
1532996867.759,399,924
1532996867.765,392,926
1532996867.775,384,924
1532996867.781,391,913
1532996867.789,392,935
1532996867.796,383,920
1532996867.803,381,915
1532996867.815,380,926
1532996867.821,383,926
1532996867.829,382,931
1532996867.836,397,931
1532996867.851,388,916
1532996867.859,389,926
1532996867.865,380,917
1532996867.873,380,914
1532996867.883,386,929
1532996867.891,400,919
1532996867.897,376,922
1532996867.905,382,913
1532996867.915,401,917
1532996867.922,378,915
1532996867.929,385,916
1532996867.936,372,909
1532996867.947,392,926
1532996867.953,375,921
1532996867.96,382,931
1532996867.971,389,926
1532996867.978,381,918
1532996867.984,393,921
1532996867.994,391,922
1532996868.004,379,922
1532996868.011,380,923
1532996868.017,382,919
1532996868.027,387,927
1532996868.038,391,913
1532996868.044,372,921
1532996868.051,378,921
1532996868.06,376,934
1532996868.07,382,919
1532996868.078,374,920
1532996868.084,384,921
1532996868.095,387,915
1532996868.102,387,915
1532996868.112,389,929
1532996868.127,384,918
1532996868.136,397,925
1532996868.143,394,919
1532996868.154,380,920
1532996868.162,391,910
1532996868.169,383,932
1532996868.177,379,928
1532996868.184,388,922
1532996868.195,399,927
1532996868.204,385,913
1532996868.214,385,922
1532996868.222,390,918
1532996868.23,387,915
1532996868.237,371,917
1532996868.25,387,921
1532996868.258,377,911
1532996868.265,386,905
1532996868.273,387,921
1532996868.279,378,909
1532996868.291,374,905
1532996868.297,388,922
1532996868.305,390,930
1532996868.316,378,921
1532996868.322,376,913
1532996868.328,376,919
1532996868.334,392,914
1532996868.342,376,913
1532996868.35,377,914
1532996868.357,372,930
1532996868.363,382,931
1532996868.371,390,915
1532996868.38,398,926
1532996868.386,381,921
1532996868.393,385,910
1532996868.4,388,916
1532996868.409,396,918
1532996868.416,395,911
1532996868.425,380,926
1532996868.433,390,924
1532996868.442,386,911
1532996868.449,389,923
1532996868.459,380,911
1532996868.466,385,931
1532996868.475,399,897
1532996868.482,390,918
1532996868.492,393,933
1532996868.504,392,920
1532996868.51,398,914
1532996868.517,394,922
1532996868.529,390,903
1532996868.536,392,902
1532996868.548,396,930
1532996868.554,392,920
1532996868.562,393,924
1532996868.57,388,916
1532996868.582,397,913
1532996868.587,391,922
1532996868.594,382,913
1532996868.601,382,919
1532996868.61,387,912
1532996868.619,369,924
1532996868.625,399,912
1532996868.631,388,922
1532996868.64,390,921
1532996868.655,394,937
1532996868.66,396,918
1532996868.667,401,935
1532996868.676,393,938
1532996868.684,404,988
1532996868.694,446,1008
1532996868.701,444,1071
1532996868.707,448,1067
1532996868.716,456,1086
1532996868.725,454,1078
1532996868.731,463,1073
1532996868.74,462,1086
1532996868.748,467,1091
1532996868.758,475,1093
1532996868.764,478,1096
1532996868.774,468,1074
1532996868.781,478,1111
1532996868.794,484,1096
1532996868.8,480,1098
1532996868.807,469,1099
1532996868.814,469,1087
1532996868.826,470,1094
1532996868.832,474,1107
1532996868.841,478,1099
1532996868.848,493,1102
1532996868.86,497,1094
1532996868.866,494,1097
1532996868.875,507,1089
1532996868.884,496,1096
1532996868.892,497,1103
1532996868.898,481,1111
1532996868.907,493,1102
1532996868.915,486,1101
1532996868.927,489,1101
1532996868.933,479,1103
1532996868.941,485,1094
1532996868.949,488,1106
1532996868.961,492,1104
1532996868.967,494,1085
1532996868.974,489,1098
1532996868.982,486,1098
1532996868.993,489,1098
1532996869.002,483,1095
1532996869.009,484,1102
1532996869.017,489,1089
1532996869.024,486,1107
1532996869.036,479,1106
1532996869.045,483,1107
1532996869.053,480,1089
1532996869.06,482,1115
1532996869.073,466,1099
1532996869.081,491,1106
1532996869.089,487,1111
1532996869.096,498,1092
1532996869.103,494,1094
1532996869.116,492,1089
1532996869.124,490,1099
1532996869.131,492,1107
1532996869.141,479,1097
1532996869.151,489,1092
1532996869.158,498,1095
1532996869.165,483,1104
1532996869.173,471,1107
