time,15
1534465085.374,845
1534465085.414,859
1534465085.424,871
1534465085.44,875
1534465085.458,880
1534465085.474,864
1534465085.495,869
1534465085.508,863
1534465085.523,865
1534465085.532,885
1534465085.552,874
1534465085.566,862
1534465085.588,875
1534465085.599,871
1534465085.64,856
1534465085.665,875
1534465085.724,865
1534465085.792,876
1534465085.891,856
1534465085.906,880
1534465085.925,863
1534465085.937,873
1534465085.946,875
1534465085.955,874
1534465085.971,867
1534465085.99,869
1534465086.006,876
1534465086.02,860
1534465086.03,869
1534465086.053,878
1534465086.075,872
1534465086.086,874
1534465086.163,876
1534465086.203,859
1534465086.256,877
1534465086.312,886
1534465086.367,885
1534465086.394,891
1534465086.434,876
1534465086.445,880
1534465086.462,879
1534465086.484,870
1534465086.501,872
1534465086.518,886
1534465086.537,874
1534465086.619,881
1534465086.682,892
1534465086.726,888
1534465086.744,888
1534465086.76,883
1534465086.783,896
1534465086.827,891
1534465086.865,886
1534465086.892,886
1534465086.914,887
1534465086.973,880
1534465087.014,880
1534465087.09,882
1534465087.113,884
1534465087.148,884
1534465087.166,884
1534465087.182,884
1534465087.197,885
1534465087.214,898
1534465087.241,884
1534465087.262,882
1534465087.287,876
1534465087.304,886
1534465087.339,885
1534465087.356,887
1534465087.388,894
1534465087.444,885
1534465087.481,887
1534465087.507,892
1534465087.543,883
1534465087.56,887
1534465087.604,889
1534465087.643,887
1534465087.665,884
1534465087.695,897
1534465087.74,898
1534465087.752,899
1534465087.794,895
1534465087.808,881
1534465087.826,881
1534465087.842,891
1534465087.86,872
1534465087.892,892
1534465087.908,888
1534465087.919,873
1534465087.939,876
1534465087.966,893
1534465087.984,892
1534465087.999,869
1534465088.016,895
1534465088.037,868
1534465088.063,895
1534465088.078,891
1534465088.095,889
1534465088.114,891
1534465088.151,891
1534465088.165,898
1534465088.197,897
1534465088.216,888
1534465088.24,899
1534465088.259,889
1534465088.28,880
1534465088.305,894
1534465088.321,889
1534465088.398,874
1534465088.461,896
1534465088.486,900
1534465088.497,876
1534465088.512,889
1534465088.53,888
1534465088.569,894
1534465088.578,883
1534465088.595,870
1534465088.628,873
1534465088.644,882
1534465088.652,875
1534465088.67,909
1534465088.692,893
1534465088.702,907
1534465088.723,900
1534465088.735,896
1534465088.748,906
1534465088.763,895
1534465088.79,919
1534465088.807,909
1534465088.817,896
1534465088.834,924
1534465088.856,904
1534465088.868,895
1534465088.877,913
1534465088.901,924
1534465088.923,909
1534465088.933,900
1534465088.953,905
1534465088.967,912
1534465088.976,911
1534465088.992,907
1534465089.014,901
1534465089.026,914
1534465089.042,906
1534465089.059,917
1534465089.075,895
1534465089.107,906
1534465089.116,905
1534465089.132,917
1534465089.153,915
1534465089.166,908
1534465089.182,914
1534465089.192,899
1534465089.219,893
1534465089.232,916
1534465089.254,910
1534465089.265,911
1534465089.281,907
1534465089.302,891
1534465089.322,910
1534465089.34,902
1534465089.364,909
1534465089.381,902
1534465089.399,911
1534465089.413,905
1534465089.422,918
1534465089.436,915
1534465089.447,919
1534465089.456,908
1534465089.475,915
1534465089.489,903
1534465089.505,896
1534465089.515,911
1534465089.529,909
1534465089.596,908
1534465089.691,902
1534465089.757,900
1534465089.78,912
1534465089.811,906
1534465089.846,894
1534465089.862,902
1534465089.882,900
1534465089.926,900
1534465089.954,899
1534465089.994,904
1534465090.027,913
1534465090.069,903
1534465090.111,907
1534465090.136,905
1534465090.159,908
1534465090.176,915
1534465090.205,908
1534465090.225,891
1534465090.257,918
1534465090.267,923
1534465090.289,913
1534465090.32,915
1534465090.398,899
1534465090.442,890
1534465090.457,920
1534465090.475,909
1534465090.501,913
1534465090.524,914
1534465090.558,907
1534465090.586,905
1534465090.618,892
1534465090.65,900
1534465090.667,910
1534465090.706,894
1534465090.758,911
1534465090.848,910
1534465090.889,900
1534465090.967,897
1534465091.004,904
1534465091.02,896
1534465091.042,898
1534465091.053,903
1534465091.073,897
1534465091.087,912
1534465091.121,891
1534465091.146,894
1534465091.16,888
1534465091.18,893
1534465091.211,902
1534465091.235,899
1534465091.245,902
1534465091.27,893
1534465091.284,891
1534465091.294,896
1534465091.341,877
1534465091.417,881
1534465091.428,898
1534465091.499,896
1534465091.551,883
1534465091.566,875
1534465091.583,889
1534465091.603,883
1534465091.616,879
1534465091.632,881
1534465091.642,887
1534465091.664,878
1534465091.682,890
1534465091.696,868
1534465091.715,890
1534465091.723,881
1534465091.741,873
1534465091.756,873
1534465091.765,867
1534465091.803,878
1534465091.831,884
1534465091.852,875
1534465091.864,879
1534465091.888,878
1534465091.906,867
1534465091.932,860
1534465091.947,875
1534465091.957,868
1534465091.98,858
1534465091.997,873
1534465092.013,868
1534465092.03,858
1534465092.037,869
1534465092.055,862
1534465092.145,850
1534465092.223,847
1534465092.327,856
1534465092.337,842
1534465092.385,841
1534465092.402,835
1534465092.42,843
1534465092.435,820
1534465092.455,815
1534465092.47,719
1534465092.485,673
1534465092.493,691
1534465092.516,802
