time,value
1533060672.728,1294,1433
1533060672.748,1294,1410
1533060672.776,1293,1435
1533060672.802,1298,1422
1533060672.824,1301,1428
1533060672.844,1296,1435
1533060672.856,1328,1457
1533060672.871,1330,1460
1533060672.889,1327,1471
1533060672.899,1349,1475
1533060672.913,1325,1460
1533060672.941,1332,1467
1533060672.955,1320,1470
1533060672.977,1323,1441
1533060672.998,1330,1468
1533060673.01,1325,1458
1533060673.022,1320,1438
1533060673.038,1341,1479
1533060673.053,1325,1460
1533060673.077,1329,1464
1533060673.085,1334,1466
1533060673.12,1326,1465
1533060673.142,1325,1469
1533060673.177,1329,1459
1533060673.226,1336,1457
1533060673.253,1326,1462
1533060673.279,1339,1465
1533060673.307,1331,1469
1533060673.317,1341,1473
1533060673.329,1323,1453
1533060673.341,1323,1453
1533060673.36,1308,1456
1533060673.375,1321,1454
1533060673.394,1330,1451
1533060673.42,1316,1449
1533060673.433,1327,1448
1533060673.451,1313,1461
1533060673.467,1332,1473
1533060673.486,1318,1442
1533060673.509,1313,1437
1533060673.525,1311,1444
1533060673.539,1300,1416
1533060673.564,1305,1429
1533060673.575,1322,1440
1533060673.601,1322,1440
1533060673.625,1313,1446
1533060673.657,1313,1428
1533060673.685,1307,1428
1533060673.734,1322,1455
1533060673.758,1304,1437
1533060673.774,1320,1450
1533060673.783,1314,1426
1533060673.798,1309,1436
1533060673.81,1327,1454
1533060673.823,1305,1438
1533060673.836,1305,1441
1533060673.847,1317,1444
1533060673.859,1302,1438
1533060673.874,1315,1457
1533060673.891,1307,1443
1533060673.908,1313,1446
1533060673.923,1303,1442
1533060673.94,1310,1434
1533060673.958,1302,1435
1533060673.972,1308,1435
1533060673.99,1309,1430
1533060674.008,1330,1463
1533060674.022,1298,1431
1533060674.046,1308,1444
1533060674.057,1303,1439
1533060674.072,1318,1436
1533060674.096,1287,1426
1533060674.113,1298,1431
1533060674.121,1307,1440
1533060674.131,1312,1439
1533060674.146,1299,1435
1533060674.163,1306,1457
1533060674.171,1299,1447
1533060674.182,1299,1432
1533060674.196,1321,1454
1533060674.213,1377,1506
1533060674.223,1357,1495
1533060674.246,1361,1505
1533060674.263,1367,1525
1533060674.273,1375,1511
1533060674.289,1367,1510
1533060674.308,1387,1525
1533060674.323,1363,1507
1533060674.338,1363,1504
1533060674.356,1366,1502
1533060674.372,1370,1513
1533060674.388,1371,1515
1533060674.406,1369,1516
1533060674.42,1372,1499
1533060674.434,1358,1508
1533060674.448,1368,1503
1533060674.463,1381,1502
1533060674.472,1364,1525
1533060674.488,1390,1519
1533060674.505,1348,1483
1533060674.524,1356,1511
1533060674.556,1385,1520
1533060674.587,1362,1503
1533060674.594,1398,1518
1533060674.602,1372,1507
1533060674.617,1354,1501
1533060674.628,1381,1516
1533060674.64,1387,1531
1533060674.654,1387,1531
1533060674.671,1422,1562
1533060674.697,1433,1582
1533060674.711,1387,1546
1533060674.723,1423,1566
1533060674.746,1414,1546
1533060674.762,1391,1550
1533060674.778,1403,1547
1533060674.798,1411,1558
1533060674.811,1434,1586
1533060674.837,1430,1556
1533060674.845,1419,1548
1533060674.852,1424,1555
1533060674.866,1405,1552
1533060674.877,1416,1562
1533060674.889,1418,1538
1533060674.911,1430,1561
1533060674.936,1405,1549
1533060674.962,1410,1551
1533060674.988,1427,1553
1533060675.019,1406,1544
1533060675.035,1411,1566
1533060675.053,1423,1578
1533060675.068,1437,1586
1533060675.086,1427,1561
1533060675.118,1402,1558
1533060675.125,1409,1556
1533060675.145,1424,1570
1533060675.166,1431,1568
1533060675.185,1407,1548
1533060675.201,1406,1541
1533060675.212,1413,1559
1533060675.236,1418,1556
1533060675.261,1418,1570
1533060675.289,1400,1538
1533060675.302,1391,1523
1533060675.319,1373,1532
1533060675.338,1375,1519
1533060675.351,1377,1521
1533060675.358,1399,1546
1533060675.368,1383,1512
1533060675.383,1388,1520
1533060675.4,1411,1537
1533060675.42,1390,1513
1533060675.433,1390,1525
1533060675.454,1405,1546
1533060675.467,1411,1540
1533060675.475,1406,1544
1533060675.486,1376,1517
1533060675.501,1385,1544
1533060675.526,1384,1537
1533060675.534,1394,1532
1533060675.551,1404,1533
