time,value
1533060646.396,1249,1403
1533060646.409,1300,1418
1533060646.427,1309,1462
1533060646.447,1298,1446
1533060646.464,1331,1478
1533060646.489,1323,1473
1533060646.51,1321,1460
1533060646.524,1344,1467
1533060646.534,1330,1471
1533060646.551,1320,1453
1533060646.566,1342,1486
1533060646.584,1350,1488
1533060646.599,1316,1458
1533060646.617,1338,1482
1533060646.637,1314,1450
1533060646.649,1295,1443
1533060646.675,1325,1472
1533060646.691,1314,1450
1533060646.705,1313,1466
1533060646.718,1335,1473
1533060646.74,1323,1459
1533060646.768,1327,1457
1533060646.781,1322,1452
1533060646.801,1317,1465
1533060646.835,1347,1500
1533060646.847,1329,1470
1533060646.855,1337,1481
1533060646.875,1345,1489
1533060646.897,1324,1468
1533060646.913,1316,1461
1533060646.939,1298,1431
1533060646.957,1303,1451
1533060646.973,1324,1460
1533060646.989,1333,1480
1533060647.006,1324,1460
1533060647.025,1296,1438
1533060647.038,1300,1442
1533060647.049,1320,1464
1533060647.063,1316,1469
1533060647.081,1294,1430
1533060647.112,1297,1410
1533060647.137,1304,1449
1533060647.182,1289,1431
1533060647.199,1305,1438
1533060647.217,1299,1444
1533060647.259,1280,1422
1533060647.267,1308,1441
1533060647.278,1344,1473
1533060647.302,1266,1403
1533060647.315,1266,1388
1533060647.334,1290,1438
1533060647.344,1294,1430
1533060647.365,1281,1429
1533060647.381,1292,1440
1533060647.398,1306,1433
1533060647.423,1302,1447
1533060647.433,1307,1443
1533060647.444,1309,1436
1533060647.453,1312,1460
1533060647.46,1295,1419
1533060647.48,1292,1434
1533060647.488,1296,1432
1533060647.507,1310,1440
1533060647.544,1280,1422
1533060647.588,1297,1427
1533060647.607,1297,1424
1533060647.631,1315,1448
1533060647.644,1289,1443
1533060647.664,1345,1471
1533060647.678,1299,1438
1533060647.713,1301,1428
1533060647.724,1314,1426
1533060647.746,1305,1420
1533060647.761,1304,1425
1533060647.783,1307,1446
1533060647.808,1281,1403
1533060647.818,1286,1405
1533060647.843,1296,1432
1533060647.853,1304,1449
1533060647.878,1308,1426
1533060647.893,1307,1437
1533060647.903,1284,1420
1533060647.917,1289,1440
1533060647.932,1293,1426
1533060647.948,1304,1428
1533060647.964,1339,1460
1533060647.978,1297,1430
1533060648.006,1315,1421
1533060648.019,1298,1434
1533060648.038,1297,1436
1533060648.052,1307,1446
1533060648.069,1319,1431
1533060648.084,1297,1430
1533060648.1,1297,1445
1533060648.111,1285,1424
1533060648.129,1309,1454
1533060648.143,1295,1422
1533060648.162,1294,1421
1533060648.176,1306,1439
1533060648.192,1285,1407
1533060648.212,1301,1434
1533060648.227,1289,1419
1533060648.243,1340,1481
1533060648.264,1318,1445
1533060648.285,1358,1507
1533060648.297,1415,1547
1533060648.325,1414,1557
1533060648.342,1413,1557
1533060648.364,1380,1530
1533060648.374,1419,1557
1533060648.4,1386,1524
1533060648.427,1387,1534
1533060648.435,1367,1519
1533060648.454,1382,1529
1533060648.469,1381,1546
1533060648.483,1337,1487
1533060648.492,1401,1545
1533060648.509,1360,1521
1533060648.532,1379,1517
1533060648.544,1349,1507
1533060648.568,1350,1506
1533060648.582,1360,1518
1533060648.6,1355,1502
1533060648.617,1405,1543
1533060648.634,1382,1556
1533060648.664,1396,1555
1533060648.674,1391,1520
1533060648.708,1374,1527
1533060648.722,1405,1560
1533060648.738,1433,1567
1533060648.748,1394,1541
1533060648.765,1405,1549
1533060648.774,1410,1580
1533060648.799,1400,1538
1533060648.824,1383,1533
1533060648.838,1393,1528
1533060648.849,1403,1555
1533060648.863,1399,1546
1533060648.881,1371,1539
1533060648.901,1396,1554
1533060648.913,1392,1551
1533060648.924,1392,1521
1533060648.938,1382,1544
1533060648.95,1363,1518
1533060648.963,1398,1542
1533060648.975,1371,1521
1533060648.996,1368,1538
1533060649.009,1362,1511
1533060649.042,1351,1507
1533060649.064,1357,1504
1533060649.082,1350,1497
1533060649.09,1373,1511
1533060649.104,1371,1535
1533060649.12,1371,1521
1533060649.13,1344,1506
1533060649.15,1361,1499
1533060649.162,1375,1522
1533060649.171,1364,1510
1533060649.185,1359,1491
1533060649.196,1373,1526
1533060649.204,1367,1508
1533060649.22,1375,1513
1533060649.23,1366,1516
1533060649.237,1365,1514
1533060649.265,1375,1510
1533060649.274,1367,1505
1533060649.287,1357,1492
1533060649.318,1371,1524
1533060649.341,1375,1528
1533060649.353,1362,1494
1533060649.364,1357,1510
1533060649.381,1370,1511
1533060649.4,1376,1517
1533060649.414,1362,1503
1533060649.435,1370,1519
1533060649.453,1360,1507
1533060649.471,1357,1501
1533060649.491,1352,1505
1533060649.511,1357,1507
1533060649.522,1347,1503
1533060649.545,1354,1498
1533060649.557,1361,1499
1533060649.589,1369,1493
1533060649.619,1378,1513
1533060649.628,1359,1511
1533060649.635,1369,1495
1533060649.651,1383,1521
1533060649.662,1380,1527
1533060649.675,1363,1504
1533060649.711,1365,1503
1533060649.734,1395,1545
1533060649.744,1364,1516
1533060649.754,1353,1500
1533060649.779,1372,1502
1533060649.795,1374,1507
1533060649.812,1376,1532
1533060649.833,1371,1530
1533060649.844,1344,1503
1533060649.866,1360,1504
1533060649.894,1369,1513
1533060649.903,1351,1501
1533060649.928,1365,1509
1533060649.938,1359,1514
1533060649.958,1369,1508
1533060649.977,1349,1499
1533060649.991,1365,1500
1533060650.004,1355,1493
1533060650.024,1371,1506
1533060650.051,1361,1496
1533060650.059,1377,1527
1533060650.076,1348,1501
1533060650.092,1329,1470
1533060650.105,1352,1505
1533060650.117,1344,1479
1533060650.13,1348,1501
1533060650.158,1351,1489
1533060650.216,1347,1500
1533060650.233,1389,1551
1533060650.246,1363,1492
1533060650.259,1369,1519
1533060650.282,1355,1499
1533060650.292,1366,1502
1533060650.3,1365,1518
1533060650.32,1372,1510
1533060650.342,1362,1508
1533060650.356,1361,1508
1533060650.372,1334,1475
1533060650.4,1363,1516
1533060650.41,1366,1507
1533060650.424,1400,1543
