time,value
1533060699.762,1306,1433
1533060699.778,1316,1443
1533060699.799,1315,1448
1533060699.809,1315,1457
1533060699.826,1308,1441
1533060699.835,1305,1435
1533060699.853,1291,1427
1533060699.883,1297,1445
1533060699.894,1341,1464
1533060699.909,1313,1446
1533060699.943,1300,1418
1533060699.97,1318,1451
1533060699.987,1318,1436
1533060700.018,1314,1441
1533060700.049,1312,1442
1533060700.066,1303,1442
1533060700.076,1310,1452
1533060700.092,1307,1425
1533060700.108,1294,1424
1533060700.115,1307,1437
1533060700.124,1302,1432
1533060700.132,1310,1452
1533060700.14,1309,1448
1533060700.153,1285,1424
1533060700.165,1312,1445
1533060700.178,1305,1444
1533060700.19,1308,1426
1533060700.201,1317,1441
1533060700.216,1318,1457
1533060700.227,1299,1435
1533060700.241,1311,1447
1533060700.248,1322,1446
1533060700.261,1318,1445
1533060700.273,1313,1449
1533060700.285,1299,1444
1533060700.298,1300,1436
1533060700.309,1299,1435
1533060700.323,1316,1434
1533060700.341,1302,1435
1533060700.361,1305,1456
1533060700.373,1305,1444
1533060700.384,1302,1435
1533060700.398,1344,1476
1533060700.411,1310,1449
1533060700.423,1288,1427
1533060700.431,1315,1451
1533060700.444,1300,1436
1533060700.456,1303,1433
1533060700.466,1302,1417
1533060700.484,1300,1433
1533060700.498,1304,1452
1533060700.506,1318,1451
1533060700.517,1293,1438
1533060700.549,1311,1435
1533060700.581,1312,1451
1533060700.588,1299,1450
1533060700.608,1304,1434
1533060700.633,1301,1443
1533060700.652,1323,1456
1533060700.677,1301,1440
1533060700.705,1290,1441
1533060700.722,1325,1446
1533060700.755,1314,1453
1533060700.764,1335,1464
1533060700.772,1313,1458
1533060700.785,1322,1461
1533060700.806,1312,1454
1533060700.823,1314,1438
1533060700.83,1302,1444
1533060700.852,1301,1446
1533060700.871,1301,1440
1533060700.89,1295,1428
1533060700.914,1315,1457
1533060700.93,1302,1435
1533060700.942,1313,1431
1533060700.96,1303,1439
1533060700.972,1315,1439
1533060701.004,1288,1427
1533060701.012,1312,1448
1533060701.026,1318,1451
1533060701.039,1304,1446
1533060701.059,1302,1441
1533060701.078,1333,1471
1533060701.088,1329,1470
1533060701.113,1331,1463
1533060701.137,1319,1463
1533060701.15,1323,1459
1533060701.164,1350,1503
1533060701.188,1306,1442
1533060701.2,1344,1473
1533060701.228,1354,1471
1533060701.236,1331,1464
1533060701.246,1342,1451
1533060701.264,1337,1475
1533060701.282,1356,1494
1533060701.295,1328,1469
1533060701.303,1331,1484
1533060701.328,1351,1486
1533060701.345,1328,1472
1533060701.352,1349,1493
1533060701.371,1322,1449
1533060701.395,1340,1478
1533060701.402,1354,1498
1533060701.421,1320,1459
1533060701.438,1343,1469
1533060701.459,1346,1505
1533060701.474,1330,1471
1533060701.495,1331,1475
1533060701.511,1335,1473
1533060701.529,1334,1466
1533060701.552,1296,1432
1533060701.561,1355,1487
1533060701.576,1326,1473
1533060701.594,1326,1456
1533060701.604,1335,1473
1533060701.62,1323,1459
1533060701.66,1330,1477
1533060701.668,1317,1467
1533060701.68,1332,1464
1533060701.694,1333,1457
1533060701.719,1321,1457
1533060701.739,1332,1450
1533060701.759,1323,1444
1533060701.768,1300,1433
1533060701.775,1311,1444
1533060701.786,1282,1424
1533060701.802,1322,1446
1533060701.81,1312,1427
1533060701.82,1325,1449
1533060701.844,1290,1429
1533060701.859,1302,1432
1533060701.869,1298,1422
1533060701.884,1300,1433
1533060701.898,1329,1456
1533060701.933,1304,1434
1533060701.975,1305,1435
1533060702.008,1299,1420
1533060702.016,1305,1435
1533060702.026,1308,1444
1533060702.034,1319,1449
1533060702.041,1314,1438
1533060702.049,1303,1430
1533060702.059,1310,1431
1533060702.066,1305,1444
1533060702.075,1295,1434
1533060702.082,1306,1436
1533060702.101,1312,1445
1533060702.126,1294,1439
1533060702.159,1313,1428
1533060702.166,1303,1445
1533060702.174,1303,1442
1533060702.188,1300,1439
1533060702.201,1314,1444
1533060702.224,1318,1442
1533060702.25,1302,1444
1533060702.259,1319,1443
1533060702.284,1318,1457
1533060702.299,1304,1446
1533060702.309,1309,1445
1533060702.324,1304,1434
1533060702.331,1310,1443
1533060702.343,1278,1423
1533060702.357,1311,1432
1533060702.37,1314,1453
1533060702.382,1325,1455
1533060702.389,1313,1440
1533060702.401,1289,1425
1533060702.415,1304,1422
1533060702.427,1314,1444
1533060702.466,1304,1431
1533060702.473,1300,1439
1533060702.481,1310,1452
1533060702.495,1296,1441
1533060702.506,1297,1436
1533060702.523,1325,1452
1533060702.554,1258,1389
1533060702.564,1321,1465
1533060702.589,1302,1429
1533060702.598,1262,1405
1533060702.62,1310,1458
1533060702.632,1341,1497
1533060702.652,1353,1517
1533060702.664,1369,1525
1533060702.672,1386,1521
1533060702.68,1365,1508
1533060702.691,1385,1508
1533060702.705,1389,1524
1533060702.72,1377,1530
1533060702.73,1391,1526
1533060702.738,1390,1552
1533060702.746,1409,1550
1533060702.763,1369,1505
1533060702.772,1388,1532
1533060702.78,1385,1520
1533060702.789,1391,1532
1533060702.796,1370,1506
1533060702.805,1373,1523
