time,value
1533060577.132,1315,1451
1533060577.163,1305,1441
1533060577.188,1317,1461
1533060577.203,1335,1467
1533060577.213,1313,1463
1533060577.221,1324,1474
1533060577.239,1320,1461
1533060577.272,1288,1430
1533060577.286,1323,1455
1533060577.303,1328,1446
1533060577.313,1309,1427
1533060577.336,1303,1442
1533060577.35,1308,1432
1533060577.371,1310,1440
1533060577.385,1319,1455
1533060577.395,1295,1440
1533060577.403,1299,1423
1533060577.436,1304,1434
1533060577.452,1312,1442
1533060577.461,1309,1436
1533060577.485,1315,1454
1533060577.505,1322,1431
1533060577.529,1300,1436
1533060577.552,1293,1429
1533060577.561,1297,1427
1533060577.597,1325,1452
1533060577.612,1320,1438
1533060577.629,1312,1442
1533060577.644,1326,1447
1533060577.661,1311,1450
1533060577.692,1311,1435
1533060577.71,1317,1438
1533060577.737,1304,1440
1533060577.759,1330,1454
1533060577.767,1308,1435
1533060577.779,1310,1443
1533060577.792,1308,1453
1533060577.809,1313,1431
1533060577.825,1305,1441
1533060577.834,1325,1443
1533060577.845,1299,1429
1533060577.859,1319,1455
1533060577.875,1306,1442
1533060577.883,1322,1463
1533060577.895,1313,1446
1533060577.909,1296,1438
1533060577.92,1294,1427
1533060577.945,1325,1452
1533060577.972,1321,1456
1533060577.984,1309,1439
1533060577.995,1292,1422
1533060578.01,1310,1443
1533060578.035,1326,1447
1533060578.052,1312,1454
1533060578.074,1311,1447
1533060578.082,1305,1438
1533060578.094,1311,1453
1533060578.107,1341,1479
1533060578.124,1316,1449
1533060578.132,1325,1460
1533060578.15,1317,1441
1533060578.161,1321,1456
1533060578.175,1317,1453
1533060578.192,1323,1453
1533060578.21,1320,1456
1533060578.224,1276,1412
1533060578.234,1311,1441
1533060578.257,1314,1441
1533060578.265,1323,1453
1533060578.276,1292,1440
1533060578.308,1307,1449
1533060578.326,1332,1467
1533060578.381,1314,1450
1533060578.406,1325,1469
1533060578.414,1352,1484
1533060578.422,1331,1472
1533060578.466,1323,1476
1533060578.473,1331,1457
1533060578.493,1324,1454
1533060578.522,1309,1451
1533060578.542,1362,1477
1533060578.596,1345,1486
1533060578.673,1344,1464
1533060578.737,1360,1489
1533060578.82,1325,1469
1533060578.856,1347,1479
1533060578.87,1339,1477
1533060578.883,1341,1482
1533060578.896,1341,1467
1533060578.904,1351,1474
1533060578.924,1340,1472
1533060578.938,1340,1472
1533060578.954,1328,1455
1533060579.072,1351,1495
1533060579.202,1304,1437
1533060579.237,1309,1439
1533060579.252,1319,1443
1533060579.261,1318,1448
1533060579.272,1288,1430
1533060579.286,1306,1448
1533060579.294,1301,1449
1533060579.303,1307,1440
1533060579.312,1319,1457
1533060579.344,1322,1446
1533060579.354,1325,1457
1533060579.375,1305,1429
1533060579.388,1295,1422
1533060579.402,1297,1424
1533060579.422,1314,1435
1533060579.443,1308,1450
1533060579.469,1313,1469
1533060579.475,1325,1431
1533060579.495,1313,1440
1533060579.52,1300,1433
1533060579.543,1309,1439
1533060579.57,1314,1450
1533060579.618,1310,1452
1533060579.628,1308,1453
1533060579.643,1328,1454
1533060579.654,1328,1457
1533060579.67,1335,1473
1533060579.687,1312,1451
1533060579.704,1304,1431
1533060579.736,1285,1415
1533060579.75,1303,1445
1533060579.779,1293,1444
1533060579.794,1290,1435
1533060579.811,1320,1444
1533060579.838,1281,1426
1533060579.859,1326,1450
1533060579.876,1312,1430
1533060579.884,1297,1445
1533060579.899,1283,1437
1533060579.911,1322,1460
1533060579.925,1310,1437
1533060579.933,1314,1455
1533060579.948,1317,1444
1533060579.958,1304,1440
1533060579.966,1312,1445
1533060579.975,1319,1463
1533060579.986,1333,1456
1533060580.0,1307,1446
1533060580.013,1330,1468
1533060580.035,1307,1446
1533060580.062,1291,1448
1533060580.074,1318,1451
1533060580.091,1327,1448
1533060580.107,1292,1437
1533060580.118,1311,1450
1533060580.142,1310,1454
1533060580.159,1310,1440
1533060580.175,1320,1444
1533060580.199,1270,1398
1533060580.207,1297,1448
1533060580.223,1323,1464
1533060580.231,1333,1465
1533060580.249,1350,1497
1533060580.267,1361,1500
1533060580.29,1342,1477
