time,8,9
1532996739.688,398,961
1532996739.7,394,989
1532996739.708,419,1005
1532996739.716,431,1023
1532996739.723,425,1037
1532996739.73,442,1069
1532996739.738,444,1050
1532996739.747,444,1056
1532996739.753,462,1060
1532996739.759,446,1061
1532996739.769,447,1071
1532996739.777,464,1074
1532996739.784,456,1083
1532996739.794,465,1092
1532996739.801,459,1081
1532996739.81,459,1084
1532996739.817,468,1066
1532996739.827,456,1081
1532996739.834,453,1089
1532996739.846,451,1075
1532996739.853,451,1083
1532996739.861,455,1077
1532996739.871,482,1088
1532996739.879,447,1077
1532996739.888,454,1098
1532996739.897,462,1095
1532996739.907,462,1086
1532996739.912,457,1090
1532996739.919,450,1088
1532996739.928,456,1089
1532996739.939,455,1085
1532996739.945,451,1079
1532996739.952,451,1083
1532996739.963,450,1074
1532996739.969,442,1098
1532996739.976,457,1081
1532996739.984,453,1072
1532996739.996,455,1080
1532996740.003,459,1089
1532996740.009,454,1101
1532996740.016,449,1090
1532996740.027,461,1088
1532996740.033,467,1068
1532996740.042,460,1079
1532996740.052,447,1097
1532996740.059,444,1094
1532996740.066,452,1073
1532996740.076,456,1081
1532996740.083,458,1091
1532996740.093,467,1082
1532996740.101,453,1086
1532996740.111,461,1083
1532996740.117,440,1079
1532996740.129,447,1080
1532996740.136,458,1068
1532996740.144,455,1085
1532996740.154,453,1095
1532996740.162,458,1083
1532996740.169,455,1083
1532996740.181,454,1089
1532996740.188,454,1084
1532996740.197,451,1081
1532996740.203,463,1090
1532996740.214,455,1094
1532996740.221,461,1083
1532996740.228,458,1088
1532996740.236,454,1084
1532996740.249,458,1094
1532996740.257,454,1079
1532996740.263,461,1085
1532996740.27,462,1083
1532996740.28,460,1099
1532996740.292,463,1064
1532996740.298,432,1077
1532996740.305,461,1085
1532996740.312,453,1078
1532996740.32,443,1084
1532996740.33,449,1087
1532996740.338,454,1092
1532996740.345,463,1079
1532996740.352,456,1075
1532996740.363,453,1075
1532996740.372,450,1083
1532996740.379,451,1084
1532996740.385,464,1071
1532996740.396,466,1073
1532996740.403,460,1079
1532996740.413,443,1084
1532996740.422,454,1076
1532996740.43,457,1085
1532996740.436,451,1087
1532996740.449,462,1092
1532996740.457,449,1070
1532996740.463,462,1084
1532996740.471,457,1084
1532996740.482,453,1080
1532996740.49,455,1088
1532996740.497,464,1080
1532996740.508,450,1091
1532996740.513,434,1076
1532996740.52,452,1082
1532996740.527,441,1071
1532996740.535,446,1082
1532996740.546,443,1082
1532996740.552,458,1085
1532996740.56,458,1077
1532996740.567,453,1089
