time,value
1533061083.269,684,783
1533061083.289,796,893
1533061083.307,828,928
1533061083.317,852,963
1533061083.326,848,954
1533061083.343,878,977
1533061083.351,880,997
1533061083.374,880,988
1533061083.396,883,1005
1533061083.421,892,1003
1533061083.434,884,1004
1533061083.443,890,1021
1533061083.452,882,1002
1533061083.467,888,1016
1533061083.481,896,1015
1533061083.493,891,1010
1533061083.5,889,997
1533061083.513,907,1009
1533061083.529,898,1014
1533061083.544,893,1001
1533061083.593,882,1005
1533061083.608,881,1007
1533061083.624,886,1008
1533061083.633,894,1013
1533061083.653,868,997
1533061083.666,898,1006
1533061083.685,882,1007
1533061083.708,875,995
1533061083.717,897,1005
1533061083.735,897,1013
1533061083.774,893,1015
1533061083.783,892,1017
1533061083.79,901,1014
1533061083.806,888,1022
1533061083.818,886,1017
1533061083.908,893,1018
1533061083.917,891,1022
1533061083.923,898,1026
1533061083.949,902,1012
1533061083.983,888,1025
1533061083.992,901,1020
1533061084.031,894,1028
1533061084.05,897,1010
1533061084.073,904,1023
1533061084.102,889,1020
1533061084.127,899,1021
1533061084.14,885,1022
1533061084.177,900,1025
1533061084.189,898,1032
1533061084.202,913,1026
1533061084.217,897,1019
1533061084.24,898,1032
1533061084.247,906,1028
1533061084.26,900,1025
1533061084.282,898,1026
1533061084.299,899,1024
1533061084.307,889,1023
1533061084.327,897,1019
1533061084.34,895,1011
1533061084.358,886,1020
1533061084.373,892,1029
1533061084.39,895,1017
1533061084.489,899,1012
1533061084.507,897,1016
1533061084.563,898,1023
1533061084.605,894,1016
1533061084.615,888,1019
1533061084.634,894,1019
1533061084.662,892,1017
1533061084.68,892,1017
1533061084.703,890,1021
1533061084.73,904,1026
1533061084.74,891,1022
1533061084.765,892,1011
1533061084.795,903,1019
1533061084.821,904,1026
1533061084.873,905,1018
1533061084.898,888,1013
1533061084.917,897,1007
1533061084.937,896,1015
1533061084.962,906,1028
1533061084.985,903,1019
1533061085.005,902,1009
1533061085.038,894,993
1533061085.055,889,1003
1533061085.102,903,1013
1533061085.11,905,1021
1533061085.121,900,1043
1533061085.144,895,1020
1533061085.163,894,1022
1533061085.194,900,1031
1533061085.202,894,1028
1533061085.221,881,1009
1533061085.249,892,1017
1533061085.262,915,1037
1533061085.287,892,1020
1533061085.312,890,1009
1533061085.329,881,998
1533061085.373,908,1015
1533061085.384,906,1007
1533061085.421,894,1016
1533061085.446,892,1014
1533061085.485,890,1021
1533061085.492,895,1023
1533061085.51,896,995
1533061085.52,897,1016
1533061085.537,900,1016
1533061085.556,894,1013
1533061085.592,898,1020
1533061085.619,905,1018
1533061085.648,893,1009
1533061085.725,915,1022
1533061085.791,885,1016
1533061085.808,883,1017
1533061085.817,901,1032
1533061085.831,895,1008
1533061085.843,898,1005
1533061085.851,897,1010
1533061085.859,895,1008
1533061085.87,888,1008
1533061085.883,907,1029
1533061085.891,920,1030
1533061085.909,915,1043
1533061085.916,915,1040
1533061085.925,934,1053
1533061085.935,937,1047
1533061085.95,935,1053
1533061085.957,945,1049
1533061085.968,932,1056
1533061085.983,948,1049
1533061085.991,942,1060
1533061086.0,945,1060
1533061086.007,933,1052
1533061086.016,937,1053
1533061086.025,935,1054
1533061086.036,949,1053
1533061086.049,937,1047
1533061086.061,938,1056
1533061086.074,936,1031
1533061086.083,932,1062
1533061086.09,943,1050
1533061086.102,932,1053
1533061086.116,941,1056
1533061086.124,945,1057
1533061086.135,939,1060
1533061086.149,932,1056
1533061086.157,936,1055
1533061086.168,955,1064
1533061086.191,939,1046
1533061086.207,936,1052
1533061086.215,929,1059
1533061086.227,947,1059
1533061086.242,935,1056
1533061086.265,934,1055
1533061086.283,932,1051
1533061086.29,928,1047
1533061086.315,925,1053
1533061086.323,934,1041
1533061086.335,932,1045
1533061086.348,937,1047
1533061086.362,944,1051
1533061086.373,935,1048
1533061086.381,923,1051
1533061086.394,919,1056
1533061086.408,928,1044
1533061086.424,931,1058
1533061086.432,923,1048
1533061086.439,928,1032
1533061086.447,924,1046
1533061086.457,946,1047
1533061086.465,931,1050
1533061086.481,918,1043
1533061086.49,922,1050
1533061086.507,918,1043
1533061086.524,933,1046
1533061086.539,922,1041
1533061086.558,944,1053
1533061086.574,931,1053
1533061086.59,917,1053
1533061086.598,917,1039
1533061086.615,925,1044
1533061086.631,930,1046
1533061086.65,929,1056
1533061086.664,926,1042
1533061086.671,928,1044
1533061086.684,926,1051
1533061086.697,942,1063
1533061086.714,924,1046
1533061086.721,934,1044
1533061086.733,929,1042
1533061086.747,916,1038
1533061086.759,929,1051
1533061086.771,931,1044
1533061086.783,915,1034
1533061086.797,925,1056
1533061086.809,930,1037
1533061086.83,930,1040
1533061086.838,917,1045
1533061086.848,919,1050
1533061086.863,921,1040
1533061086.871,920,1039
1533061086.882,917,1039
1533061086.896,919,1041
1533061086.916,915,1043
1533061086.932,922,1038
1533061086.955,927,1040
1533061086.963,911,1030
1533061086.971,917,1045
1533061086.991,917,1042
1533061087.005,913,1035
1533061087.022,910,1029
1533061087.047,905,1027
1533061087.063,915,1031
1533061087.079,918,1031
1533061087.095,913,1038
1533061087.12,906,1028
1533061087.153,913,1038
1533061087.228,916,1035
1533061087.296,925,1041
1533061087.355,906,1034
1533061087.372,921,1028
1533061087.395,910,1041
1533061087.422,905,1009
1533061087.437,904,1032
1533061087.445,898,1017
1533061087.479,900,1025
1533061087.494,893,1021
1533061087.505,895,1029
1533061087.545,908,1018
1533061087.614,892,1017
1533061087.669,897,1022
1533061087.694,892,997
1533061087.702,887,998
1533061087.712,884,998
1533061087.751,889,1011
1533061087.76,874,1000
1533061087.778,875,995
1533061087.801,882,1013
1533061087.811,898,1003
1533061087.893,885,993
1533061087.95,886,997
1533061087.958,881,992
1533061088.017,892,1011
1533061088.043,880,1000
1533061088.078,874,1006
1533061088.144,876,1002
1533061088.199,874,979
1533061088.208,879,990
1533061088.233,883,997
1533061088.274,877,982
1533061088.351,885,999
1533061088.418,884,995
1533061088.488,890,995
1533061088.515,883,1003
1533061088.584,873,987
1533061088.651,882,1008
1533061088.681,875,992
1533061088.714,880,1003
1533061088.748,898,1000
1533061088.79,889,1009
1533061088.814,877,1000
1533061088.847,887,1012
1533061088.93,885,1007
1533061088.944,872,1006
1533061088.98,885,993
1533061089.055,892,1008
1533061089.095,882,1007
1533061089.113,895,1000
1533061089.174,878,1006
1533061089.253,886,988
1533061089.329,878,992
1533061089.387,875,983
1533061089.413,881,992
1533061089.428,884,998
1533061089.442,874,988
1533061089.495,876,984
1533061089.503,871,1000
1533061089.516,875,986
1533061089.537,865,997
1533061089.545,875,983
1533061089.561,864,984
1533061089.57,878,992
1533061089.579,857,977
1533061089.627,864,981
1533061089.636,867,981
1533061089.693,871,988
1533061089.727,869,992
1533061089.736,876,990
1533061089.749,859,982
1533061089.793,868,988
1533061089.86,883,991
1533061089.926,871,994
1533061089.945,878,992
1533061089.96,880,988
1533061090.017,872,1001
1533061090.038,893,998
1533061090.092,901,1023
1533061090.101,895,1011
1533061090.139,902,1036
1533061090.151,908,1024
1533061090.16,916,1035
1533061090.168,918,1037
1533061090.179,919,1038
1533061090.192,925,1041
1533061090.202,918,1028
1533061090.218,918,1040
1533061090.225,913,1053
1533061090.243,919,1047
1533061090.251,918,1025
1533061090.258,922,1044
1533061090.267,912,1040
1533061090.285,925,1047
1533061090.292,932,1051
1533061090.301,915,1049
1533061090.31,906,1046
1533061090.325,928,1041
1533061090.333,917,1045
1533061090.345,917,1042
1533061090.359,913,1041
1533061090.368,904,1038
1533061090.387,920,1045
1533061090.41,930,1025
1533061090.433,900,1034
1533061090.442,918,1049
1533061090.449,915,1043
1533061090.457,913,1044
1533061090.466,913,1038
1533061090.484,915,1052
1533061090.503,920,1042
1533061090.524,920,1036
1533061090.537,921,1031
1533061090.555,914,1030
1533061090.566,910,1032
1533061090.582,908,1030
1533061090.591,903,1031
1533061090.598,891,1025
1533061090.607,902,1015
1533061090.618,889,1020
1533061090.632,876,999
1533061090.64,875,1001
1533061090.653,878,995
1533061090.666,866,989
1533061090.673,856,973
1533061090.687,865,964
1533061090.699,855,961
1533061090.706,862,964
1533061090.718,854,962
1533061090.733,846,955
1533061090.754,853,956
1533061090.766,845,959
1533061090.773,845,960
1533061090.786,837,943
1533061090.799,817,932
1533061090.806,803,901
1533061090.823,650,738
1533061090.835,552,647
1533061090.854,544,633
1533061090.867,549,647
1533061090.882,577,677
1533061090.896,645,748
