time,value
1533061327.053,990,1050
1533061327.066,1023,1079
1533061327.077,1011,1077
1533061327.09,1011,1082
1533061327.101,1016,1093
1533061327.117,1023,1100
1533061327.14,1037,1102
1533061327.167,1025,1111
1533061327.206,1024,1110
1533061327.216,1035,1103
1533061327.233,1025,1090
1533061327.251,1027,1101
1533061327.307,1022,1099
1533061327.42,1037,1108
1533061327.449,1026,1100
1533061327.466,1027,1086
1533061327.517,1027,1107
1533061327.583,1033,1119
1533061327.625,1020,1094
1533061327.647,1030,1104
1533061327.667,1035,1106
1533061327.68,1047,1116
1533061327.692,1034,1102
1533061327.713,1027,1107
1533061327.732,1024,1098
1533061327.789,1031,1114
1533061327.807,1025,1108
1533061327.822,1043,1111
1533061327.831,1029,1118
1533061327.847,1018,1089
1533061327.856,1031,1090
1533061327.995,1028,1105
1533061328.029,1036,1101
1533061328.039,1030,1113
1533061328.054,1030,1101
1533061328.138,1019,1105
1533061328.195,1027,1095
1533061328.205,1032,1106
1533061328.26,1026,1109
1533061328.338,1030,1089
1533061328.401,1032,1097
1533061328.537,1043,1117
1533061328.603,1025,1102
1533061328.635,1037,1099
1533061328.646,1027,1098
1533061328.66,1029,1109
1533061328.67,1032,1103
1533061328.685,1031,1102
1533061328.696,1032,1100
1533061328.728,1017,1106
1533061328.768,1036,1092
1533061328.802,1026,1112
1533061328.827,1025,1117
1533061328.843,1035,1109
1533061328.861,1020,1115
1533061328.876,1026,1141
1533061328.887,1036,1128
1533061328.911,1041,1144
1533061328.925,1047,1132
1533061328.945,1054,1143
1533061328.969,1056,1122
1533061328.985,1070,1132
1533061329.014,1071,1122
1533061329.028,1069,1117
1533061329.084,1041,1068
1533061329.183,1073,1103
1533061329.192,1066,1081
1533061329.199,1074,1095
1533061329.21,1062,1092
1533061329.225,1082,1103
1533061329.244,1072,1099
1533061329.262,1069,1105
1533061329.275,1069,1093
1533061329.285,1082,1109
1533061329.3,1069,1102
1533061329.311,1084,1114
1533061329.325,1074,1107
1533061329.35,1078,1105
1533061329.375,1074,1092
1533061329.414,1075,1096
1533061329.424,1075,1096
1533061329.441,1060,1093
1533061329.45,1068,1098
1533061329.466,1065,1083
1533061329.477,1057,1087
1533061329.517,1048,1083
1533061329.534,1053,1077
1533061329.563,1049,1082
1533061329.579,1056,1072
1533061329.59,1052,1085
1533061329.606,1068,1083
1533061329.625,1076,1094
1533061329.64,1061,1097
1533061329.65,1064,1091
1533061329.665,1061,1091
1533061329.673,1072,1087
1533061329.685,1072,1093
1533061329.7,1061,1088
1533061329.723,1057,1079
1533061329.739,1060,1090
1533061329.75,1070,1088
1533061329.773,1055,1082
1533061329.784,1065,1092
1533061329.8,1080,1086
1533061329.83,1069,1096
1533061329.847,1072,1096
1533061329.898,1078,1093
1533061329.908,1076,1100
1533061329.939,1068,1101
1533061329.947,1080,1098
1533061329.955,1063,1108
1533061329.964,1081,1105
1533061329.99,1081,1099
1533061330.001,1072,1108
1533061330.024,1074,1092
1533061330.047,1073,1094
1533061330.075,1071,1092
1533061330.094,1072,1096
1533061330.11,1070,1091
1533061330.123,1061,1091
1533061330.151,1079,1097
1533061330.167,1065,1092
1533061330.183,1082,1091
1533061330.239,1075,1090
1533061330.37,1068,1092
1533061330.399,1080,1095
1533061330.41,1070,1100
1533061330.428,1084,1102
1533061330.462,1064,1100
1533061330.47,1068,1107
1533061330.487,1063,1093
1533061330.497,1077,1098
1533061330.529,1070,1091
1533061330.536,1083,1101
1533061330.562,1069,1090
1533061330.589,1072,1093
1533061330.653,1077,1098
1533061330.661,1073,1103
1533061330.669,1068,1107
1533061330.688,1078,1096
1533061330.705,1079,1103
1533061330.729,1079,1106
1533061330.737,1060,1099
1533061330.747,1080,1092
1533061330.762,1060,1090
1533061330.795,1083,1104
1533061330.803,1083,1098
1533061330.82,1081,1096
1533061330.853,1071,1095
1533061330.869,1075,1102
1533061330.902,1073,1091
1533061330.913,1078,1102
1533061330.937,1083,1098
1533061330.954,1072,1096
1533061330.984,1081,1105
1533061331.008,1087,1105
1533061331.029,1085,1103
1533061331.043,1080,1101
1533061331.057,1080,1107
1533061331.094,1082,1127
1533061331.126,1092,1116
1533061331.137,1085,1106
1533061331.157,1081,1102
1533061331.174,1093,1111
1533061331.188,1089,1125
1533061331.227,1083,1107
1533061331.25,1080,1125
1533061331.259,1083,1107
1533061331.269,1085,1129
1533061331.284,1087,1117
1533061331.334,1082,1126
1533061331.399,1072,1120
1533061331.452,1083,1113
1533061331.468,1091,1112
1533061331.533,1090,1102
1533061331.669,1091,1106
1533061331.732,1067,1109
1533061331.766,1067,1106
1533061331.791,1081,1111
1533061331.799,1088,1112
1533061331.808,1087,1099
1533061331.817,1072,1114
1533061331.833,1073,1112
1533061331.84,1069,1102
1533061331.848,1082,1097
1533061331.866,1086,1113
1533061331.882,1074,1116
1533061331.907,1075,1117
1533061331.916,1082,1109
1533061331.931,1072,1102
1533061331.948,1084,1102
1533061331.957,1075,1111
1533061331.99,1079,1100
1533061332.002,1065,1098
1533061332.016,1083,1101
1533061332.032,1071,1101
1533061332.04,1074,1095
1533061332.049,1077,1098
1533061332.062,1084,1114
1533061332.073,1070,1112
1533061332.084,1074,1104
1533061332.109,1069,1096
1533061332.124,1066,1093
1533061332.145,1072,1114
1533061332.16,1082,1106
1533061332.205,1057,1093
1533061332.28,1043,1082
1533061332.457,911,929
