time,2,4,6,8,10,12,14,16,18,20,22,24,26,28
1535058820.216,977,1015,989,1122,-151,48,-72,-42,-55,-25,-64,79,7,-275
1535058820.253,988,1011,1010,1112,-158,53,-73,-28,-62,-14,-77,81,20,-274
1535058820.291,1001,1027,1008,1113,-157,48,-72,-51,-52,-22,-67,82,21,-281
1535058820.314,983,1024,993,1119,-157,45,-66,-30,-40,-19,-58,79,21,-264
1535058820.331,986,1018,1002,1113,-151,51,-66,-42,-46,-25,-67,82,9,-279
1535058820.356,987,1016,991,1111,-156,43,-68,-29,-42,-15,-69,97,15,-272
1535058820.373,992,1021,1002,1119,-133,57,-63,-27,-43,-25,-61,79,18,-278
1535058820.387,978,1013,988,1105,-150,46,-60,-32,-42,-21,-66,88,30,-281
1535058820.411,996,1019,981,1127,-147,55,-83,-32,-36,-24,-72,77,27,-275
1535058820.421,976,1039,992,1109,-146,41,-73,-37,-47,-20,-77,81,28,-285
1535058820.44,992,1018,993,1123,-148,31,-69,-42,-37,-25,-73,87,32,-261
1535058820.454,995,1012,1005,1126,-157,42,-72,-30,-46,-22,-73,88,15,-253
1535058820.476,988,1032,992,1112,-161,50,-67,-37,-44,-29,-60,78,11,-268
1535058820.486,1001,1027,1005,1110,-154,48,-72,-27,-49,-19,-59,79,17,-279
1535058820.517,980,1021,999,1122,-139,48,-66,-30,-49,-13,-59,76,15,-270
1535058820.529,995,1018,1008,1126,-136,34,-72,-30,-43,-22,-59,82,26,-273
1535058820.545,1002,1028,994,1120,-165,52,-71,-38,-54,-30,-63,77,36,-266
1535058820.565,994,1029,995,1112,-143,53,-61,-37,-53,-23,-54,78,17,-253
1535058820.578,989,1021,1005,1116,-142,42,-66,-30,-49,-25,-64,99,18,-278
1535058820.619,996,1028,1012,1124,-136,46,-74,-14,-48,-30,-66,103,27,-269
1535058820.636,988,1020,1013,1128,-149,47,-67,-43,-41,-20,-65,95,34,-271
1535058820.657,991,1029,1010,1128,-152,36,-70,-34,-35,-17,-60,78,31,-274
1535058820.667,991,1014,1007,1103,-152,56,-76,-34,-50,-23,-60,81,22,-274
1535058820.694,986,1018,1002,1129,-160,48,-63,-27,-58,-10,-59,85,20,-273
1535058820.724,997,1017,985,1131,-140,44,-67,-25,-47,-23,-71,87,14,-268
1535058820.734,971,1018,993,1135,-139,48,-63,-45,-37,-22,-70,82,17,-282
1535058820.756,994,1014,992,1122,-158,50,-70,-13,-44,-17,-68,84,31,-277
1535058820.768,992,1021,996,1116,-148,42,-75,-27,-40,-19,-65,79,20,-267
