time,5,7,9,10,11,13,15,17,19,20,22,23,24,26
1535042738.035,6,-4,4,-8,0,3,6,12,-6,-9,8,9,1,-9
1535042738.188,-7,-2,11,-1,-8,10,13,10,-5,-6,-2,9,-3,-9
1535042738.243,-6,-10,-7,-3,-4,-2,7,0,0,9,0,11,-3,3
1535042738.384,0,6,-1,0,7,-2,-1,-4,-3,1,-1,-10,-1,-9
1535042738.449,3,4,1,-4,-23,4,-12,2,1,-3,2,-20,2,-12
1535042738.524,-10,26,5,-10,-17,7,-4,0,2,5,-9,5,5,6
1535042738.727,5,4,0,1,9,8,3,4,-12,-1,2,-4,-4,0
1535042738.795,-1,-10,1,-2,-4,13,14,-2,1,-7,-3,-14,1,-1
1535042739.024,1,-2,-6,5,-14,-6,4,4,12,11,0,-5,2,-10
1535042739.107,0,19,-5,0,5,1,-6,-2,-9,-1,0,2,6,-8
1535042739.326,8,2,16,1,-17,5,1,-6,1,6,-10,-7,5,1
1535042739.392,3,-6,-1,1,-2,11,3,-3,3,-11,-1,-1,10,-3
1535042739.575,3,16,2,0,-2,-2,-13,-7,-11,4,-7,-1,1,7
1535042739.678,1,-18,1,2,0,-2,-4,4,7,5,0,-10,-4,-1
1535042739.876,1,10,-4,-5,3,0,1,0,1,-4,0,-13,-7,0
1535042739.956,-8,1,3,0,1,-8,-1,0,1,-1,-13,-2,-3,2
1535042740.037,-1,-18,-26,-26,-33,-15,-19,-22,-2,-34,-13,-22,-5,-3
1535042740.199,5,7,-3,4,3,7,-3,4,7,7,1,-3,-6,-7
1535042740.275,6,11,5,-1,16,11,7,-7,-4,-4,-4,6,-2,-6
1535042740.426,10,-12,-4,6,5,6,-4,0,3,14,12,-2,18,6
1535042740.49,7,3,-13,-3,20,9,17,-6,0,15,6,-2,7,-8
1535042740.646,6,21,4,-4,8,2,0,-1,2,-5,1,-6,2,-7
1535042740.758,0,7,10,8,-14,8,-1,0,0,-8,-4,7,-12,9
1535042740.957,-3,5,-12,0,3,0,1,-5,-3,7,5,-14,-4,-5
1535042741.023,-2,14,0,-4,-9,1,-4,-5,5,0,1,-4,-10,0
1535042741.189,-5,14,-5,1,3,-4,-13,7,2,7,-5,-1,6,10
1535042741.269,0,3,0,0,1,3,1,1,2,0,0,-9,9,-4
1535042741.488,2,-4,-6,-6,3,-12,3,2,-5,9,1,-6,-6,1
1535042741.564,3,15,1,1,-7,10,0,10,-8,0,8,-11,-4,1
1535042741.751,-2,-14,1,0,7,5,8,15,-2,-1,-8,8,-6,-2
1535042741.83,7,-17,7,-3,-3,-1,-5,11,6,-3,-4,8,-2,-3
1535042741.99,-7,-11,-1,2,-9,15,15,-3,5,-2,0,-4,-6,15
1535042742.049,0,-8,0,-2,5,0,0,-2,1,1,-3,6,1,-4
1535042742.185,-11,4,1,2,14,-2,17,4,-5,2,2,-4,-5,-11
1535042742.243,2,12,0,-8,4,-6,-3,0,11,1,0,5,1,12
1535042742.305,-15,0,1,-11,-11,1,-22,4,2,-13,7,-4,7,-1
1535042742.486,-11,2,-1,1,5,15,-1,2,6,2,0,2,-7,-7
1535042742.587,-10,-18,-2,-5,4,6,-1,6,1,8,-2,0,-6,1
1535042742.769,2,-4,-1,-2,2,2,14,-2,-1,-4,2,-7,4,-1
1535042742.828,-18,5,2,6,-12,-3,0,-2,7,-2,-1,3,7,10
1535042743.015,0,11,3,-2,0,4,-1,4,2,10,1,4,2,-2
1535042743.074,9,5,11,24,0,-4,12,77,46,68,60,47,28,63
1535042743.136,-2,-1,3,10,-5,-3,-8,68,29,60,43,31,28,66
1535042743.271,-22,-9,-3,1,-17,-12,-13,68,26,39,31,30,4,31
1535042743.352,-1,1,-1,-6,-6,0,0,3,11,19,8,4,-4,0
1535042743.554,-1,11,1,0,-3,-14,5,-1,0,-2,-1,-2,5,-1
1535042743.607,2,5,0,0,-1,4,-4,6,-7,9,3,-1,-5,-9
1535042743.763,2,12,-8,9,2,-8,1,-6,1,-4,-5,1,-5,5
1535042743.822,7,-1,-3,2,1,0,1,-13,-6,-7,2,3,5,2
1535042744.044,-1,11,-3,-1,0,6,-2,-1,4,-4,-2,-3,0,0
1535042744.099,-2,-17,-10,5,-1,18,-3,-3,-3,-3,18,-4,9,7
1535042744.252,3,4,0,7,9,13,-3,-1,-1,-12,-3,-3,-2,-2
1535042744.379,-1,13,0,1,-12,-11,1,-1,-7,-5,7,-6,-5,-1
1535042744.471,2,5,-5,1,-9,9,2,-13,-6,-4,-1,-22,-13,-2
1535042744.652,-9,11,-12,-2,-1,-3,4,1,-2,-8,-5,-14,4,-7
1535042744.715,-6,4,0,-6,-8,1,-3,-10,5,6,1,3,10,2
1535042744.864,-22,-5,-2,-12,1,19,-1,1,-3,1,4,-3,-1,-1
1535042744.927,-3,-4,-3,0,2,-17,-12,7,-6,-40,-6,-8,75,4
1535042745.136,-2,-10,-5,-6,2,-5,5,-6,-5,0,-6,-18,43,2
1535042745.197,3,12,-7,-10,-5,10,-1,-1,2,3,-3,-21,36,-9
1535042745.345,-18,-15,-3,-3,4,-3,8,-2,1,-18,-3,-8,69,-13
1535042745.406,-10,-13,-13,0,2,-9,1,2,-4,-32,18,-11,45,-8
1535042745.471,-6,-4,-10,-1,-7,13,-9,-61,-49,-62,-44,-30,-108,-62
1535042745.682,4,-9,-9,3,-6,-1,1,-63,-39,-70,-49,-46,-76,-63
1535042745.744,14,23,11,6,13,10,9,-49,-25,-62,-43,-20,-87,-43
1535042745.906,17,11,18,20,11,11,12,-46,-25,-53,-34,-5,-84,-37
1535042745.968,-4,1,6,-9,0,13,6,-1,3,-8,0,-1,-4,-17
1535042746.134,-1,-12,0,-3,4,12,5,-1,0,0,-1,-14,24,0
1535042746.189,0,21,0,-5,0,1,-2,-1,1,-24,1,-3,1,-3
1535042746.35,8,2,-3,-2,-1,-7,4,9,-4,-1,-1,-5,16,-1
1535042746.407,-5,0,-6,2,-2,0,5,0,2,-8,-3,-1,7,11
1535042746.475,-1,8,2,-16,10,3,-2,8,-3,8,0,-1,-1,-15
1535042746.683,29,11,26,21,10,22,20,88,63,85,72,23,-34,54
1535042746.751,18,1,9,13,-16,-1,-3,80,34,68,46,21,37,61
1535042746.935,-4,-16,-2,-3,-2,-14,1,73,30,58,48,2,7,48
1535042747.002,-3,-4,4,4,-3,-10,-9,19,2,24,5,6,13,19
1535042747.121,2,16,-6,-7,-4,0,-3,13,2,13,0,6,1,21
1535042747.172,1,3,-6,-9,-5,1,4,8,2,0,-4,-2,0,2
1535042747.345,1,-25,1,-7,5,16,5,6,3,-7,4,6,-2,-2
1535042747.407,2,7,2,-4,-4,-13,4,0,1,9,-10,-9,-17,1
1535042747.58,1,-6,2,-7,11,-1,-14,5,0,6,6,6,1,0
1535042747.638,1,11,-3,-6,-2,-5,3,-16,2,6,-5,7,17,-2
1535042747.699,-1,14,0,-6,-1,5,0,0,-8,-1,-2,-1,12,1
1535042747.859,-2,6,-2,-1,25,-5,1,-3,0,-7,-7,-2,0,4
1535042747.919,0,15,2,-2,-1,-6,-5,-1,1,-12,-4,1,0,16
1535042748.094,-3,7,13,0,4,11,-2,8,-3,-2,-1,6,3,-10
1535042748.162,-7,17,0,-1,11,-1,-1,0,-6,1,-2,-16,1,2
1535042748.361,7,4,0,0,12,9,1,-6,-3,-14,10,0,-20,5
1535042748.474,0,-13,8,-5,-2,16,10,5,5,-6,0,1,-14,-9
1535042748.668,-25,4,-3,-13,-4,-8,2,4,2,-1,3,-15,20,7
1535042748.749,-11,-11,-11,-33,-10,-10,-5,-86,-42,-56,-47,-39,-14,-47
1535042748.987,0,-1,-7,1,2,-5,9,-89,-42,-69,-62,-39,-12,-36
1535042749.1,2,8,-14,-1,11,4,5,-80,-24,-77,-47,-27,9,-38
1535042749.276,2,-6,9,3,10,16,15,-68,-12,-39,-20,-17,2,-34
