time,2,4,6,8,10,12,14,16,18,20,22,24,26,28
1535059242.598,951,902,988,1115,-187,31,-84,-42,-52,-33,-72,-14,-9,-205
1535059242.685,962,938,987,1145,-180,58,-59,-17,-48,-12,-54,-3,8,-205
1535059242.718,976,930,998,1146,-185,50,-73,-16,-35,-23,-62,-8,20,-210
1535059242.752,972,942,987,1142,-177,55,-65,-5,-27,-21,-60,-14,10,-202
1535059242.765,965,926,997,1148,-168,52,-74,-17,-27,-21,-55,-11,2,-205
1535059242.813,969,946,985,1137,-173,53,-52,-10,-50,-11,-71,1,0,-198
1535059242.836,968,926,997,1136,-180,58,-56,-17,-48,-9,-66,-20,16,-194
1535059242.881,961,937,983,1129,-181,51,-63,-3,-34,-22,-50,-1,4,-192
1535059242.913,949,940,986,1147,-172,57,-60,-18,-55,-25,-55,-15,18,-200
1535059242.931,973,946,988,1140,-173,53,-70,-13,-38,-26,-59,-16,0,-204
1535059242.947,968,932,987,1142,-177,49,-54,-11,-42,-6,-57,-29,-4,-199
1535059242.971,972,948,984,1136,-168,52,-59,-5,-39,-12,-57,-11,19,-205
1535059243.007,976,946,988,1131,-176,53,-64,-10,-26,-14,-57,4,-3,-204
1535059243.025,962,942,978,1133,-177,55,-54,-8,-33,-27,-55,-3,-1,-200
1535059243.044,978,932,984,1145,-183,52,-68,-8,-48,-21,-60,-9,13,-199
1535059243.083,971,928,983,1151,-172,57,-66,-15,-34,-19,-53,-13,1,-215
1535059243.103,982,946,973,1143,-164,44,-44,-16,-35,-17,-57,-19,14,-210
1535059243.127,955,947,986,1122,-169,45,-72,-12,-43,-25,-53,-12,4,-206
1535059243.149,974,953,983,1141,-184,42,-58,-15,-28,-10,-59,-13,-5,-206
1535059243.185,963,955,979,1147,-176,56,-67,-10,-20,-17,-68,-5,0,-190
1535059243.202,964,931,983,1138,-181,39,-52,-18,-52,-10,-53,8,6,-206
1535059243.217,975,932,981,1149,-183,43,-68,-11,-33,-9,-55,-3,16,-217
1535059243.225,960,946,988,1140,-167,47,-76,-4,-38,-14,-51,4,17,-193
1535059243.234,964,937,980,1151,-178,54,-52,-6,-52,-16,-53,-12,12,-198
1535059243.266,965,951,1000,1139,-180,49,-71,-8,-39,-18,-57,-9,27,-194
