time,14,15
1534462529.034,406,977
1534462529.059,428,1002
1534462529.082,439,1025
1534462529.097,438,1015
1534462529.117,429,1024
1534462529.131,443,1023
1534462529.148,444,1036
1534462529.157,439,1043
1534462529.164,454,1034
1534462529.173,441,1036
1534462529.181,451,1028
1534462529.191,445,1034
1534462529.197,441,1036
1534462529.206,441,1027
1534462529.215,450,1033
1534462529.241,438,1051
1534462529.256,451,1022
1534462529.263,431,1029
1534462529.272,440,1041
1534462529.282,431,1035
1534462529.291,433,1043
1534462529.307,447,1051
1534462529.325,438,1036
1534462529.342,432,1042
1534462529.357,452,1044
1534462529.379,436,1046
1534462529.39,433,1043
1534462529.422,434,1035
1534462529.454,445,1040
1534462529.471,449,1050
1534462529.479,450,1051
1534462529.522,438,1036
1534462529.54,433,1043
1534462529.555,449,1032
1534462529.578,445,1046
1534462529.587,434,1044
1534462529.611,438,1036
1534462529.636,444,1039
1534462529.647,444,1042
1534462529.662,454,1040
1534462529.671,441,1045
1534462529.683,430,1028
1534462529.694,434,1041
1534462529.714,440,1044
1534462529.744,430,1040
1534462529.76,439,1061
1534462529.769,431,1035
1534462529.81,452,1038
1534462529.819,442,1046
1534462529.827,438,1039
1534462529.843,446,1032
1534462529.892,435,1030
1534462529.909,442,1034
1534462529.931,447,1039
1534462529.946,448,1037
1534462529.993,443,1050
1534462530.018,430,1037
1534462530.043,428,1041
1534462530.058,441,1045
1534462530.084,444,1039
1534462530.096,436,1043
1534462530.107,451,1049
1534462530.122,440,1050
1534462530.132,451,1031
1534462530.144,433,1037
1534462530.151,448,1034
1534462530.174,427,1034
1534462530.182,439,1034
1534462530.193,440,1038
1534462530.223,437,1041
1534462530.232,425,1056
1534462530.242,433,1046
1534462530.267,441,1045
1534462530.273,433,1043
1534462530.281,440,1041
1534462530.318,435,1036
1534462530.331,438,1039
1534462530.351,446,1041
1534462530.363,435,1027
1534462530.397,428,1041
1534462530.405,446,1044
1534462530.414,434,1053
1534462530.428,430,1034
1534462530.438,434,1044
1534462530.497,435,1036
1534462530.513,451,1034
1534462530.531,435,1036
1534462530.538,440,1041
1534462530.546,429,1042
1534462530.587,434,1041
1534462530.596,442,1046
1534462530.603,432,1033
1534462530.614,438,1036
1534462530.621,442,1040
1534462530.632,443,1038
1534462530.655,430,1055
1534462530.682,440,1050
1534462530.712,445,1040
1534462530.728,441,1036
1534462530.736,443,1050
1534462530.746,444,1045
1534462530.753,439,1043
1534462530.762,444,1030
1534462530.771,442,1043
1534462530.78,434,1050
1534462530.812,438,1036
1534462530.828,443,1044
1534462530.835,441,1045
1534462530.845,451,1040
1534462530.862,451,1062
1534462530.886,439,1062
1534462530.919,447,1064
1534462530.946,456,1051
1534462530.96,452,1062
1534462530.986,461,1050
1534462530.992,444,1051
1534462531.003,445,1062
1534462531.03,450,1073
1534462531.062,452,1062
1534462531.1,451,1056
1534462531.114,459,1063
1534462531.135,444,1060
1534462531.152,441,1057
1534462531.16,447,1061
1534462531.176,438,1057
1534462531.182,438,1073
1534462531.194,462,1060
1534462531.208,444,1064
1534462531.219,446,1069
1534462531.232,444,1064
1534462531.357,452,1069
1534462531.366,454,1065
1534462531.373,442,1055
1534462531.384,442,1074
1534462531.399,459,1070
1534462531.407,442,1058
1534462531.424,444,1054
1534462531.432,456,1079
1534462531.45,459,1064
1534462531.468,445,1080
1534462531.485,450,1064
1534462531.505,455,1069
1534462531.514,442,1071
1534462531.537,451,1074
1534462531.55,448,1074
1534462531.567,448,1071
1534462531.585,450,1064
1534462531.598,440,1066
1534462531.605,451,1065
1534462531.614,450,1064
1534462531.622,451,1071
1534462531.632,460,1068
1534462531.647,446,1059
1534462531.657,450,1048
1534462531.681,455,1075
1534462531.69,444,1073
1534462531.703,455,1056
1534462531.717,451,1058
1534462531.738,460,1055
1534462531.745,448,1068
1534462531.755,440,1059
1534462531.777,449,1050
1534462531.787,459,1067
1534462531.806,458,1063
1534462531.812,452,1069
1534462531.821,460,1061
1534462531.832,461,1075
1534462531.854,447,1073
1534462531.874,455,1066
1534462531.887,448,1061
1534462531.912,449,1069
1534462531.92,446,1059
1534462531.953,457,1068
1534462531.961,447,1085
1534462531.978,444,1076
1534462531.988,456,1067
1534462532.012,447,1076
1534462532.032,446,1066
1534462532.041,451,1061
1534462532.053,446,1059
1534462532.065,449,1059
1534462532.077,449,1069
1534462532.089,467,1072
1534462532.104,457,1058
1534462532.12,440,1053
1534462532.138,448,1061
1534462532.162,455,1059
1534462532.182,446,1062
1534462532.202,463,1046
1534462532.21,450,1064
1534462532.226,451,1065
1534462532.248,454,1062
1534462532.26,444,1076
1534462532.267,452,1062
1534462532.294,453,1076
1534462532.3,456,1067
1534462532.309,457,1074
1534462532.32,453,1064
1534462532.342,445,1065
1534462532.353,454,1046
1534462532.377,447,1073
1534462532.397,459,1079
1534462532.414,457,1062
1534462532.429,446,1056
1534462532.452,457,1062
1534462532.469,454,1071
1534462532.484,448,1058
1534462532.499,464,1066
1534462532.52,450,1064
1534462532.542,453,1045
1534462532.549,454,1071
1534462532.557,441,1076
1534462532.565,452,1059
1534462532.583,444,1067
1534462532.591,458,1066
1534462532.616,459,1073
1534462532.623,440,1060
1534462532.64,455,1063
1534462532.668,447,1073
1534462532.676,447,1054
1534462532.706,454,1056
1534462532.741,456,1048
1534462532.758,451,1062
1534462532.79,458,1072
1534462532.808,452,1069
1534462532.822,448,1062
1534462532.832,446,1072
1534462532.848,459,1066
1534462532.855,450,1070
1534462532.872,451,1059
1534462532.884,454,1071
1534462532.897,440,1069
1534462532.905,447,1067
1534462532.913,452,1069
1534462532.921,439,1058
1534462532.929,451,1065
1534462532.94,443,1053
1534462532.946,448,1061
1534462532.957,462,1073
1534462532.965,449,1069
1534462532.972,435,1067
1534462532.98,445,1071
1534462532.996,450,1064
1534462533.005,445,1062
1534462533.012,450,1060
1534462533.02,450,1064
1534462533.031,451,1055
1534462533.048,463,1074
1534462533.064,441,1064
1534462533.08,443,1075
1534462533.087,454,1062
1534462533.101,448,1068
1534462533.12,455,1063
1534462533.131,445,1055
1534462533.145,454,1068
1534462533.161,459,1057
1534462533.173,449,1057
1534462533.197,439,1058
1534462533.227,459,1051
1534462533.237,442,1046
1534462533.247,434,1053
1534462533.262,449,1056
1534462533.27,443,1047
1534462533.289,430,1046
1534462533.311,437,1047
1534462533.321,452,1056
1534462533.347,443,1029
1534462533.394,437,1047
1534462533.4,438,1027
1534462533.427,438,1024
1534462533.435,438,1027
1534462533.475,434,1026
1534462533.517,415,1019
1534462533.534,422,1002
1534462533.592,433,1001
