time,2,4,6,8,10,12,14,16,18,20,22,24,26,28
1535059304.618,962,919,993,1116,-189,41,-59,-32,-42,-24,-69,-22,3,-216
1535059304.655,974,950,986,1141,-187,51,-55,-9,-25,-25,-38,-15,1,-212
1535059304.677,971,956,977,1138,-181,34,-58,9,-34,-13,-38,-1,1,-224
1535059304.691,966,952,1001,1150,-176,47,-53,-4,-44,-11,-45,-19,17,-213
1535059304.781,969,942,1000,1133,-180,61,-36,-17,-27,-21,-49,-20,-10,-205
1535059304.816,969,932,1003,1139,-177,46,-42,-23,-36,-12,-46,-6,-10,-217
1535059304.858,968,941,996,1151,-190,57,-46,-12,-37,-22,-50,-1,-2,-206
1535059304.897,963,958,992,1134,-167,44,-59,-13,-35,-20,-57,-2,17,-216
1535059304.925,966,951,991,1149,-189,46,-54,-17,-24,-12,-58,-15,7,-223
1535059304.956,979,958,1007,1146,-194,41,-53,-16,-50,-17,-59,1,22,-216
1535059304.972,974,953,977,1154,-169,57,-58,-15,-25,-19,-59,-4,18,-212
1535059305.066,955,950,1002,1151,-181,48,-60,-15,-43,-13,-56,-1,6,-218
1535059305.197,958,947,983,1148,-175,57,-60,-24,-43,2,-44,-7,1,-218
1535059305.249,973,958,982,1131,-179,59,-50,-7,-32,-11,-54,-8,5,-216
1535059305.271,969,942,991,1146,-174,55,-42,-11,-39,-18,-46,0,4,-223
1535059305.287,975,954,991,1149,-165,61,-33,-14,-45,-6,-55,-9,13,-214
1535059305.32,953,936,988,1149,-183,52,-45,-17,-39,-15,-49,-6,13,-214
1535059305.377,971,950,968,1142,-190,54,-49,-18,-37,-16,-59,-4,14,-215
1535059305.393,956,948,1012,1146,-180,58,-48,-11,-30,-9,-61,-15,4,-217
1535059305.417,968,953,990,1138,-163,48,-66,-18,-37,-13,-47,2,15,-224
1535059305.449,968,935,1005,1145,-178,54,-40,-33,-40,-16,-56,-10,20,-215
1535059305.488,977,950,993,1154,-166,51,-63,-9,-28,-25,-38,-10,17,-221
1535059305.531,968,950,987,1148,-175,48,-49,-6,-37,-10,-32,-16,0,-221
1535059305.544,961,944,990,1138,-184,63,-40,-18,-34,-19,-56,-1,6,-218
1535059305.561,972,948,991,1155,-171,49,-48,-23,-27,3,-52,-20,7,-214
1535059305.578,973,949,982,1147,-179,47,-47,-19,-38,3,-48,-17,8,-213
1535059305.612,962,932,993,1138,-184,48,-49,-3,-28,-7,-38,-21,14,-215
1535059305.627,960,930,985,1159,-179,47,-44,-10,-38,-14,-42,-11,2,-207
1535059305.643,969,951,988,1143,-168,46,-60,-14,-24,0,-40,0,7,-203
1535059305.651,965,947,971,1138,-169,54,-46,0,-37,-10,-59,2,12,-218
1535059305.66,970,937,995,1147,-179,59,-47,-4,-35,-2,-54,-5,19,-207
1535059305.691,973,940,992,1144,-170,38,-53,-4,-35,-5,-48,-20,19,-210
1535059305.7,978,960,1000,1146,-174,46,-45,-2,-18,-12,-52,-6,15,-220
1535059305.716,973,943,989,1159,-176,53,-35,-13,-41,-8,-54,-5,8,-216
1535059305.725,960,946,992,1159,-170,53,-47,8,-35,1,-48,-14,16,-219
1535059305.763,965,935,984,1151,-184,60,-46,-15,-28,-13,-41,-7,12,-207
1535059305.829,962,950,993,1158,-181,51,-52,-3,-37,-10,-38,-13,8,-210
1535059305.905,968,947,978,1154,-178,57,-37,-15,-34,-5,-50,-4,14,-221
1535059305.915,959,944,984,1139,-175,66,-46,-15,-28,-11,-47,-13,8,-221
1535059305.923,960,964,982,1143,-186,49,-42,4,-39,2,-43,-1,15,-217
1535059305.931,966,951,991,1159,-174,40,-54,-8,-42,-7,-52,8,12,-223
1535059305.939,964,958,986,1153,-176,53,-47,-1,-32,-11,-42,-11,22,-213
1535059305.948,954,942,988,1131,-183,49,-60,-5,-39,-1,-46,-9,20,-218
1535059306.012,973,955,995,1150,-173,65,-50,-10,-26,0,-45,-5,5,-216
1535059306.065,974,950,990,1158,-175,60,-43,3,-34,-2,-38,-10,0,-221
1535059306.155,971,944,993,1145,-178,57,-34,-18,-25,-2,-41,-2,8,-207
1535059306.226,967,959,980,1147,-182,53,-50,-10,-23,-9,-39,-6,18,-205
1535059306.302,969,951,979,1168,-177,46,-51,10,-24,5,-46,8,15,-226
1535059306.337,955,935,999,1152,-183,56,-47,20,11,29,-28,24,36,-209
1535059306.37,963,952,994,1144,-182,48,-37,27,27,18,-4,5,34,-214
1535059306.392,955,950,999,1158,-171,59,-26,20,11,29,-2,2,42,-195
1535059306.436,956,914,1000,1147,-179,54,-55,21,12,27,-27,5,24,-208
1535059306.477,965,935,1002,1136,-185,50,-56,20,5,23,-22,-4,14,-200
1535059306.543,972,927,994,1153,-167,48,-55,18,9,21,-21,5,18,-208
1535059306.634,963,936,988,1144,-176,36,-64,30,30,24,-27,2,21,-228
1535059306.709,960,939,991,1159,-173,45,-67,21,15,19,-21,-6,32,-214
1535059306.782,968,926,978,1155,-191,38,-41,8,8,26,-16,1,17,-209
1535059306.833,963,936,997,1150,-176,42,-55,30,6,24,-15,3,21,-214
1535059306.867,951,934,989,1154,-180,37,-57,22,0,31,-17,9,27,-198
1535059306.889,946,910,987,1152,-191,50,-56,20,2,35,-14,-4,31,-218
1535059306.897,944,933,985,1153,-176,48,-61,18,15,27,-24,14,32,-205
1535059306.954,960,936,994,1144,-187,51,-52,18,3,27,-18,5,32,-217
1535059307.049,950,930,994,1140,-190,51,-52,12,3,27,-27,0,40,-208
1535059307.079,951,931,989,1138,-192,49,-63,22,-3,14,-26,3,33,-213
1535059307.124,960,934,998,1144,-189,49,-60,19,16,31,-11,-2,16,-207
1535059307.139,958,940,1004,1132,-184,40,-54,10,13,31,-9,6,33,-210
1535059307.169,979,934,995,1154,-172,61,-63,19,22,37,-29,-5,35,-201
1535059307.259,973,928,983,1138,-181,46,-30,19,10,34,-26,9,16,-216
1535059307.317,957,931,992,1148,-192,49,-48,19,10,20,-20,1,22,-193
1535059307.335,963,927,994,1144,-184,54,-64,21,24,24,-27,-6,23,-214
1535059307.343,955,935,993,1149,-180,50,-53,11,8,26,-22,4,28,-215
1535059307.371,957,928,995,1138,-189,55,-57,10,22,14,-17,15,16,-207
1535059307.439,958,938,987,1149,-185,56,-56,17,8,15,-11,-1,25,-209
1535059307.468,961,955,970,1157,-169,49,-63,13,28,8,-20,9,22,-213
1535059307.51,968,941,999,1149,-174,62,-56,14,14,32,-31,13,28,-212
1535059307.591,956,930,991,1140,-187,42,-70,18,12,33,-18,8,29,-211
1535059307.606,955,929,1002,1142,-177,47,-68,32,1,18,-34,13,28,-209
1535059307.666,956,936,985,1134,-193,45,-58,9,24,16,-18,23,32,-217
1535059307.687,966,936,1010,1134,-167,54,-67,27,24,30,-30,8,32,-208
1535059307.762,965,932,987,1161,-197,53,-53,17,5,18,-19,13,25,-203
1535059307.801,958,935,999,1139,-177,56,-56,8,17,26,-28,2,25,-209
1535059307.816,957,931,986,1138,-192,43,-54,4,16,40,-26,12,30,-204
1535059307.858,952,941,990,1136,-185,53,-59,23,2,29,-11,4,31,-218
1535059307.87,975,951,1003,1137,-176,48,-58,18,21,22,-36,5,24,-208
1535059307.931,957,925,983,1138,-192,46,-54,13,10,22,-20,3,36,-213
1535059307.989,977,938,996,1145,-174,47,-59,20,14,24,-28,-10,28,-206
1535059308.011,953,924,991,1150,-170,57,-64,15,27,21,-18,-12,21,-211
1535059308.02,971,938,993,1146,-182,44,-41,14,11,23,-22,10,25,-209
1535059308.043,972,924,1022,1156,-190,51,-52,15,12,36,-18,2,15,-208
