time,14,15
1534462370.676,449,1048
1534462370.708,450,1070
1534462370.779,465,1094
1534462370.799,475,1089
1534462370.929,470,1108
1534462370.978,470,1084
1534462371.06,460,1089
1534462371.069,454,1074
1534462371.076,472,1086
1534462371.085,468,1079
1534462371.093,457,1089
1534462371.101,459,1088
1534462371.11,471,1085
1534462371.119,465,1109
1534462371.126,469,1092
1534462371.135,453,1088
1534462371.144,472,1083
1534462371.154,470,1090
1534462371.172,458,1096
1534462371.193,463,1083
1534462371.276,469,1095
1534462371.284,468,1094
1534462371.292,484,1089
1534462371.309,475,1095
1534462371.317,468,1106
1534462371.334,480,1088
1534462371.342,453,1106
1534462371.351,469,1083
1534462371.358,478,1095
1534462371.366,464,1090
1534462371.376,479,1102
1534462371.383,464,1084
1534462371.391,468,1091
1534462371.399,471,1082
1534462371.408,474,1100
1534462371.416,475,1095
1534462371.424,475,1092
1534462371.434,464,1096
1534462371.441,461,1081
1534462371.45,465,1091
1534462371.457,457,1101
1534462371.465,465,1097
1534462371.474,459,1082
1534462371.482,469,1080
1534462371.491,466,1083
1534462371.499,479,1081
1534462371.507,465,1097
1534462371.515,454,1095
1534462371.524,466,1071
1534462371.532,447,1097
1534462371.54,464,1087
1534462371.548,465,1079
1534462371.558,457,1110
1534462371.565,460,1092
1534462371.574,461,1090
1534462371.585,465,1097
1534462371.591,466,1092
1534462371.597,467,1081
1534462371.607,464,1090
1534462371.615,483,1095
1534462371.623,466,1095
1534462371.647,481,1095
1534462371.682,453,1106
1534462371.723,476,1093
1534462371.729,473,1096
1534462371.737,455,1084
1534462371.749,476,1090
1534462371.779,473,1081
1534462371.787,455,1096
1534462371.813,470,1090
1534462371.824,460,1092
1534462371.872,460,1107
1534462371.879,480,1103
1534462371.896,456,1082
1534462371.907,472,1086
1534462371.913,460,1095
1534462371.93,452,1081
1534462371.941,469,1077
1534462371.962,466,1101
1534462371.973,479,1114
1534462371.989,467,1093
1534462372.028,471,1079
1534462372.038,469,1092
1534462372.045,473,1105
1534462372.08,460,1080
1534462372.086,474,1109
1534462372.119,471,1106
1534462372.128,470,1108
1534462372.145,465,1091
1534462372.161,452,1093
1534462372.169,467,1096
1534462372.186,457,1101
1534462372.205,461,1084
1534462372.222,481,1084
1534462372.236,461,1096
1534462372.256,459,1103
1534462372.268,484,1101
1534462372.301,467,1087
1534462372.31,470,1105
1534462372.326,483,1107
1534462372.335,469,1095
1534462372.353,471,1088
1534462372.369,472,1083
1534462372.389,465,1094
1534462372.4,454,1098
1534462372.435,478,1092
1534462372.443,468,1097
1534462372.459,487,1111
1534462372.468,465,1094
1534462372.476,468,1106
1534462372.493,465,1094
1534462372.508,467,1102
1534462372.518,469,1089
1534462372.525,464,1090
1534462372.536,462,1097
1534462372.55,474,1106
1534462372.557,472,1098
1534462372.566,470,1096
1534462372.585,475,1098
1534462372.599,458,1096
1534462372.617,476,1099
1534462372.624,471,1085
1534462372.64,471,1091
1534462372.65,466,1101
1534462372.667,460,1089
1534462372.683,475,1074
1534462372.699,465,1097
1534462372.714,454,1080
1534462372.733,468,1097
1534462372.748,456,1094
1534462372.757,478,1102
1534462372.765,470,1099
1534462372.798,464,1102
1534462372.807,471,1112
1534462372.822,465,1103
1534462372.831,456,1103
1534462372.839,457,1104
1534462372.848,468,1076
1534462372.872,469,1104
