time,15
1534461957.292,11
1534461957.3,8
1534461957.311,13
1534461957.32,8
1534461957.326,0
1534461957.333,9
1534461957.341,6
1534461957.351,16
1534461957.356,12
1534461957.365,23
1534461957.376,16
1534461957.383,20
1534461957.389,25
1534461957.399,17
1534461957.407,24
1534461957.414,8
1534461957.424,9
1534461957.431,20
1534461957.441,8
1534461957.449,10
1534461957.456,19
1534461957.465,10
1534461957.472,22
1534461957.483,21
1534461957.49,15
1534461957.5,10
1534461957.507,15
1534461957.515,20
1534461957.523,28
1534461957.532,15
1534461957.544,28
1534461957.549,18
1534461957.556,9
1534461957.566,10
1534461957.576,23
1534461957.581,17
1534461957.587,13
1534461957.598,12
1534461957.604,8
1534461957.614,20
1534461957.624,0
1534461957.631,3
1534461957.639,9
1534461957.649,9
1534461957.656,14
1534461957.664,5
1534461957.672,12
1534461957.683,17
1534461957.688,3
1534461957.696,14
1534461957.703,-5
1534461957.715,0
1534461957.72,-13
1534461957.729,-10
1534461957.737,-11
1534461957.745,-13
1534461957.753,-5
1534461957.763,-9
1534461957.769,4
1534461957.778,-3
1534461957.786,2
1534461957.798,3
1534461957.803,-15
1534461957.814,-1
1534461957.821,3
1534461957.829,-16
1534461957.836,-5
1534461957.846,-4
1534461957.858,0
1534461957.864,-4
1534461957.873,-10
1534461957.88,-11
1534461957.891,2
1534461957.902,-3
1534461957.911,-4
1534461957.922,8
1534461957.928,2
1534461957.935,-5
1534461957.945,4
1534461957.952,-10
1534461957.961,1
1534461957.968,-3
1534461957.977,7
1534461957.993,-8
1534461958.001,4
1534461958.01,9
1534461958.017,0
1534461958.027,-4
1534461958.033,0
1534461958.043,-7
1534461958.05,-2
1534461958.06,0
1534461958.067,1
1534461958.078,-4
1534461958.084,4
1534461958.093,7
1534461958.101,15
1534461958.113,4
1534461958.119,3
1534461958.127,7
1534461958.138,-3
1534461958.146,-3
1534461958.15,1
1534461958.162,-5
1534461958.167,6
1534461958.183,2
1534461958.194,-2
1534461958.202,-3
1534461958.209,1
1534461958.217,9
1534461958.226,7
1534461958.233,6
1534461958.242,-9
1534461958.25,1
1534461958.258,0
1534461958.266,-6
1534461958.278,10
1534461958.283,1
1534461958.292,-9
1534461958.299,5
1534461958.308,-1
1534461958.315,11
1534461958.325,1
1534461958.335,0
1534461958.341,-1
1534461958.348,-8
1534461958.358,-2
1534461958.369,8
1534461958.375,1
1534461958.382,16
1534461958.391,0
1534461958.398,-2
1534461958.408,11
1534461958.416,4
1534461958.427,1
1534461958.44,10
1534461958.448,0
1534461958.461,19
1534461958.466,14
1534461958.474,0
1534461958.482,15
1534461958.49,11
1534461958.498,5
1534461958.508,6
1534461958.515,7
1534461958.524,3
1534461958.531,1
1534461958.541,1
1534461958.547,-13
1534461958.557,12
1534461958.564,5
1534461958.573,6
1534461958.581,3
1534461958.593,7
1534461958.597,2
1534461958.607,14
1534461958.614,4
1534461958.623,11
1534461958.63,9
1534461958.64,4
1534461958.652,16
1534461958.657,34
1534461958.664,35
1534461958.676,34
1534461958.681,38
1534461958.69,35
1534461958.697,44
1534461958.706,39
1534461958.713,57
1534461958.724,75
1534461958.73,61
1534461958.74,59
1534461958.747,65
1534461958.759,34
1534461958.763,46
1534461958.773,34
1534461958.781,39
1534461958.789,23
1534461958.796,39
1534461958.806,27
1534461958.816,58
1534461958.823,65
1534461958.829,72
1534461958.847,91
1534461958.859,25
1534461958.865,19
1534461958.878,1
1534461958.889,45
1534461958.898,107
1534461958.906,51
1534461958.912,87
1534461958.925,109
1534461958.93,130
1534461958.939,142
1534461958.947,260
1534461958.956,433
1534461958.963,494
1534461958.973,529
1534461958.979,571
1534461958.99,652
1534461958.997,679
1534461959.007,693
1534461959.015,710
1534461959.024,710
1534461959.03,723
1534461959.039,718
1534461959.047,724
1534461959.057,719
1534461959.063,716
1534461959.072,733
1534461959.079,730
1534461959.09,710
1534461959.097,712
1534461959.106,716
1534461959.113,722
1534461959.123,724
1534461959.129,727
1534461959.138,723
1534461959.146,726
1534461959.156,740
1534461959.162,731
1534461959.171,709
1534461959.18,710
1534461959.19,715
1534461959.196,713
1534461959.205,704
1534461959.212,700
1534461959.222,689
1534461959.228,703
1534461959.238,725
1534461959.245,721
1534461959.256,720
1534461959.262,734
1534461959.27,728
1534461959.278,738
1534461959.287,720
1534461959.294,707
1534461959.304,709
1534461959.31,705
1534461959.323,722
1534461959.329,720
1534461959.337,729
1534461959.346,734
1534461959.356,731
1534461959.362,726
1534461959.37,740
1534461959.376,750
1534461959.389,736
1534461959.395,746
1534461959.404,739
1534461959.41,731
1534461959.421,716
1534461959.427,721
1534461959.436,707
1534461959.444,725
1534461959.455,701
1534461959.461,710
1534461959.47,731
1534461959.477,716
1534461959.488,720
1534461959.494,730
1534461959.502,732
1534461959.509,722
1534461959.521,718
1534461959.527,717
1534461959.535,721
1534461959.546,718
1534461959.553,715
1534461959.56,725
1534461959.568,724
1534461959.579,712
1534461959.586,709
1534461959.593,720
1534461959.602,732
1534461959.61,732
1534461959.617,742
1534461959.625,744
1534461959.635,730
1534461959.643,755
1534461959.651,724
1534461959.659,738
1534461959.671,740
1534461959.677,744
1534461959.684,739
1534461959.691,728
1534461959.702,735
1534461959.709,732
1534461959.717,734
1534461959.727,730
1534461959.733,719
1534461959.74,738
1534461959.749,718
1534461959.76,730
1534461959.768,741
1534461959.776,743
1534461959.783,741
1534461959.79,718
1534461959.799,741
1534461959.807,735
1534461959.815,734
1534461959.825,714
1534461959.832,731
1534461959.839,731
1534461959.851,728
1534461959.857,732
1534461959.866,722
1534461959.873,720
1534461959.883,735
1534461959.889,721
1534461959.898,719
1534461959.909,708
1534461959.915,708
1534461959.923,706
1534461959.932,719
1534461959.941,706
1534461959.948,714
1534461959.956,709
1534461959.966,704
1534461959.975,709
1534461959.983,701
1534461959.99,710
1534461959.999,711
1534461960.008,718
1534461960.015,717
1534461960.022,708
1534461960.033,725
1534461960.043,723
1534461960.049,713
1534461960.056,717
1534461960.067,730
1534461960.074,727
1534461960.082,727
1534461960.089,707
1534461960.099,713
1534461960.105,738
1534461960.114,726
1534461960.12,730
1534461960.132,727
1534461960.138,723
1534461960.147,723
1534461960.156,707
1534461960.165,717
1534461960.171,712
1534461960.181,707
1534461960.187,719
1534461960.199,714
1534461960.205,715
1534461960.213,722
1534461960.22,706
1534461960.231,723
1534461960.237,720
1534461960.246,712
1534461960.254,720
1534461960.262,722
1534461960.27,724
1534461960.279,702
1534461960.287,715
1534461960.295,717
1534461960.303,723
1534461960.313,718
1534461960.32,727
1534461960.331,707
1534461960.337,717
1534461960.345,725
1534461960.353,722
1534461960.361,714
1534461960.369,706
1534461960.378,717
1534461960.385,723
1534461960.397,711
1534461960.403,726
1534461960.411,730
1534461960.421,722
1534461960.427,696
1534461960.435,717
1534461960.445,716
1534461960.453,722
1534461960.461,709
1534461960.469,706
1534461960.48,715
1534461960.486,714
1534461960.494,712
1534461960.504,708
1534461960.511,713
1534461960.518,712
1534461960.53,713
1534461960.536,713
1534461960.545,715
1534461960.554,713
1534461960.561,711
1534461960.568,714
1534461960.579,716
1534461960.588,719
1534461960.595,720
1534461960.602,730
1534461960.614,716
1534461960.62,718
1534461960.627,725
1534461960.642,720
1534461960.647,717
1534461960.654,728
1534461960.66,713
1534461960.667,715
1534461960.679,720
1534461960.686,728
1534461960.693,712
1534461960.704,718
1534461960.711,716
1534461960.718,719
1534461960.726,719
1534461960.737,722
1534461960.744,725
1534461960.75,710
1534461960.76,702
1534461960.769,714
1534461960.776,709
1534461960.783,725
1534461960.795,719
1534461960.801,720
1534461960.81,711
1534461960.818,712
1534461960.828,712
1534461960.835,719
1534461960.843,705
1534461960.85,709
1534461960.864,719
1534461960.87,716
1534461960.878,721
1534461960.884,701
1534461960.897,698
1534461960.903,716
1534461960.909,704
1534461960.916,704
1534461960.926,713
1534461960.939,707
1534461960.945,710
1534461960.952,702
1534461960.959,690
1534461960.969,696
1534461960.976,719
1534461960.982,696
1534461960.992,692
1534461960.999,699
1534461961.011,692
1534461961.017,676
1534461961.026,678
1534461961.032,690
1534461961.044,691
1534461961.05,693
1534461961.058,692
1534461961.065,686
1534461961.076,680
1534461961.083,682
1534461961.091,689
1534461961.098,685
1534461961.109,682
1534461961.116,682
1534461961.124,687
1534461961.131,692
1534461961.143,666
1534461961.149,677
1534461961.158,669
1534461961.165,669
1534461961.176,670
1534461961.182,658
1534461961.191,657
1534461961.198,674
1534461961.21,654
1534461961.216,660
1534461961.223,664
1534461961.231,659
1534461961.241,674
1534461961.248,669
1534461961.257,667
1534461961.264,661
1534461961.276,651
1534461961.282,643
1534461961.29,659
1534461961.297,689
1534461961.308,693
1534461961.315,691
1534461961.323,704
1534461961.33,701
1534461961.345,679
1534461961.353,685
1534461961.36,677
1534461961.368,685
1534461961.379,695
1534461961.386,685
1534461961.392,687
1534461961.399,672
1534461961.407,681
1534461961.417,673
1534461961.423,670
1534461961.43,675
1534461961.438,674
1534461961.452,677
1534461961.458,662
1534461961.465,675
1534461961.472,676
1534461961.484,672
1534461961.49,663
1534461961.496,677
1534461961.505,665
1534461961.511,658
1534461961.524,675
1534461961.53,676
1534461961.539,670
1534461961.545,669
1534461961.557,671
1534461961.563,658
1534461961.571,672
1534461961.578,666
1534461961.592,663
1534461961.598,680
1534461961.605,669
1534461961.611,675
1534461961.623,666
1534461961.629,665
1534461961.637,680
1534461961.644,666
1534461961.657,663
1534461961.664,669
1534461961.671,679
1534461961.678,679
1534461961.688,667
1534461961.697,679
1534461961.704,670
1534461961.71,663
1534461961.721,666
1534461961.73,665
1534461961.737,660
1534461961.743,658
1534461961.753,667
1534461961.763,676
1534461961.77,664
1534461961.776,664
1534461961.786,659
1534461961.796,665
1534461961.803,650
1534461961.81,664
1534461961.82,642
1534461961.829,665
1534461961.842,686
1534461961.853,661
1534461961.86,671
1534461961.873,661
1534461961.881,653
1534461961.887,644
1534461961.894,654
1534461961.902,655
1534461961.915,659
1534461961.921,666
1534461961.928,661
1534461961.936,648
1534461961.942,668
1534461961.955,642
1534461961.961,654
1534461961.969,653
1534461961.976,664
1534461961.984,661
1534461961.995,662
1534461962.001,655
1534461962.008,651
1534461962.016,662
1534461962.022,665
1534461962.034,656
1534461962.04,663
1534461962.047,656
1534461962.054,650
1534461962.066,627
1534461962.072,639
1534461962.079,612
1534461962.086,533
1534461962.093,493
1534461962.107,481
1534461962.115,480
1534461962.12,476
1534461962.129,484
1534461962.135,513
1534461962.144,608
1534461962.149,654
