time,value
1533062714.109,421,973,908
1533062714.116,425,965,903
1533062714.125,431,974,912
1533062714.145,433,994,914
1533062714.157,438,1010,932
1533062714.165,452,1015,925
1533062714.171,450,1022,932
1533062714.181,444,1022,935
1533062714.187,441,1031,935
1533062714.196,451,1047,963
1533062714.203,450,1028,929
1533062714.212,455,1024,928
1533062714.219,452,1027,946
1533062714.225,447,1022,929
1533062714.235,442,1029,939
1533062714.241,438,1028,932
1533062714.249,453,1043,959
1533062714.26,440,1039,946
1533062714.265,451,1038,939
1533062714.272,453,1034,947
1533062714.281,457,1044,954
1533062714.293,455,1030,952
1533062714.3,448,1053,948
1533062714.307,455,1042,952
1533062714.316,462,1046,947
1533062714.322,454,1038,945
1533062714.33,444,1046,959
1533062714.337,428,1040,932
1533062714.347,460,1047,951
1533062714.354,449,1048,952
1533062714.362,461,1039,943
1533062714.369,452,1039,964
1533062714.379,447,1043,959
1533062714.385,450,1040,953
1533062714.393,444,1055,962
1533062714.399,453,1031,950
1533062714.411,454,1047,969
1533062714.417,446,1036,937
1533062714.425,445,1053,951
1533062714.432,453,1049,968
1533062714.446,458,1048,952
1533062714.452,452,1042,949
1533062714.461,449,1048,964
1533062714.472,460,1044,951
1533062714.479,451,1041,960
1533062714.486,461,1024,943
1533062714.494,460,1050,960
1533062714.505,453,1031,950
1533062714.513,441,1052,956
1533062714.521,437,1049,956
1533062714.531,449,1048,949
1533062714.538,456,1058,971
1533062714.549,452,1051,958
1533062714.556,470,1039,955
1533062714.564,464,1045,958
1533062714.571,436,1026,945
1533062714.579,456,1034,962
1533062714.587,440,1036,940
1533062714.599,458,1045,961
1533062714.605,464,1036,967
1533062714.613,455,1033,961
1533062714.621,458,1051,955
1533062714.629,454,1050,954
1533062714.647,443,1039,952
1533062714.653,469,1050,954
1533062714.662,458,1036,940
1533062714.672,439,1041,951
1533062714.679,437,1051,964
1533062714.695,453,1055,967
1533062714.701,441,1070,953
1533062714.709,455,1057,952
1533062714.721,453,1055,953
1533062714.729,446,1039,952
1533062714.737,461,1063,958
1533062714.746,456,1067,968
1533062714.762,451,1044,960
1533062714.77,461,1045,964
1533062714.78,457,1041,957
1533062714.789,439,1041,936
1533062714.798,444,1043,941
1533062714.805,455,1060,964
1533062714.816,448,1050,948
1533062714.823,450,1061,941
1533062714.832,449,1042,958
1533062714.839,447,1043,959
1533062714.851,450,1034,947
1533062714.859,453,1052,971
1533062714.865,467,1048,952
1533062714.875,447,1040,956
1533062714.881,447,1046,968
1533062714.889,452,1042,955
1533062714.898,458,1063,964
1533062714.906,470,1054,958
1533062714.914,442,1065,951
1533062714.922,446,1048,961
1533062714.934,442,1053,933
1533062714.94,456,1055,965
1533062714.948,456,1058,968
1533062714.955,461,1054,949
1533062714.965,457,1065,969
1533062714.974,442,1029,951
1533062714.982,450,1070,953
1533062714.993,443,1033,949
1533062715.001,457,1038,945
1533062715.013,455,1045,955
1533062715.019,448,1041,954
1533062715.028,450,1055,950
1533062715.035,442,1038,942
1533062715.042,456,1049,944
1533062715.051,456,1043,950
1533062715.059,444,1055,944
1533062715.065,451,1056,966
1533062715.072,455,1051,955
1533062715.079,448,1065,966
1533062715.091,450,1034,950
1533062715.097,439,1041,939
1533062715.106,452,1042,952
1533062715.114,465,1052,944
1533062715.128,455,1054,967
1533062715.134,451,1044,954
1533062715.142,455,1039,940
1533062715.15,445,1047,954
1533062715.158,456,1052,947
1533062715.167,446,1048,958
1533062715.175,451,1059,939
1533062715.181,450,1052,950
1533062715.19,457,1056,960
1533062715.198,448,1044,957
1533062715.21,441,1034,935
1533062715.216,456,1025,956
1533062715.225,460,1041,963
1533062715.236,453,1040,944
1533062715.244,446,1057,934
1533062715.251,458,1051,955
1533062715.259,450,1058,950
1533062715.269,455,1033,952
1533062715.277,461,1042,961
1533062715.284,450,1040,962
1533062715.293,451,1041,951
1533062715.304,453,1058,962
1533062715.312,458,1051,966
1533062715.321,456,1037,953
1533062715.331,457,1056,954
1533062715.34,436,1056,948
1533062715.351,446,1042,940
1533062715.357,452,1039,964
1533062715.367,461,1051,955
1533062715.376,457,1050,963
1533062715.385,455,1048,949
1533062715.393,457,1047,954
1533062715.401,452,1039,958
1533062715.408,458,1039,949
1533062715.426,455,1045,958
1533062715.432,459,1028,941
1533062715.44,454,1053,948
1533062715.446,466,1041,960
1533062715.459,442,1044,945
1533062715.465,454,1044,957
1533062715.473,453,1040,956
1533062715.481,449,1042,952
1533062715.494,438,1049,956
1533062715.503,452,1057,952
1533062715.509,465,1049,968
1533062715.518,449,1051,964
1533062715.526,462,1046,950
1533062715.537,446,1045,946
1533062715.544,450,1046,959
1533062715.55,443,1060,952
1533062715.561,446,1045,952
1533062715.57,446,1048,952
1533062715.577,438,1043,950
1533062715.589,461,1042,952
1533062715.597,462,1046,959
1533062715.605,437,1042,940
1533062715.611,465,1046,962
1533062715.622,459,1061,959
1533062715.628,446,1042,946
1533062715.637,436,1035,942
1533062715.644,456,1046,965
1533062715.656,465,1040,944
1533062715.662,449,1039,958
1533062715.67,441,1037,950
1533062715.677,462,1043,941
1533062715.688,463,1032,930
1533062715.698,455,1036,934
1533062715.704,478,1065,948
1533062715.711,462,1037,938
1533062715.718,467,1042,928
1533062715.727,460,1044,939
1533062715.735,454,1044,951
1533062715.742,466,1038,948
1533062715.748,467,1030,949
1533062715.759,478,1053,954
1533062715.765,469,1065,951
1533062715.773,467,1057,964
1533062715.779,472,1068,980
1533062715.788,471,1070,976
1533062715.794,466,1091,995
1533062715.801,471,1099,1003
1533062715.807,467,1092,1011
1533062715.818,468,1088,1000
1533062715.825,469,1088,1012
1533062715.831,459,1082,1029
1533062715.838,458,1078,1014
1533062715.846,460,1077,1004
1533062715.855,464,1089,1016
1533062715.861,464,1066,1008
1533062715.868,448,1086,1007
1533062715.874,454,1068,1016
1533062715.885,460,1062,1013
1533062715.893,450,1064,1003
1533062715.902,464,1072,1016
1533062715.911,456,1058,994
1533062715.918,452,1054,1011
1533062715.925,458,1060,999
1533062715.932,452,1042,1011
1533062715.943,459,1064,997
1533062715.949,441,1055,1003
1533062715.956,456,1079,1014
1533062715.962,437,1089,1037
1533062715.973,450,1096,1023
1533062715.98,455,1104,1031
1533062715.987,469,1103,1051
1533062715.997,474,1105,1053
1533062716.003,463,1091,1054
1533062716.01,459,1096,1038
1533062716.017,456,1093,1041
1533062716.025,467,1084,1052
1533062716.032,469,1100,1068
1533062716.039,462,1096,1038
1533062716.046,460,1094,1060
1533062716.057,468,1096,1056
1533062716.063,469,1097,1051
1533062716.071,467,1089,1058
1533062716.077,466,1100,1054
1533062716.083,468,1108,1050
1533062716.094,464,1116,1046
1533062716.101,479,1125,1046
1533062716.107,474,1117,1041
1533062716.115,478,1115,1033
1533062716.123,483,1120,1029
1533062716.129,482,1116,1028
1533062716.142,473,1113,1040
1533062716.149,461,1101,1025
1533062716.154,468,1114,1041
1533062716.161,473,1101,1034
1533062716.169,459,1093,1047
1533062716.18,469,1097,1045
1533062716.187,461,1084,1037
1533062716.195,468,1105,1029
1533062716.202,465,1105,1023
1533062716.213,466,1109,1045
1533062716.22,481,1109,1036
1533062716.226,463,1094,1045
1533062716.234,465,1105,1029
1533062716.239,475,1094,1030
1533062716.251,459,1126,1038
1533062716.257,479,1110,1043
1533062716.264,467,1125,1031
1533062716.27,466,1106,1042
1533062716.279,475,1112,1033
1533062716.284,477,1099,1038
1533062716.291,477,1108,1012
1533062716.298,475,1103,1042
1533062716.304,487,1103,1027
1533062716.314,464,1113,1046
1533062716.321,474,1111,1032
1533062716.327,471,1114,1017
1533062716.334,472,1103,1042
1533062716.34,479,1110,1046
1533062716.35,480,1114,1044
1533062716.357,469,1115,1021
1533062716.365,470,1101,1046
1533062716.373,471,1102,1038
1533062716.379,464,1101,1037
1533062716.391,471,1111,1032
1533062716.4,469,1100,1036
1533062716.406,468,1102,1023
1533062716.413,471,1102,1044
1533062716.422,479,1101,1034
1533062716.429,476,1092,1043
1533062716.445,462,1105,1035
1533062716.452,467,1107,1028
1533062716.458,471,1096,1029
1533062716.468,470,1104,1049
1533062716.476,468,1099,1038
1533062716.481,472,1092,1036
1533062716.488,474,1090,1020
1533062716.496,470,1092,1037
1533062716.506,475,1100,1030
1533062716.514,466,1106,1036
1533062716.521,461,1107,1037
1533062716.533,462,1108,1044
1533062716.539,467,1113,1040
1533062716.545,460,1106,1039
1533062716.554,470,1113,1046
1533062716.563,479,1110,1037
1533062716.572,476,1119,1031
1533062716.579,466,1115,1036
1533062716.587,476,1107,1046
1533062716.596,478,1133,1042
1533062716.605,475,1118,1036
1533062716.612,484,1118,1030
1533062716.62,481,1124,1033
1533062716.633,483,1102,1041
1533062716.638,484,1118,1021
1533062716.645,485,1110,1046
1533062716.655,477,1111,1029
1533062716.661,470,1113,1025
1533062716.672,476,1113,1025
1533062716.681,469,1109,1021
1533062716.687,481,1112,1048
1533062716.7,474,1123,1032
1533062716.705,485,1110,1025
1533062716.713,481,1115,1039
1533062716.723,489,1123,1023
1533062716.731,473,1107,1019
1533062716.74,486,1108,1026
1533062716.747,475,1106,1016
1533062716.755,476,1113,1025
1533062716.762,476,1113,1028
1533062716.77,490,1112,1039
1533062716.778,470,1113,1025
1533062716.787,475,1118,1019
1533062716.796,476,1113,1025
1533062716.805,490,1106,1033
1533062716.812,486,1108,1035
1533062716.822,453,1108,1015
1533062716.83,473,1116,1031
1533062716.835,469,1118,1015
1533062716.846,480,1111,1023
1533062716.855,481,1118,1045
1533062716.861,483,1108,1029
1533062716.872,475,1109,1021
1533062716.88,488,1113,1028
1533062716.885,472,1115,1039
1533062716.896,476,1104,1011
1533062716.906,476,1116,1031
1533062716.912,487,1115,1016
1533062716.922,476,1113,1014
1533062716.928,482,1104,1022
1533062716.935,473,1104,1011
1533062716.946,479,1110,1014
1533062716.954,477,1099,1020
1533062716.961,478,1103,1007
1533062716.971,486,1105,1017
1533062716.979,486,1099,1003
