time,value
1533062620.948,387,912,830
1533062620.956,401,935,859
1533062620.965,423,978,898
1533062620.974,437,973,896
1533062620.981,439,990,907
1533062620.989,424,985,908
1533062620.999,447,1010,923
1533062621.006,425,1016,932
1533062621.015,436,1017,921
1533062621.022,444,1001,944
1533062621.034,448,1029,942
1533062621.039,454,1032,930
1533062621.048,445,1014,939
1533062621.055,447,1025,947
1533062621.064,456,1025,950
1533062621.072,452,1024,952
1533062621.084,440,1033,940
1533062621.089,453,1031,941
1533062621.098,451,1035,948
1533062621.105,454,1035,942
1533062621.114,450,1028,959
1533062621.122,454,1029,960
1533062621.133,448,1038,957
1533062621.138,459,1046,959
1533062621.148,450,1046,953
1533062621.158,466,1026,948
1533062621.164,459,1028,956
1533062621.172,439,1050,960
1533062621.184,455,1024,946
1533062621.189,449,1030,952
1533062621.198,457,1023,939
1533062621.205,450,1037,956
1533062621.214,467,1027,955
1533062621.222,462,1043,950
1533062621.233,458,1051,958
1533062621.238,452,1039,952
1533062621.248,456,1031,947
1533062621.256,452,1057,964
1533062621.264,453,1046,962
1533062621.272,455,1036,946
1533062621.284,452,1042,955
1533062621.289,460,1044,960
1533062621.298,454,1020,960
1533062621.305,453,1034,968
1533062621.314,451,1038,942
1533062621.322,465,1055,941
1533062621.334,446,1045,937
1533062621.339,449,1039,952
1533062621.348,462,1046,956
1533062621.355,457,1035,951
1533062621.364,456,1043,947
1533062621.371,453,1043,956
1533062621.382,456,1043,950
1533062621.387,446,1036,958
1533062621.397,463,1053,954
1533062621.405,459,1049,956
1533062621.414,450,1019,950
1533062621.421,452,1033,946
1533062621.433,451,1032,951
1533062621.438,447,1049,935
1533062621.448,450,1037,932
1533062621.455,452,1039,955
1533062621.466,447,1043,959
1533062621.473,453,1034,929
1533062621.482,454,1041,951
1533062621.491,454,1041,948
1533062621.498,453,1034,941
1533062621.505,447,1040,950
1533062621.517,449,1048,949
1533062621.524,452,1042,952
1533062621.533,446,1033,958
1533062621.542,456,1040,944
1533062621.55,447,1040,950
1533062621.557,459,1040,953
1533062621.567,456,1037,956
1533062621.574,452,1039,946
1533062621.582,456,1040,947
1533062621.588,455,1024,949
1533062621.598,450,1046,947
1533062621.605,452,1036,949
1533062621.616,449,1045,955
1533062621.624,459,1049,947
1533062621.635,450,1043,947
1533062621.643,443,1042,961
1533062621.649,448,1050,954
1533062621.661,460,1032,939
1533062621.667,450,1037,953
1533062621.674,456,1025,935
1533062621.682,449,1030,955
1533062621.691,452,1033,949
1533062621.698,456,1034,965
1533062621.705,447,1040,947
1533062621.717,452,1033,955
1533062621.724,443,1033,955
1533062621.731,448,1047,962
1533062621.741,442,1035,954
1533062621.749,443,1048,958
1533062621.757,454,1023,954
1533062621.765,456,1049,944
1533062621.775,450,1040,944
1533062621.782,448,1023,939
1533062621.788,444,1043,941
1533062621.799,448,1032,960
1533062621.805,468,1037,944
1533062621.816,452,1024,937
1533062621.822,453,1037,953
1533062621.83,443,1036,949
1533062621.838,457,1032,951
1533062621.849,455,1039,952
1533062621.855,460,1029,957
1533062621.866,461,1075,961
1533062621.874,456,1031,950
1533062621.882,443,1036,961
1533062621.888,461,1039,966
1533062621.895,459,1043,959
1533062621.907,445,1035,948
1533062621.915,452,1051,949
1533062621.923,443,1036,949
1533062621.931,460,1053,954
1533062621.943,453,1040,944
1533062621.949,465,1028,947
1533062621.956,453,1043,953
1533062621.966,453,1043,953
1533062621.972,454,1044,957
1533062621.98,451,1023,960
1533062621.986,469,1056,951
1533062621.997,463,1038,960
1533062622.004,439,1044,954
1533062622.013,443,1042,952
1533062622.023,444,1034,941
1533062622.03,457,1035,945
1533062622.037,445,1038,939
1533062622.046,459,1031,944
1533062622.052,454,1044,951
1533062622.062,456,1052,941
1533062622.069,450,1040,938
1533062622.08,455,1042,949
1533062622.088,462,1043,944
1533062622.098,459,1031,941
1533062622.105,451,1029,942
1533062622.113,451,1035,945
1533062622.119,456,1037,956
1533062622.129,441,1037,956
1533062622.136,443,1030,946
1533062622.146,444,1028,944
1533062622.154,453,1049,953
1533062622.164,462,1025,950
1533062622.17,463,1032,951
1533062622.179,450,1025,959
1533062622.186,454,1044,948
1533062622.195,462,1046,944
1533062622.202,453,1037,941
1533062622.212,458,1027,946
1533062622.219,474,1049,956
1533062622.23,453,1031,947
1533062622.236,445,1035,948
1533062622.245,450,1022,950
1533062622.255,468,1040,941
1533062622.261,457,1032,945
1533062622.268,447,1046,947
1533062622.279,453,1031,950
1533062622.286,466,1035,948
1533062622.296,468,1034,953
1533062622.302,447,1034,941
1533062622.312,450,1025,941
1533062622.319,433,1035,927
1533062622.329,456,1028,941
1533062622.335,447,1046,947
1533062622.345,450,1031,947
1533062622.353,453,1031,950
1533062622.364,457,1035,957
1533062622.37,468,1034,944
1533062622.378,470,1033,961
1533062622.385,452,1024,952
1533062622.394,455,1045,952
1533062622.401,456,1040,950
1533062622.411,459,1037,947
1533062622.419,459,1031,953
1533062622.429,452,1030,946
1533062622.435,444,1025,944
1533062622.444,462,1037,941
1533062622.452,456,1022,944
1533062622.463,456,1040,944
1533062622.469,460,1047,954
1533062622.48,452,1024,943
1533062622.486,453,1034,953
1533062622.496,454,1035,936
1533062622.503,452,1030,946
1533062622.511,457,1032,965
