time,value
1532995789.903,414,1149
1532995789.913,430,1159
1532995789.922,431,1163
1532995789.928,432,1173
1532995789.938,436,1183
1532995789.947,425,1172
1532995789.952,428,1172
1532995789.965,428,1184
1532995789.97,435,1188
1532995789.979,436,1177
1532995789.988,432,1188
1532995789.995,445,1206
1532995790.003,451,1201
1532995790.011,431,1195
1532995790.022,429,1191
1532995790.029,439,1197
1532995790.037,439,1197
1532995790.045,429,1193
1532995790.052,433,1171
1532995790.064,449,1193
1532995790.069,433,1177
1532995790.078,446,1199
1532995790.084,443,1190
1532995790.094,437,1198
1532995790.101,447,1189
1532995790.112,451,1190
1532995790.117,443,1207
1532995790.128,440,1195
1532995790.135,439,1191
1532995790.144,438,1196
1532995790.151,454,1204
1532995790.163,446,1201
1532995790.178,441,1191
1532995790.184,436,1183
1532995790.19,433,1197
1532995790.198,433,1209
1532995790.21,428,1184
1532995790.215,438,1188
1532995790.22,443,1190
1532995790.229,443,1188
1532995790.237,438,1199
1532995790.243,431,1189
1532995790.252,449,1190
1532995790.26,436,1215
1532995790.268,431,1172
1532995790.277,438,1191
1532995790.283,436,1203
1532995790.293,438,1190
1532995790.302,442,1200
1532995790.311,433,1197
1532995790.317,436,1191
1532995790.327,441,1205
1532995790.333,423,1199
1532995790.343,415,1174
1532995790.35,448,1198
1532995790.36,451,1181
1532995790.369,451,1187
1532995790.377,439,1194
1532995790.383,442,1201
1532995790.395,433,1194
1532995790.4,439,1197
1532995790.41,445,1195
1532995790.417,441,1196
1532995790.426,444,1189
1532995790.433,448,1195
1532995790.445,450,1192
1532995790.45,439,1200
1532995790.46,434,1184
1532995790.469,441,1174
1532995790.476,445,1197
1532995790.483,446,1188
1532995790.494,439,1194
1532995790.499,453,1183
1532995790.509,445,1181
1532995790.518,423,1194
1532995790.525,413,1175
1532995790.533,437,1195
1532995790.545,439,1203
1532995790.55,443,1195
1532995790.56,439,1180
1532995790.567,448,1184
1532995790.576,441,1191
1532995790.583,438,1194
1532995790.594,435,1196
1532995790.599,443,1187
1532995790.61,446,1187
1532995790.616,441,1185
1532995790.626,434,1201
1532995790.633,447,1206
1532995790.644,439,1197
1532995790.65,446,1199
1532995790.659,439,1191
1532995790.666,440,1198
1532995790.675,448,1192
1532995790.683,446,1201
1532995790.698,429,1199
1532995790.703,437,1210
1532995790.711,442,1194
1532995790.718,449,1214
1532995790.728,446,1195
1532995790.735,442,1192
1532995790.744,444,1197
1532995790.751,451,1195
1532995790.759,444,1193
1532995790.769,447,1200
1532995790.776,439,1189
1532995790.783,444,1199
