time,value
1532995829.697,403,1121
1532995829.707,390,1114
1532995829.722,406,1127
1532995829.734,407,1139
1532995829.743,438,1158
1532995829.753,426,1155
1532995829.759,421,1174
1532995829.766,412,1180
1532995829.774,427,1186
1532995829.788,424,1159
1532995829.794,431,1187
1532995829.803,427,1177
1532995829.81,432,1173
1532995829.822,431,1175
1532995829.829,430,1177
1532995829.838,433,1162
1532995829.849,418,1180
1532995829.857,448,1189
1532995829.864,431,1181
1532995829.873,434,1193
1532995829.883,443,1163
1532995829.892,429,1179
1532995829.899,422,1181
1532995829.907,410,1187
1532995829.919,430,1168
1532995829.926,429,1179
1532995829.933,424,1174
1532995829.946,412,1180
1532995829.954,440,1192
1532995829.961,425,1178
1532995829.971,415,1177
1532995829.98,439,1180
1532995829.988,434,1190
1532995829.995,429,1167
1532995830.005,446,1179
1532995830.011,441,1190
1532995830.02,425,1175
1532995830.031,437,1181
1532995830.04,426,1185
1532995830.047,435,1191
1532995830.055,435,1176
1532995830.068,429,1173
1532995830.077,433,1192
1532995830.088,434,1190
1532995830.094,433,1171
1532995830.107,422,1190
1532995830.114,432,1185
1532995830.123,426,1167
1532995830.13,445,1184
1532995830.14,419,1169
1532995830.148,422,1187
1532995830.158,425,1190
1532995830.169,433,1183
1532995830.179,417,1191
1532995830.187,431,1178
1532995830.194,437,1175
1532995830.203,426,1170
1532995830.213,443,1190
1532995830.22,445,1183
1532995830.228,452,1185
1532995830.238,416,1166
1532995830.245,439,1189
1532995830.254,431,1193
1532995830.26,437,1193
1532995830.269,424,1168
1532995830.275,416,1175
1532995830.284,437,1187
1532995830.29,432,1179
1532995830.301,428,1184
1532995830.307,426,1173
1532995830.315,423,1191
1532995830.324,438,1196
1532995830.338,423,1199
1532995830.345,420,1182
1532995830.353,419,1178
1532995830.364,412,1192
1532995830.372,406,1183
1532995830.378,416,1172
1532995830.388,423,1185
1532995830.394,434,1181
1532995830.402,427,1197
1532995830.408,437,1172
1532995830.42,432,1188
1532995830.426,433,1186
1532995830.432,427,1192
1532995830.444,425,1178
1532995830.452,433,1189
1532995830.459,419,1178
1532995830.465,441,1173
1532995830.478,430,1174
1532995830.486,427,1183
1532995830.493,424,1188
1532995830.499,426,1182
1532995830.512,438,1188
1532995830.519,422,1181
1532995830.526,422,1178
1532995830.535,427,1186
1532995830.541,430,1171
1532995830.549,441,1193
1532995830.557,436,1177
1532995830.572,423,1167
1532995830.579,438,1170
1532995830.589,441,1179
1532995830.595,432,1196
1532995830.606,429,1173
1532995830.612,440,1175
1532995830.619,437,1169
1532995830.626,431,1178
1532995830.634,418,1191
1532995830.646,413,1163
1532995830.653,431,1187
1532995830.661,436,1186
1532995830.668,425,1175
1532995830.678,423,1182
1532995830.686,418,1183
1532995830.693,417,1176
1532995830.701,434,1195
1532995830.713,425,1169
1532995830.722,416,1160
1532995830.73,419,1175
1532995830.738,438,1191
1532995830.749,425,1181
1532995830.755,436,1168
1532995830.763,441,1173
1532995830.773,434,1184
1532995830.786,438,1179
1532995830.792,428,1178
1532995830.8,439,1177
1532995830.808,433,1174
1532995830.819,432,1190
1532995830.825,436,1159
1532995830.834,431,1166
1532995830.842,420,1191
1532995830.854,402,1144
1532995830.86,423,1185
1532995830.869,420,1179
1532995830.882,432,1170
1532995830.888,437,1184
1532995830.896,445,1175
1532995830.905,434,1172
1532995830.913,422,1178
1532995830.92,433,1183
1532995830.928,430,1186
1532995830.936,433,1194
1532995830.943,427,1189
1532995830.951,447,1197
1532995830.958,427,1183
1532995830.968,404,1160
1532995830.975,433,1180
1532995830.983,423,1173
1532995830.991,435,1188
1532995831.0,453,1177
1532995831.006,430,1183
1532995831.013,436,1177
1532995831.02,437,1178
1532995831.029,425,1181
1532995831.036,423,1176
1532995831.043,453,1206
1532995831.05,438,1179
1532995831.059,435,1193
1532995831.066,447,1191
1532995831.072,431,1166
1532995831.079,428,1195
1532995831.09,445,1187
1532995831.096,440,1175
1532995831.102,426,1185
1532995831.111,433,1189
1532995831.118,433,1174
1532995831.127,435,1191
1532995831.137,421,1180
1532995831.143,439,1191
1532995831.151,438,1185
1532995831.159,426,1185
1532995831.169,434,1187
1532995831.18,436,1180
1532995831.189,423,1188
1532995831.196,431,1181
1532995831.212,429,1176
1532995831.222,428,1184
1532995831.228,428,1175
1532995831.234,415,1171
1532995831.241,427,1183
1532995831.249,430,1194
1532995831.258,430,1168
1532995831.266,432,1167
1532995831.272,429,1185
1532995831.28,428,1181
1532995831.289,447,1183
1532995831.297,428,1175
1532995831.304,435,1179
1532995831.312,446,1169
1532995831.321,432,1185
1532995831.328,441,1208
1532995831.335,431,1172
1532995831.342,445,1192
1532995831.35,436,1189
1532995831.357,427,1165
1532995831.365,428,1195
1532995831.37,437,1169
1532995831.382,433,1194
1532995831.389,417,1173
1532995831.397,421,1183
1532995831.405,440,1184
1532995831.415,432,1170
1532995831.421,445,1178
1532995831.429,433,1183
1532995831.436,432,1182
1532995831.446,429,1176
1532995831.452,440,1184
1532995831.459,425,1178
1532995831.466,443,1178
1532995831.475,433,1177
1532995831.484,433,1189
1532995831.491,435,1164
1532995831.499,440,1187
1532995831.511,448,1172
1532995831.519,428,1181
1532995831.527,428,1184
1532995831.541,441,1185
1532995831.55,424,1180
1532995831.559,443,1195
1532995831.568,435,1170
1532995831.575,444,1189
1532995831.583,438,1188
1532995831.589,433,1168
1532995831.603,437,1190
1532995831.61,440,1187
1532995831.617,438,1188
1532995831.624,436,1183
1532995831.637,437,1181
1532995831.645,438,1176
1532995831.652,420,1161
1532995831.659,438,1176
1532995831.667,432,1176
1532995831.679,436,1194
1532995831.685,440,1189
1532995831.694,413,1148
1532995831.7,431,1154
1532995831.712,414,1191
1532995831.719,434,1187
1532995831.725,433,1174
1532995831.735,409,1177
1532995831.741,432,1187
1532995831.749,444,1212
1532995831.756,433,1180
1532995831.767,442,1200
1532995831.776,437,1178
1532995831.787,445,1181
1532995831.798,429,1167
1532995831.804,426,1182
1532995831.811,440,1181
1532995831.818,425,1172
1532995831.825,425,1151
1532995831.837,420,1179
1532995831.845,444,1188
1532995831.851,431,1187
1532995831.858,431,1193
1532995831.866,433,1186
1532995831.875,434,1187
1532995831.888,446,1210
1532995831.896,431,1184
1532995831.902,434,1187
1532995831.91,445,1187
1532995831.917,444,1188
1532995831.928,439,1180
1532995831.934,439,1180
1532995831.941,441,1199
1532995831.95,425,1184
1532995831.958,433,1177
1532995831.971,434,1190
1532995831.977,429,1179
1532995831.984,421,1168
1532995831.996,446,1182
1532995832.005,444,1200
1532995832.013,420,1170
1532995832.019,429,1179
1532995832.026,436,1186
1532995832.038,442,1209
1532995832.045,433,1174
1532995832.052,428,1198
1532995832.061,446,1199
1532995832.069,453,1203
1532995832.08,451,1201
1532995832.087,481,1245
1532995832.095,471,1227
1532995832.101,476,1241
1532995832.113,447,1227
1532995832.119,476,1211
1532995832.127,467,1217
1532995832.136,449,1179
1532995832.147,467,1226
1532995832.154,454,1210
1532995832.161,475,1207
1532995832.167,462,1218
1532995832.176,471,1209
1532995832.191,461,1211
1532995832.199,467,1220
1532995832.207,466,1219
1532995832.222,462,1227
1532995832.229,468,1209
1532995832.236,467,1214
1532995832.244,455,1226
1532995832.255,466,1231
1532995832.265,472,1228
1532995832.271,473,1249
1532995832.279,460,1242
1532995832.285,452,1240
1532995832.293,464,1229
1532995832.303,461,1208
1532995832.311,468,1224
1532995832.317,467,1211
1532995832.324,448,1222
1532995832.334,470,1205
1532995832.345,474,1227
1532995832.351,468,1244
1532995832.359,467,1217
1532995832.368,462,1215
1532995832.375,483,1215
1532995832.388,480,1224
1532995832.396,457,1210
1532995832.402,454,1216
1532995832.409,460,1216
1532995832.416,459,1224
1532995832.428,449,1208
1532995832.435,449,1217
1532995832.443,460,1234
1532995832.45,449,1226
1532995832.463,433,1209
1532995832.47,427,1212
1532995832.477,440,1213
1532995832.485,438,1199
1532995832.491,452,1211
1532995832.502,441,1229
1532995832.51,456,1221
1532995832.517,455,1214
1532995832.524,433,1209
1532995832.538,432,1229
1532995832.548,451,1210
1532995832.555,445,1224
1532995832.563,447,1215
1532995832.569,431,1207
1532995832.582,447,1203
1532995832.589,440,1210
1532995832.596,451,1210
1532995832.602,429,1193
1532995832.611,435,1199
1532995832.624,440,1207
1532995832.63,430,1191
1532995832.638,419,1201
1532995832.646,421,1215
1532995832.656,432,1208
1532995832.663,420,1182
1532995832.669,410,1184
1532995832.679,425,1166
1532995832.686,418,1194
1532995832.698,418,1174
1532995832.705,430,1197
1532995832.713,404,1172
1532995832.722,425,1172
1532995832.731,425,1184
1532995832.739,432,1179
1532995832.745,409,1177
