time,value
1532995621.773,336,952
1532995621.787,360,997
1532995621.795,376,1024
1532995621.81,373,1045
1532995621.821,373,1047
1532995621.828,385,1059
1532995621.835,386,1069
1532995621.849,391,1077
1532995621.855,394,1095
1532995621.863,389,1101
1532995621.873,397,1089
1532995621.881,394,1095
1532995621.888,380,1096
1532995621.895,387,1099
1532995621.901,396,1091
1532995621.908,390,1111
1532995621.918,399,1102
1532995621.925,377,1110
1532995621.932,397,1095
1532995621.943,394,1097
1532995621.958,386,1104
1532995621.964,392,1093
1532995621.971,381,1091
1532995621.978,387,1094
1532995621.988,391,1097
1532995621.995,386,1087
1532995622.002,409,1121
1532995622.008,395,1093
1532995622.018,385,1097
1532995622.024,390,1091
1532995622.032,384,1091
1532995622.038,391,1095
1532995622.048,386,1084
1532995622.054,393,1114
1532995622.062,387,1085
1532995622.069,388,1086
1532995622.077,391,1089
1532995622.083,399,1102
1532995622.091,390,1091
1532995622.097,395,1107
1532995622.107,393,1097
1532995622.114,393,1102
1532995622.122,393,1091
1532995622.131,391,1106
1532995622.138,397,1103
1532995622.148,397,1080
1532995622.156,384,1099
1532995622.165,391,1089
1532995622.172,382,1089
1532995622.182,389,1104
1532995622.189,396,1102
1532995622.199,388,1095
1532995622.207,393,1105
1532995622.215,396,1108
1532995622.221,384,1105
1532995622.232,377,1096
1532995622.24,402,1102
1532995622.249,386,1101
1532995622.255,388,1089
1532995622.265,391,1083
1532995622.272,393,1094
1532995622.282,381,1102
1532995622.289,381,1094
1532995622.3,403,1106
1532995622.306,387,1099
1532995622.316,389,1093
1532995622.322,402,1085
1532995622.335,380,1063
1532995622.343,400,1106
1532995622.353,399,1097
1532995622.359,392,1084
1532995622.368,389,1098
1532995622.379,392,1110
1532995622.384,382,1095
1532995622.392,382,1092
1532995622.401,395,1087
1532995622.41,386,1110
1532995622.416,401,1110
1532995622.423,397,1086
1532995622.432,396,1111
1532995622.44,389,1096
1532995622.451,399,1094
1532995622.46,393,1132
1532995622.466,403,1083
1532995622.475,391,1092
1532995622.487,384,1082
1532995622.496,413,1113
1532995622.505,391,1103
1532995622.514,397,1086
1532995622.524,386,1104
1532995622.532,379,1097
1532995622.541,396,1088
1532995622.548,389,1110
1532995622.561,391,1083
1532995622.567,390,1091
1532995622.582,392,1087
1532995622.589,396,1085
1532995622.6,397,1097
1532995622.606,395,1093
1532995622.614,398,1098
1532995622.622,384,1079
1532995622.633,391,1095
1532995622.64,400,1106
1532995622.647,392,1096
1532995622.655,388,1100
1532995622.664,398,1093
1532995622.678,411,1102
1532995622.684,393,1102
1532995622.693,389,1087
1532995622.7,395,1081
1532995622.715,399,1088
1532995622.722,394,1115
1532995622.73,388,1103
1532995622.737,374,1098
1532995622.749,389,1098
1532995622.758,389,1098
1532995622.767,399,1097
1532995622.777,385,1074
1532995622.786,382,1095
1532995622.793,396,1099
1532995622.8,386,1093
1532995622.813,391,1083
1532995622.821,383,1093
1532995622.83,392,1096
1532995622.838,402,1126
1532995622.85,391,1083
1532995622.863,400,1098
1532995622.87,376,1100
1532995622.882,398,1098
1532995622.889,396,1088
1532995622.898,397,1109
1532995622.908,395,1104
1532995622.917,399,1096
1532995622.928,393,1099
1532995622.936,397,1092
1532995622.948,397,1106
1532995622.954,395,1110
1532995622.964,393,1099
1532995622.97,376,1100
1532995622.981,378,1064
1532995622.988,388,1100
1532995622.997,383,1093
1532995623.004,401,1095
1532995623.011,393,1102
1532995623.021,404,1093
1532995623.029,389,1110
1532995623.036,397,1103
1532995623.044,397,1103
1532995623.053,388,1092
1532995623.06,393,1094
1532995623.068,397,1089
1532995623.079,395,1101
1532995623.086,400,1095
1532995623.096,382,1103
1532995623.105,380,1072
1532995623.115,387,1094
1532995623.121,390,1105
1532995623.129,391,1097
1532995623.135,387,1082
1532995623.147,383,1119
1532995623.155,384,1094
1532995623.164,390,1102
1532995623.17,388,1118
1532995623.18,397,1097
1532995623.187,382,1095
1532995623.194,387,1097
1532995623.203,394,1092
1532995623.213,391,1097
1532995623.22,390,1103
1532995623.23,388,1100
1532995623.24,389,1096
1532995623.249,402,1099
1532995623.256,388,1098
1532995623.267,397,1098
1532995623.276,397,1074
1532995623.286,406,1100
1532995623.293,392,1101
1532995623.299,400,1083
1532995623.306,390,1094
1532995623.313,393,1105
1532995623.327,390,1064
1532995623.333,385,1089
1532995623.34,404,1104
1532995623.347,395,1110
1532995623.358,398,1101
1532995623.368,391,1109
1532995623.377,403,1106
1532995623.384,397,1106
1532995623.393,387,1076
1532995623.403,389,1098
1532995623.41,398,1107
1532995623.417,400,1106
1532995623.425,393,1105
1532995623.435,405,1085
1532995623.441,400,1121
1532995623.453,399,1102
1532995623.461,392,1096
1532995623.47,389,1104
1532995623.481,397,1109
1532995623.491,381,1079
1532995623.499,390,1114
1532995623.509,395,1095
1532995623.515,401,1110
1532995623.523,403,1106
1532995623.529,383,1081
1532995623.539,388,1068
1532995623.546,393,1094
1532995623.554,395,1090
1532995623.56,386,1104
1532995623.573,417,1108
1532995623.578,397,1118
1532995623.588,392,1107
1532995623.594,402,1111
1532995623.603,409,1130
1532995623.611,402,1120
1532995623.618,403,1121
1532995623.626,419,1119
1532995623.637,418,1145
1532995623.643,411,1135
1532995623.649,409,1127
1532995623.657,410,1137
1532995623.666,407,1119
1532995623.674,411,1114
1532995623.681,395,1131
1532995623.688,407,1140
1532995623.696,401,1116
1532995623.702,402,1120
1532995623.711,391,1136
1532995623.723,419,1131
1532995623.729,401,1134
1532995623.735,407,1134
1532995623.744,427,1139
1532995623.754,410,1140
1532995623.762,408,1126
1532995623.768,423,1149
1532995623.779,412,1145
1532995623.785,405,1152
1532995623.793,419,1143
1532995623.799,416,1148
1532995623.809,406,1127
1532995623.815,415,1138
1532995623.823,405,1143
1532995623.829,407,1137
1532995623.838,401,1137
1532995623.844,412,1156
1532995623.851,420,1126
1532995623.858,397,1145
1532995623.869,418,1133
1532995623.875,432,1132
1532995623.882,415,1142
1532995623.889,415,1153
1532995623.897,423,1146
1532995623.904,409,1115
1532995623.911,397,1136
1532995623.918,405,1146
1532995623.926,421,1150
1532995623.933,414,1146
1532995623.94,422,1151
1532995623.947,419,1140
1532995623.956,390,1129
1532995623.962,410,1125
1532995623.968,415,1112
1532995623.975,399,1138
1532995623.984,405,1120
1532995623.991,408,1146
1532995623.997,409,1130
1532995624.004,420,1143
1532995624.013,415,1144
1532995624.019,413,1131
1532995624.026,418,1124
1532995624.032,412,1145
1532995624.042,407,1128
1532995624.047,401,1137
1532995624.055,419,1137
1532995624.06,405,1150
1532995624.07,394,1115
1532995624.076,411,1132
1532995624.082,409,1139
1532995624.089,397,1112
1532995624.097,424,1133
1532995624.104,423,1129
1532995624.11,416,1143
1532995624.116,405,1147
1532995624.126,410,1137
1532995624.133,406,1147
1532995624.141,410,1134
1532995624.147,417,1138
1532995624.159,407,1128
1532995624.166,412,1159
1532995624.174,412,1139
1532995624.181,407,1137
1532995624.192,409,1133
1532995624.198,418,1150
1532995624.206,416,1134
1532995624.212,408,1135
1532995624.222,414,1132
1532995624.233,415,1142
1532995624.241,407,1137
1532995624.249,408,1135
1532995624.257,408,1129
1532995624.267,395,1143
1532995624.274,404,1137
1532995624.281,402,1120
1532995624.291,420,1126
1532995624.297,413,1143
1532995624.304,410,1128
1532995624.312,402,1132
1532995624.322,416,1137
1532995624.329,396,1132
1532995624.338,399,1149
1532995624.348,412,1139
1532995624.357,400,1133
1532995624.365,404,1125
1532995624.375,388,1127
1532995624.383,404,1137
1532995624.39,424,1147
1532995624.401,394,1133
1532995624.408,398,1119
1532995624.415,404,1116
1532995624.422,414,1129
1532995624.429,404,1128
1532995624.44,409,1133
1532995624.447,392,1143
1532995624.456,396,1120
1532995624.464,407,1143
1532995624.474,400,1124
1532995624.48,386,1140
1532995624.488,394,1133
1532995624.495,407,1148
1532995624.504,390,1138
1532995624.512,400,1139
1532995624.522,395,1137
1532995624.53,405,1129
1532995624.539,409,1144
1532995624.547,399,1141
1532995624.559,385,1121
1532995624.568,409,1133
1532995624.581,400,1142
1532995624.589,390,1135
1532995624.597,402,1141
1532995624.603,409,1139
1532995624.618,412,1133
1532995624.624,400,1118
1532995624.636,389,1145
1532995624.644,405,1123
1532995624.656,407,1131
1532995624.664,411,1117
1532995624.672,412,1136
1532995624.679,409,1139
1532995624.692,399,1138
1532995624.7,400,1133
1532995624.708,400,1130
1532995624.719,408,1123
1532995624.725,399,1120
1532995624.733,405,1126
1532995624.74,421,1127
1532995624.749,406,1139
1532995624.757,399,1129
1532995624.766,409,1136
1532995624.773,403,1118
