time,value
1532996625.268,435,1041
1532996625.278,427,1042
1532996625.286,463,1096
1532996625.296,456,1078
1532996625.306,458,1085
1532996625.313,470,1094
1532996625.32,455,1099
1532996625.326,462,1113
1532996625.338,481,1114
1532996625.345,474,1104
1532996625.351,494,1112
1532996625.36,474,1119
1532996625.368,475,1108
1532996625.377,480,1104
1532996625.384,477,1110
1532996625.395,472,1096
1532996625.401,473,1103
1532996625.41,471,1110
1532996625.423,495,1110
1532996625.43,481,1111
1532996625.436,477,1104
1532996625.447,468,1116
1532996625.453,469,1117
1532996625.46,469,1076
1532996625.469,469,1108
1532996625.475,488,1121
1532996625.484,482,1127
1532996625.493,478,1105
1532996625.5,487,1114
1532996625.509,472,1126
1532996625.519,471,1130
1532996625.531,453,1124
1532996625.538,475,1105
1532996625.547,483,1110
1532996625.555,483,1139
1532996625.565,486,1113
1532996625.574,477,1133
1532996625.582,475,1140
1532996625.591,489,1113
1532996625.6,482,1118
1532996625.606,486,1116
1532996625.614,473,1106
1532996625.622,474,1122
1532996625.629,473,1127
1532996625.641,463,1087
1532996625.647,471,1116
1532996625.655,489,1139
1532996625.662,472,1102
1532996625.675,484,1114
1532996625.681,469,1117
1532996625.69,482,1130
1532996625.696,470,1103
1532996625.708,465,1128
1532996625.715,463,1108
1532996625.723,478,1117
1532996625.733,467,1109
1532996625.741,482,1109
1532996625.747,475,1114
1532996625.757,480,1104
1532996625.763,472,1134
1532996625.771,475,1129
1532996625.778,469,1129
1532996625.79,481,1105
1532996625.796,470,1103
1532996625.804,467,1135
1532996625.814,471,1139
1532996625.821,466,1117
1532996625.828,482,1121
1532996625.835,480,1110
1532996625.844,467,1100
1532996625.85,461,1085
1532996625.859,479,1109
1532996625.871,472,1134
1532996625.879,487,1120
1532996625.886,461,1130
1532996625.893,485,1115
1532996625.901,479,1124
1532996625.908,477,1107
1532996625.92,477,1104
1532996625.932,476,1112
1532996625.94,478,1123
1532996625.946,474,1116
1532996625.955,482,1127
1532996625.961,472,1126
1532996625.974,490,1120
1532996625.98,482,1118
1532996625.989,497,1118
1532996625.996,478,1108
1532996626.011,486,1107
1532996626.018,486,1119
1532996626.026,477,1130
1532996626.032,472,1120
1532996626.041,482,1106
1532996626.048,488,1135
1532996626.056,476,1129
1532996626.065,482,1129
1532996626.074,480,1127
1532996626.081,483,1130
1532996626.089,471,1122
1532996626.096,484,1123
1532996626.106,487,1137
1532996626.112,481,1128
1532996626.122,469,1105
1532996626.133,481,1114
1532996626.141,485,1118
1532996626.149,475,1117
1532996626.158,479,1112
1532996626.166,477,1110
1532996626.175,484,1117
1532996626.182,476,1106
1532996626.191,472,1114
1532996626.198,475,1111
1532996626.206,480,1113
1532996626.213,482,1112
1532996626.225,482,1127
1532996626.231,477,1125
1532996626.241,479,1115
1532996626.248,492,1125
1532996626.258,488,1135
1532996626.265,499,1140
1532996626.274,487,1143
1532996626.288,498,1136
1532996626.294,474,1125
1532996626.303,496,1140
1532996626.31,481,1155
1532996626.322,477,1127
1532996626.327,496,1137
1532996626.335,487,1134
1532996626.342,503,1147
1532996626.355,488,1132
1532996626.361,496,1143
1532996626.369,492,1145
1532996626.376,486,1148
1532996626.383,511,1178
1532996626.401,492,1133
1532996626.412,492,1151
1532996626.418,488,1150
1532996626.426,484,1120
1532996626.433,491,1150
1532996626.441,497,1135
1532996626.448,487,1149
1532996626.458,495,1133
1532996626.472,494,1132
1532996626.479,493,1149
1532996626.486,477,1107
1532996626.494,491,1126
1532996626.502,502,1149
1532996626.513,487,1134
1532996626.521,496,1143
1532996626.528,494,1144
1532996626.536,493,1137
1532996626.547,484,1120
1532996626.555,494,1132
1532996626.561,491,1127
