time,value
1532995983.665,370,1083
1532995983.674,396,1120
1532995983.688,413,1134
1532995983.695,415,1136
1532995983.704,400,1147
1532995983.717,416,1151
1532995983.723,414,1158
1532995983.73,407,1145
1532995983.738,433,1168
1532995983.751,424,1153
1532995983.757,422,1166
1532995983.764,421,1153
1532995983.774,403,1177
1532995983.78,420,1182
1532995983.789,426,1167
1532995983.796,430,1150
1532995983.806,415,1171
1532995983.814,423,1161
1532995983.822,417,1152
1532995983.832,426,1167
1532995983.842,414,1161
1532995983.849,420,1167
1532995983.86,419,1157
1532995983.869,415,1177
1532995983.88,414,1158
1532995983.887,425,1169
1532995983.894,430,1180
1532995983.901,421,1165
1532995983.91,421,1168
1532995983.923,406,1159
1532995983.929,426,1164
1532995983.939,416,1151
1532995983.946,441,1170
1532995983.957,430,1168
1532995983.965,413,1154
1532995983.972,438,1173
1532995983.979,414,1158
1532995983.987,425,1151
1532995983.995,414,1173
1532995984.01,429,1161
1532995984.016,423,1167
1532995984.023,419,1166
1532995984.03,436,1177
1532995984.038,423,1158
1532995984.052,428,1166
1532995984.058,435,1152
1532995984.068,411,1176
1532995984.077,434,1169
1532995984.085,413,1169
1532995984.091,448,1198
1532995984.098,411,1170
1532995984.107,421,1162
1532995984.116,416,1166
1532995984.124,433,1153
1532995984.131,424,1162
1532995984.14,439,1177
1532995984.148,423,1161
1532995984.155,424,1159
1532995984.163,419,1157
1532995984.17,426,1167
1532995984.179,419,1169
1532995984.186,414,1147
1532995984.192,434,1166
1532995984.202,410,1166
1532995984.213,410,1163
1532995984.22,434,1163
1532995984.226,411,1170
1532995984.235,435,1164
1532995984.246,423,1176
1532995984.253,424,1177
1532995984.259,420,1158
1532995984.269,415,1162
1532995984.28,430,1174
1532995984.288,418,1171
1532995984.294,423,1158
1532995984.302,437,1178
1532995984.309,416,1172
1532995984.32,421,1165
1532995984.326,416,1169
1532995984.334,418,1174
1532995984.34,413,1169
1532995984.353,435,1176
1532995984.359,426,1167
1532995984.365,424,1159
1532995984.376,427,1168
1532995984.384,413,1137
1532995984.395,427,1168
1532995984.402,412,1159
1532995984.408,433,1168
1532995984.417,422,1169
1532995984.43,410,1175
1532995984.437,431,1157
1532995984.443,422,1166
1532995984.453,433,1168
1532995984.459,406,1165
1532995984.471,419,1163
1532995984.478,426,1182
1532995984.486,423,1161
1532995984.492,427,1165
1532995984.505,416,1169
1532995984.514,428,1163
1532995984.525,411,1164
1532995984.536,414,1170
1532995984.543,411,1173
1532995984.556,430,1200
1532995984.562,423,1182
1532995984.569,434,1175
1532995984.575,407,1163
1532995984.585,420,1173
1532995984.592,421,1180
1532995984.603,426,1161
1532995984.61,437,1175
1532995984.618,422,1178
1532995984.628,421,1153
1532995984.639,412,1159
1532995984.645,423,1161
1532995984.656,410,1154
1532995984.664,423,1164
1532995984.673,408,1167
1532995984.68,414,1170
1532995984.69,410,1166
1532995984.697,410,1172
1532995984.707,411,1170
1532995984.713,414,1173
1532995984.721,436,1174
1532995984.728,397,1156
1532995984.742,397,1177
1532995984.75,424,1177
1532995984.756,435,1167
1532995984.764,440,1195
1532995984.775,416,1151
1532995984.782,427,1174
1532995984.789,409,1177
1532995984.799,424,1177
1532995984.805,415,1159
1532995984.812,413,1160
1532995984.822,417,1170
1532995984.828,425,1154
1532995984.835,408,1155
1532995984.844,406,1171
1532995984.853,417,1173
1532995984.859,422,1160
1532995984.868,408,1152
1532995984.875,421,1156
1532995984.881,422,1192
1532995984.893,419,1166
1532995984.901,424,1168
1532995984.908,412,1162
1532995984.919,426,1167
1532995984.925,429,1182
1532995984.933,437,1154
1532995984.939,415,1171
1532995984.951,416,1169
1532995984.956,412,1177
1532995984.962,443,1190
1532995984.97,409,1177
1532995984.978,420,1182
1532995984.988,414,1185
1532995984.994,423,1191
1532995985.003,423,1167
1532995985.01,440,1210
1532995985.021,450,1186
1532995985.027,434,1184
1532995985.036,415,1177
1532995985.047,437,1160
1532995985.052,440,1169
1532995985.06,447,1177
1532995985.068,438,1176
1532995985.075,435,1167
1532995985.084,436,1171
1532995985.092,448,1175
1532995985.101,442,1160
1532995985.107,437,1157
1532995985.119,437,1163
1532995985.125,430,1162
1532995985.133,442,1168
1532995985.139,455,1188
1532995985.148,449,1173
1532995985.156,442,1192
1532995985.166,442,1180
1532995985.173,453,1183
1532995985.185,454,1160
1532995985.191,451,1172
1532995985.199,441,1152
1532995985.206,447,1171
1532995985.212,418,1142
1532995985.223,434,1137
1532995985.239,419,1131
1532995985.245,421,1144
1532995985.251,403,1142
1532995985.259,406,1130
1532995985.274,415,1127
1532995985.28,411,1123
1532995985.288,408,1141
1532995985.297,415,1136
1532995985.307,425,1166
1532995985.315,439,1147
1532995985.321,426,1135
1532995985.331,412,1142
1532995985.338,408,1132
1532995985.349,420,1138
1532995985.355,407,1128
1532995985.362,419,1128
1532995985.371,388,1103
1532995985.382,407,1087
1532995985.389,390,1094
1532995985.398,398,1110
1532995985.404,399,1132
1532995985.417,418,1130
1532995985.425,424,1121
1532995985.434,414,1141
1532995985.441,409,1133
1532995985.453,418,1130
1532995985.46,408,1141
1532995985.468,416,1146
1532995985.478,400,1142
1532995985.488,413,1137
1532995985.497,397,1139
1532995985.505,407,1122
1532995985.514,410,1137
1532995985.525,401,1113
1532995985.532,397,1121
1532995985.539,385,1142
1532995985.546,392,1119
1532995985.552,406,1124
1532995985.562,405,1126
1532995985.569,393,1105
1532995985.576,407,1116
1532995985.583,391,1112
1532995985.594,406,1089
1532995985.6,400,1112
1532995985.607,407,1107
1532995985.615,417,1105
1532995985.623,405,1114
1532995985.634,401,1107
1532995985.64,406,1112
1532995985.648,406,1115
1532995985.659,414,1102
1532995985.666,430,1121
1532995985.673,412,1118
1532995985.681,423,1111
1532995985.688,413,1122
1532995985.698,422,1119
1532995985.704,412,1106
1532995985.711,400,1103
1532995985.717,423,1102
1532995985.724,407,1093
1532995985.732,400,1103
1532995985.742,398,1087
1532995985.749,420,1111
1532995985.757,382,1077
1532995985.765,400,1092
1532995985.773,405,1117
1532995985.781,393,1076
1532995985.787,411,1085
1532995985.795,385,1062
1532995985.804,398,1095
1532995985.811,402,1091
1532995985.818,403,1097
1532995985.828,392,1084
1532995985.836,394,1080
1532995985.844,392,1093
1532995985.85,389,1087
1532995985.857,391,1074
1532995985.866,385,1092
1532995985.872,389,1087
1532995985.88,392,1098
1532995985.888,391,1092
1532995985.899,388,1092
1532995985.906,389,1087
1532995985.915,402,1088
1532995985.924,387,1102
1532995985.934,411,1091
1532995985.941,390,1105
1532995985.949,390,1091
1532995985.957,396,1082
1532995985.969,390,1105
1532995985.976,384,1108
1532995985.985,392,1093
1532995985.994,386,1087
1532995986.001,379,1083
1532995986.01,396,1120
1532995986.018,391,1100
1532995986.026,375,1097
1532995986.034,394,1095
1532995986.047,380,1110
1532995986.054,387,1108
1532995986.062,395,1122
1532995986.07,395,1113
1532995986.079,392,1101
1532995986.089,389,1116
1532995986.097,401,1110
1532995986.104,388,1121
1532995986.114,389,1119
1532995986.122,389,1125
1532995986.129,408,1123
1532995986.136,414,1114
1532995986.145,398,1116
1532995986.157,393,1117
1532995986.163,392,1101
1532995986.169,396,1123
1532995986.177,400,1121
1532995986.185,398,1122
1532995986.196,392,1110
1532995986.203,408,1129
1532995986.211,414,1123
1532995986.218,406,1121
1532995986.228,412,1136
1532995986.234,413,1137
1532995986.24,404,1119
1532995986.247,397,1133
1532995986.261,410,1128
1532995986.267,412,1139
1532995986.276,404,1128
1532995986.284,403,1136
1532995986.296,403,1103
1532995986.302,414,1132
1532995986.31,404,1119
1532995986.319,412,1136
1532995986.329,397,1124
1532995986.336,407,1151
1532995986.344,394,1118
1532995986.351,411,1120
