time,value
1533062229.504,587,598
1533062229.511,595,598
1533062229.523,597,609
1533062229.533,601,624
1533062229.54,606,606
1533062229.548,607,616
1533062229.559,608,611
1533062229.567,622,616
1533062229.574,609,615
1533062229.585,612,620
1533062229.591,613,607
1533062229.599,619,610
1533062229.609,619,624
1533062229.621,611,622
1533062229.628,607,613
1533062229.635,613,627
1533062229.646,626,611
1533062229.654,616,627
1533062229.661,619,613
1533062229.672,624,617
1533062229.681,619,616
1533062229.69,619,607
1533062229.699,627,620
1533062229.706,623,622
1533062229.715,626,619
1533062229.724,631,624
1533062229.732,622,616
1533062229.739,619,621
1533062229.751,626,637
1533062229.758,617,634
1533062229.767,622,613
1533062229.776,611,616
1533062229.785,616,624
1533062229.792,623,622
1533062229.803,624,623
1533062229.81,619,613
1533062229.817,618,615
1533062229.827,619,616
1533062229.835,621,623
1533062229.841,626,631
1533062229.852,615,617
1533062229.859,625,616
1533062229.868,628,616
1533062229.876,628,613
1533062229.884,611,620
1533062229.891,629,622
1533062229.901,625,618
1533062229.909,625,621
1533062229.918,617,628
1533062229.93,631,627
1533062229.937,625,627
1533062229.946,618,623
1533062229.959,615,623
1533062229.967,628,618
1533062229.975,626,625
1533062229.984,631,624
1533062229.995,615,626
1533062230.002,622,624
1533062230.01,626,614
1533062230.02,627,618
1533062230.029,621,623
1533062230.036,625,630
1533062230.047,632,616
1533062230.055,615,620
1533062230.063,613,619
1533062230.073,629,640
1533062230.081,626,640
1533062230.089,628,621
1533062230.1,614,643
1533062230.106,628,636
1533062230.114,628,621
1533062230.122,622,633
1533062230.133,627,635
1533062230.14,624,638
1533062230.148,614,634
1533062230.162,626,643
1533062230.17,628,624
1533062230.178,618,629
1533062230.185,626,649
1533062230.193,636,635
1533062230.203,626,640
1533062230.211,628,627
1533062230.22,626,634
1533062230.229,618,632
1533062230.241,628,633
1533062230.249,627,638
1533062230.259,625,636
1533062230.269,636,653
1533062230.278,621,629
1533062230.286,630,647
1533062230.297,626,631
1533062230.304,632,631
1533062230.312,639,641
1533062230.319,638,646
1533062230.33,626,643
1533062230.337,643,633
1533062230.345,648,647
1533062230.355,634,648
1533062230.363,634,651
1533062230.371,637,651
1533062230.379,655,654
1533062230.388,630,656
1533062230.396,646,651
1533062230.403,656,667
1533062230.414,649,663
1533062230.421,642,659
1533062230.429,665,681
1533062230.436,655,674
1533062230.446,654,662
1533062230.453,653,675
1533062230.462,650,669
1533062230.473,656,672
1533062230.48,657,667
