time,value
1533062155.111,785,791
1533062155.121,793,793
1533062155.143,802,805
1533062155.152,807,801
1533062155.16,813,812
1533062155.173,810,815
1533062155.181,823,816
1533062155.188,822,818
1533062155.198,808,819
1533062155.207,805,828
1533062155.215,815,814
1533062155.222,812,832
1533062155.233,817,828
1533062155.239,822,830
1533062155.251,828,830
1533062155.261,832,825
1533062155.271,810,821
1533062155.28,822,818
1533062155.291,819,833
1533062155.298,818,835
1533062155.31,818,826
1533062155.318,831,827
1533062155.324,816,827
1533062155.334,817,819
1533062155.341,821,820
1533062155.349,825,824
1533062155.36,816,827
1533062155.367,826,816
1533062155.374,824,820
1533062155.382,823,828
1533062155.391,832,819
1533062155.399,821,832
1533062155.406,823,825
1533062155.418,824,817
1533062155.424,839,823
1533062155.432,827,826
1533062155.438,825,827
1533062155.45,811,822
1533062155.457,815,832
1533062155.466,816,824
1533062155.476,822,827
1533062155.483,838,819
1533062155.491,826,819
1533062155.499,831,830
1533062155.509,818,826
1533062155.518,823,816
1533062155.525,831,815
1533062155.536,818,820
1533062155.543,823,825
1533062155.552,815,823
1533062155.56,813,827
1533062155.568,818,817
1533062155.575,819,824
1533062155.585,813,821
1533062155.592,825,830
1533062155.6,816,821
1533062155.611,820,822
1533062155.62,825,833
1533062155.626,831,827
1533062155.637,811,831
1533062155.645,804,827
1533062155.652,809,817
1533062155.663,831,815
1533062155.671,810,815
1533062155.677,827,817
1533062155.689,824,823
1533062155.697,820,831
1533062155.704,824,832
1533062155.714,817,828
1533062155.721,815,820
1533062155.728,830,835
1533062155.736,819,821
1533062155.744,820,819
1533062155.753,818,826
1533062155.76,811,825
1533062155.772,824,817
1533062155.78,833,820
1533062155.787,833,817
1533062155.793,830,826
1533062155.806,824,817
1533062155.815,818,826
1533062155.822,822,836
1533062155.83,833,820
1533062155.841,815,823
1533062155.85,826,816
1533062155.857,831,818
1533062155.869,809,826
1533062155.876,832,822
1533062155.883,831,830
1533062155.893,824,820
1533062155.902,825,830
1533062155.909,824,832
1533062155.921,827,823
1533062155.93,816,821
1533062155.936,831,812
1533062155.948,825,830
1533062155.955,828,821
1533062155.964,825,821
1533062155.974,831,830
1533062155.982,826,828
1533062155.989,834,818
1533062156.001,821,838
1533062156.008,817,834
1533062156.017,819,827
1533062156.025,827,820
1533062156.035,840,827
1533062156.043,825,827
1533062156.052,814,831
1533062156.063,834,845
1533062156.071,825,821
1533062156.08,835,819
1533062156.089,824,829
1533062156.098,822,827
1533062156.105,807,830
1533062156.116,819,821
1533062156.125,819,839
1533062156.133,815,838
1533062156.144,822,830
1533062156.151,822,836
1533062156.158,825,824
1533062156.165,820,831
1533062156.175,824,841
1533062156.183,820,828
1533062156.19,826,828
1533062156.202,827,838
1533062156.21,832,831
1533062156.217,815,814
1533062156.224,823,825
1533062156.235,829,831
1533062156.242,825,830
1533062156.25,826,819
1533062156.257,825,830
1533062156.27,831,827
1533062156.276,828,842
1533062156.284,836,817
1533062156.293,823,825
1533062156.302,828,827
1533062156.309,826,831
1533062156.317,833,829
1533062156.33,831,833
1533062156.34,831,830
1533062156.348,832,825
1533062156.355,819,824
1533062156.363,829,837
1533062156.375,814,834
1533062156.382,820,825
1533062156.389,828,830
1533062156.398,831,836
1533062156.41,831,821
1533062156.416,814,825
1533062156.424,823,825
1533062156.431,824,820
1533062156.441,815,835
1533062156.449,823,831
1533062156.458,823,834
1533062156.465,836,826
1533062156.474,824,823
1533062156.483,844,831
1533062156.489,829,840
1533062156.501,828,824
1533062156.509,831,821
1533062156.516,826,840
1533062156.527,830,841
1533062156.534,826,834
1533062156.54,828,839
1533062156.553,852,848
1533062156.562,879,889
1533062156.569,940,945
1533062156.58,962,988
1533062156.587,982,1005
1533062156.595,991,999
1533062156.601,1001,1021
