time,value
1533062317.585,-9,1
1533062317.594,0,-5
1533062317.601,-3,-2
1533062317.611,7,-4
1533062317.619,-1,6
1533062317.627,9,-8
1533062317.635,6,4
1533062317.644,1,2
1533062317.652,15,10
1533062317.662,6,7
1533062317.67,19,8
1533062317.678,10,11
1533062317.685,9,13
1533062317.696,20,6
1533062317.703,-1,-9
1533062317.712,2,3
1533062317.721,20,9
1533062317.729,19,2
1533062317.737,22,14
1533062317.747,10,2
1533062317.754,17,9
1533062317.762,14,6
1533062317.772,19,5
1533062317.78,15,10
1533062317.786,2,6
1533062317.795,7,14
1533062317.805,8,9
1533062317.813,-2,11
1533062317.819,14,9
1533062317.829,20,9
1533062317.84,19,5
1533062317.846,12,7
1533062317.853,8,15
1533062317.864,16,2
1533062317.873,6,19
1533062317.881,4,8
1533062317.887,15,10
1533062317.899,19,8
1533062317.905,6,13
1533062317.913,7,5
1533062317.926,12,13
1533062317.932,9,7
1533062317.938,16,8
1533062317.947,11,18
1533062317.959,22,17
1533062317.964,16,17
1533062317.971,19,8
1533062317.98,16,28
1533062317.993,12,10
1533062317.998,7,14
1533062318.006,16,14
1533062318.014,20,6
1533062318.022,9,-1
1533062318.029,1,9
1533062318.036,0,13
1533062318.048,4,11
1533062318.054,10,5
1533062318.062,7,1
1533062318.069,0,0
1533062318.078,19,12
1533062318.085,0,0
1533062318.094,-1,1
1533062318.104,11,0
1533062318.111,6,1
1533062318.117,-1,2
1533062318.128,-1,1
1533062318.137,6,5
1533062318.145,5,-3
1533062318.152,6,3
1533062318.162,-2,8
1533062318.168,12,7
1533062318.176,17,15
1533062318.183,72,60
1533062318.196,113,116
1533062318.202,182,195
1533062318.21,245,268
1533062318.218,418,424
1533062318.228,455,484
1533062318.234,493,513
1533062318.241,478,501
1533062318.253,509,511
1533062318.261,491,488
1533062318.268,476,511
1533062318.279,467,514
1533062318.286,467,508
1533062318.294,461,516
1533062318.302,449,490
1533062318.312,467,491
1533062318.318,467,476
1533062318.327,467,482
1533062318.335,477,495
1533062318.347,470,499
1533062318.353,486,518
1533062318.36,516,524
1533062318.367,524,523
1533062318.381,524,517
1533062318.388,518,529
1533062318.394,539,549
1533062318.4,540,547
1533062318.407,537,550
1533062318.416,533,570
1533062318.426,542,576
1533062318.433,534,562
1533062318.443,528,562
1533062318.451,529,572
1533062318.459,512,585
1533062318.465,514,578
1533062318.477,508,578
1533062318.484,496,581
1533062318.493,496,581
1533062318.502,490,581
1533062318.509,506,579
1533062318.516,483,583
1533062318.529,484,572
1533062318.535,497,582
1533062318.543,488,579
1533062318.549,480,583
1533062318.56,498,580
1533062318.567,484,572
1533062318.575,488,570
1533062318.582,482,564
1533062318.592,473,567
1533062318.599,470,547
1533062318.609,455,566
1533062318.617,451,562
1533062318.626,447,561
1533062318.632,438,561
1533062318.641,413,551
1533062318.648,414,546
1533062318.658,408,552
1533062318.664,414,555
1533062318.674,401,551
1533062318.682,424,550
1533062318.692,417,570
1533062318.699,417,544
1533062318.708,408,549
1533062318.715,420,555
1533062318.725,417,546
1533062318.731,426,541
1533062318.741,399,555
1533062318.748,417,541
1533062318.758,405,541
1533062318.764,398,554
1533062318.774,403,545
1533062318.781,394,548
1533062318.79,408,544
1533062318.797,393,546
1533062318.808,406,539
1533062318.815,403,533
1533062318.825,399,532
1533062318.831,399,538
1533062318.839,408,541
1533062318.847,375,546
1533062318.857,370,536
1533062318.864,350,528
1533062318.874,375,535
1533062318.88,355,533
1533062318.89,374,528
1533062318.897,367,524
1533062318.908,372,520
1533062318.915,376,524
1533062318.925,374,522
1533062318.931,387,514
1533062318.941,363,520
1533062318.948,370,515
1533062318.957,372,514
1533062318.963,377,513
1533062318.973,387,526
1533062318.98,371,516
1533062318.99,377,519
1533062318.996,369,529
1533062319.006,365,528
1533062319.016,378,514
1533062319.028,379,518
1533062319.034,369,520
1533062319.041,380,507
1533062319.048,390,508
1533062319.057,383,507
1533062319.063,388,509
1533062319.073,393,511
1533062319.079,387,505
1533062319.091,402,505
1533062319.097,396,502
1533062319.105,377,510
1533062319.115,380,502
1533062319.122,387,502
1533062319.129,391,512
1533062319.141,373,512
1533062319.147,383,513
1533062319.155,395,507
1533062319.162,403,492
1533062319.171,401,507
1533062319.179,391,503
1533062319.189,363,505
1533062319.199,399,508
1533062319.206,363,517
1533062319.212,385,503
1533062319.222,372,511
1533062319.229,399,514
1533062319.239,390,517
1533062319.245,390,508
1533062319.255,386,513
1533062319.262,391,509
1533062319.273,384,500
1533062319.28,396,502
1533062319.29,399,511
1533062319.298,378,511
1533062319.305,399,488
1533062319.312,384,517
1533062319.323,392,519
1533062319.329,410,516
1533062319.338,402,505
1533062319.347,384,517
1533062319.354,387,494
1533062319.362,396,508
1533062319.372,393,523
1533062319.379,396,517
1533062319.388,410,501
1533062319.397,421,509
1533062319.405,401,504
1533062319.412,397,515
1533062319.423,396,505
1533062319.429,408,511
1533062319.437,419,519
1533062319.448,405,505
1533062319.454,410,501
1533062319.461,409,506
1533062319.471,416,501
1533062319.478,417,497
1533062319.487,408,497
1533062319.494,418,506
1533062319.504,401,507
1533062319.51,410,519
1533062319.522,408,496
1533062319.527,416,499
1533062319.538,425,493
1533062319.545,415,503
1533062319.554,413,499
1533062319.561,421,501
1533062319.571,405,497
1533062319.577,430,480
1533062319.588,428,502
1533062319.596,402,523
1533062319.603,414,500
1533062319.61,408,514
1533062319.621,421,503
1533062319.627,413,501
1533062319.637,399,494
1533062319.644,419,496
1533062319.653,416,481
1533062319.662,423,485
1533062319.67,418,492
1533062319.678,423,500
1533062319.688,414,503
1533062319.694,408,502
1533062319.706,412,506
1533062319.713,435,505
1533062319.722,417,508
1533062319.729,411,505
1533062319.737,417,491
1533062319.744,417,505
1533062319.755,428,507
1533062319.761,428,504
1533062319.769,416,501
1533062319.779,425,496
1533062319.787,427,495
1533062319.793,429,500
1533062319.802,423,502
1533062319.811,419,501
1533062319.819,428,496
1533062319.826,437,499
1533062319.836,423,488
1533062319.846,428,493
1533062319.853,428,484
1533062319.86,420,502
1533062319.87,431,499
1533062319.876,428,504
1533062319.888,428,507
1533062319.894,429,502
1533062319.903,420,491
1533062319.91,429,511
1533062319.919,426,505
1533062319.926,433,498
1533062319.935,435,497
1533062319.943,437,504
1533062319.954,423,500
1533062319.96,427,498
1533062319.968,428,493
1533062319.977,421,498
1533062319.985,430,495
1533062319.992,434,496
1533062320.005,441,482
1533062320.011,435,505
1533062320.019,445,489
1533062320.025,435,494
1533062320.036,432,497
1533062320.042,421,495
1533062320.052,429,485
1533062320.061,442,501
1533062320.067,427,495
1533062320.075,425,496
1533062320.084,436,494
1533062320.091,422,484
1533062320.103,421,489
1533062320.111,433,506
1533062320.118,425,504
1533062320.124,414,494
1533062320.135,421,500
1533062320.141,423,496
1533062320.151,411,491
1533062320.161,433,495
1533062320.166,435,500
1533062320.175,426,502
1533062320.185,423,508
1533062320.193,413,496
1533062320.202,420,494
1533062320.208,420,491
1533062320.218,426,494
1533062320.226,421,501
1533062320.235,420,494
1533062320.242,429,497
1533062320.251,440,496
1533062320.258,423,500
1533062320.27,423,488
1533062320.276,425,484
1533062320.285,424,483
1533062320.291,414,488
1533062320.303,418,495
1533062320.309,422,484
1533062320.317,420,485
1533062320.326,418,492
1533062320.335,420,485
1533062320.341,411,485
1533062320.351,430,492
1533062320.358,408,476
1533062320.369,413,484
1533062320.375,411,485
1533062320.384,417,485
1533062320.397,401,481
1533062320.404,421,483
1533062320.412,414,485
1533062320.421,405,488
1533062320.431,406,480
1533062320.437,404,478
1533062320.443,394,471
1533062320.45,405,476
1533062320.457,398,481
1533062320.469,404,469
1533062320.474,410,475
1533062320.483,396,482
1533062320.495,420,479
1533062320.5,406,465
1533062320.506,414,482
1533062320.516,402,473
1533062320.523,405,470
1533062320.532,412,477
1533062320.54,411,476
1533062320.549,419,481
1533062320.557,407,463
1533062320.566,413,469
1533062320.573,414,461
1533062320.583,417,464
1533062320.591,397,471
1533062320.6,384,476
1533062320.606,408,467
1533062320.616,411,461
1533062320.624,401,463
1533062320.632,411,464
1533062320.639,408,461
1533062320.65,413,460
1533062320.657,411,461
1533062320.667,405,459
1533062320.672,396,461
1533062320.682,397,465
1533062320.69,405,461
1533062320.699,414,453
1533062320.706,413,452
1533062320.715,402,461
1533062320.724,403,468
1533062320.733,408,461
1533062320.739,404,452
1533062320.75,405,461
1533062320.757,397,471
1533062320.766,407,454
1533062320.772,389,454
1533062320.783,393,458
1533062320.789,392,457
1533062320.8,387,455
1533062320.806,384,447
1533062320.816,402,452
1533062320.822,387,444
1533062320.834,383,452
1533062320.84,383,437
1533062320.85,397,442
1533062320.856,392,443
1533062320.865,410,457
1533062320.872,397,456
1533062320.882,410,472
1533062320.888,414,470
1533062320.9,414,479
1533062320.905,416,463
1533062320.916,413,472
1533062320.922,419,472
1533062320.934,418,477
1533062320.939,416,484
1533062320.948,419,481
1533062320.955,421,471
1533062320.966,403,471
1533062320.971,432,488
1533062320.981,421,480
1533062320.988,416,481
1533062321.0,432,482
1533062321.005,413,466
1533062321.015,408,464
1533062321.022,377,449
1533062321.031,342,409
1533062321.038,247,300
1533062321.05,246,316
1533062321.057,252,296
1533062321.067,243,313
1533062321.073,245,304
1533062321.081,268,314
1533062321.089,297,367
1533062321.099,339,408
