time,value
1533062295.332,15,5
1533062295.349,15,5
1533062295.358,16,9
1533062295.365,23,7
1533062295.373,12,14
1533062295.382,10,18
1533062295.387,18,20
1533062295.393,12,29
1533062295.4,18,14
1533062295.407,18,23
1533062295.417,24,29
1533062295.424,10,21
1533062295.436,28,24
1533062295.442,21,23
1533062295.45,24,26
1533062295.458,18,26
1533062295.466,29,31
1533062295.473,20,28
1533062295.483,21,23
1533062295.493,18,23
1533062295.5,40,18
1533062295.507,28,18
1533062295.516,30,17
1533062295.524,22,21
1533062295.534,12,23
1533062295.54,22,15
1533062295.55,29,22
1533062295.556,25,27
1533062295.566,17,31
1533062295.573,8,25
1533062295.584,23,28
1533062295.59,16,30
1533062295.6,33,14
1533062295.606,34,18
1533062295.617,21,32
1533062295.625,26,7
1533062295.633,31,21
1533062295.639,18,23
1533062295.65,12,29
1533062295.656,24,26
1533062295.667,17,22
1533062295.674,23,7
1533062295.682,14,28
1533062295.689,26,13
1533062295.701,22,24
1533062295.708,30,23
1533062295.716,18,29
1533062295.725,12,23
1533062295.733,4,27
1533062295.74,24,26
1533062295.749,12,20
1533062295.757,9,1
1533062295.766,7,17
1533062295.773,12,10
1533062295.787,3,5
1533062295.795,6,8
1533062295.803,9,5
1533062295.809,2,15
1533062295.817,1,0
1533062295.828,12,-6
1533062295.835,-5,6
1533062295.841,13,-11
1533062295.85,6,6
1533062295.857,9,2
1533062295.864,-1,-1
1533062295.872,2,3
1533062295.882,5,-11
1533062295.89,-1,-8
1533062295.898,3,1
1533062295.905,-7,11
1533062295.916,4,1
1533062295.922,4,3
1533062295.931,1,1
1533062295.938,-1,6
1533062295.947,3,1
1533062295.954,13,-1
1533062295.964,-1,0
1533062295.973,-2,2
1533062295.981,0,-9
1533062295.988,3,3
1533062296.0,-1,-7
1533062296.005,-3,5
1533062296.014,11,1
1533062296.021,3,-3
1533062296.032,1,3
1533062296.038,-13,6
1533062296.047,0,0
1533062296.055,0,9
1533062296.064,2,-2
1533062296.071,6,10
1533062296.081,-1,2
1533062296.089,-5,0
1533062296.097,14,-4
1533062296.104,8,-1
1533062296.115,6,0
1533062296.122,5,13
1533062296.131,2,16
1533062296.137,25,21
1533062296.148,23,28
1533062296.156,48,52
1533062296.165,38,54
1533062296.17,62,57
1533062296.18,51,58
1533062296.188,50,77
1533062296.205,226,224
1533062296.213,256,257
1533062296.221,288,301
1533062296.233,336,330
1533062296.239,376,357
1533062296.247,382,384
1533062296.255,393,380
1533062296.262,407,397
1533062296.27,424,410
1533062296.279,448,410
1533062296.286,459,415
1533062296.295,460,413
1533062296.303,468,418
1533062296.313,474,431
1533062296.325,482,412
1533062296.331,487,435
1533062296.337,473,423
1533062296.348,472,431
1533062296.354,466,419
1533062296.363,474,449
1533062296.369,488,418
1533062296.379,483,434
1533062296.387,480,443
1533062296.396,493,458
1533062296.405,477,454
1533062296.412,509,459
1533062296.419,492,451
1533062296.429,499,467
1533062296.437,475,458
1533062296.445,489,460
1533062296.453,496,461
1533062296.462,485,471
1533062296.474,501,463
1533062296.48,491,474
1533062296.486,497,468
1533062296.497,493,476
1533062296.505,500,459
1533062296.513,486,481
1533062296.52,502,467
1533062296.529,502,464
1533062296.536,500,477
1533062296.545,501,469
1533062296.555,492,478
1533062296.562,495,478
1533062296.571,498,487
1533062296.58,501,478
1533062296.592,492,490
1533062296.598,501,490
1533062296.605,490,488
1533062296.612,498,475
1533062296.618,473,483
1533062296.628,501,484
1533062296.636,490,479
1533062296.645,496,488
1533062296.653,497,480
1533062296.666,494,480
1533062296.672,482,489
1533062296.679,470,474
1533062296.688,478,476
1533062296.697,488,480
1533062296.705,471,474
1533062296.712,479,480
1533062296.719,479,477
1533062296.73,471,480
1533062296.74,479,474
1533062296.746,475,482
1533062296.752,472,484
1533062296.762,497,486
1533062296.774,480,487
1533062296.781,473,492
1533062296.788,472,481
1533062296.8,463,475
1533062296.807,468,477
1533062296.814,461,473
1533062296.822,468,483
1533062296.831,465,471
1533062296.839,464,482
1533062296.846,473,488
1533062296.852,454,478
1533062296.86,476,480
1533062296.87,457,481
1533062296.877,463,481
1533062296.885,471,484
1533062296.896,462,468
1533062296.902,471,483
1533062296.91,470,485
1533062296.922,469,481
1533062296.927,472,484
1533062296.934,452,470
1533062296.945,461,482
1533062296.951,464,476
1533062296.961,460,478
1533062296.967,455,482
1533062296.978,460,475
1533062296.984,461,479
1533062296.995,457,478
1533062297.001,455,497
1533062297.012,454,487
1533062297.017,462,480
1533062297.028,456,486
1533062297.034,465,474
1533062297.043,463,487
1533062297.052,462,483
1533062297.061,458,476
1533062297.066,449,476
1533062297.077,462,474
1533062297.085,454,484
