time,value
1533061777.795,818,838
1533061777.808,856,872
1533061777.815,877,890
1533061777.823,871,898
1533061777.834,885,915
1533061777.842,897,924
1533061777.85,891,927
1533061777.861,908,938
1533061777.868,927,948
1533061777.878,906,930
1533061777.889,925,946
1533061777.897,927,959
1533061777.906,935,949
1533061777.915,935,958
1533061777.923,961,990
1533061777.932,915,942
1533061777.943,941,964
1533061777.955,924,942
1533061777.966,954,980
1533061777.98,937,972
1533061777.989,945,971
1533061777.998,953,979
1533061778.013,957,980
1533061778.021,915,927
1533061778.037,958,981
1533061778.049,978,984
1533061778.06,956,988
1533061778.07,956,967
1533061778.08,953,987
1533061778.092,964,1001
1533061778.1,956,982
1533061778.113,945,974
1533061778.123,960,986
1533061778.131,985,1008
1533061778.144,983,997
1533061778.152,964,990
1533061778.163,977,992
1533061778.176,960,994
1533061778.184,959,988
1533061778.195,974,1008
1533061778.209,966,989
1533061778.217,977,992
1533061778.231,965,988
1533061778.243,972,987
1533061778.252,967,995
1533061778.261,998,1024
1533061778.271,966,997
1533061778.282,973,990
1533061778.294,968,979
1533061778.303,971,991
1533061778.316,965,988
1533061778.327,957,994
1533061778.336,956,999
1533061778.348,958,1001
1533061778.358,962,991
1533061778.367,975,997
1533061778.379,961,995
1533061778.389,971,1005
1533061778.397,969,1003
1533061778.41,966,1012
1533061778.418,973,996
1533061778.426,957,980
1533061778.434,961,984
1533061778.445,961,981
1533061778.454,974,991
1533061778.464,974,992
1533061778.476,953,988
1533061778.485,968,993
1533061778.498,963,989
1533061778.508,966,983
1533061778.517,965,982
1533061778.529,975,1004
1533061778.537,957,997
1533061778.546,935,970
1533061778.558,948,968
1533061778.566,958,1007
1533061778.576,973,984
1533061778.587,986,997
1533061778.595,968,991
1533061778.604,967,996
1533061778.615,968,997
1533061778.623,983,1018
1533061778.637,960,983
1533061778.647,970,990
1533061778.657,966,989
1533061778.665,945,965
1533061778.676,965,985
1533061778.684,950,985
1533061778.7,969,980
1533061778.708,984,1010
1533061778.718,969,989
1533061778.73,974,1005
1533061778.739,974,992
1533061778.749,964,993
1533061778.762,971,1002
1533061778.77,952,978
1533061778.779,969,998
1533061778.791,960,974
1533061778.8,965,991
1533061778.808,948,983
1533061778.817,958,1007
1533061778.828,974,986
1533061778.836,950,982
1533061778.845,982,1005
1533061778.855,984,1010
1533061778.867,954,997
1533061778.876,958,969
1533061778.885,969,989
1533061778.897,961,990
1533061778.906,970,998
1533061778.915,945,962
1533061778.925,951,971
1533061778.935,983,1018
1533061778.944,951,986
1533061778.956,963,1001
1533061778.964,960,980
1533061778.976,961,993
1533061778.989,970,987
1533061778.997,963,977
1533061779.007,983,994
1533061779.021,964,1004
1533061779.028,962,991
1533061779.039,966,971
1533061779.05,966,997
1533061779.06,954,983
1533061779.068,943,978
1533061779.076,967,993
1533061779.085,964,990
1533061779.093,970,984
1533061779.101,976,1008
1533061779.114,953,988
1533061779.125,945,986
1533061779.136,978,993
1533061779.143,957,983
1533061779.151,956,991
1533061779.159,964,984
1533061779.169,956,979
1533061779.177,969,968
1533061779.185,981,999
1533061779.197,967,975
1533061779.207,957,989
1533061779.216,954,977
1533061779.226,955,990
1533061779.236,960,983
1533061779.247,977,994
1533061779.258,976,996
1533061779.267,946,996
1533061779.277,955,978
1533061779.289,948,965
1533061779.299,946,975
1533061779.308,967,996
1533061779.32,947,970
1533061779.328,954,989
1533061779.338,954,971
1533061779.351,940,949
1533061779.36,952,1004
1533061779.37,952,981
1533061779.382,979,996
1533061779.39,973,987
1533061779.399,952,975
1533061779.412,949,984
1533061779.422,960,986
1533061779.43,961,972
1533061779.441,943,948
1533061779.451,955,972
1533061779.462,1001,1012
1533061779.471,973,996
1533061779.48,972,992
1533061779.489,960,977
1533061779.499,966,980
1533061779.509,974,986
1533061779.52,960,997
1533061779.529,981,1001
1533061779.54,968,985
1533061779.548,985,1005
1533061779.558,966,995
1533061779.566,940,981
1533061779.575,1230,1267
1533061779.584,1015,1035
1533061779.593,836,853
1533061779.602,858,868
1533061779.612,1047,1087
1533061779.621,1053,1084
1533061779.63,950,967
1533061779.64,1022,1042
1533061779.648,979,1020
1533061779.657,1024,1070
1533061779.665,1036,1049
1533061779.674,1002,1034
1533061779.682,999,1028
1533061779.691,979,999
1533061779.708,1022,1062
1533061779.716,1100,1124
1533061779.729,972,992
1533061779.739,1031,1059
1533061779.755,1191,1225
1533061779.763,1039,1070
1533061779.772,1026,1040
1533061779.788,1025,1047
1533061779.798,1022,1053
1533061779.81,1015,1038
1533061779.82,1033,1058
1533061779.828,996,1025
1533061779.838,841,860
1533061779.849,1031,1059
1533061779.859,989,1000
1533061779.872,1039,1070
1533061779.88,948,986
1533061779.89,999,1007
1533061779.9,980,1000
1533061779.909,1179,1208
1533061779.918,1000,1032
1533061779.929,1001,1033
1533061779.937,989,1024
